arm,layer,layer_name,format_a,format_b,control_type,n_concepts,matched_score,matched_ci_low,matched_ci_high,control_score,control_ci_low,control_ci_high,paired_delta,ci_low,ci_high,p_perm_greater,retrieval_top1,retrieval_top5,retrieval_margin
base,26,layer_26,triplet,feature_listing,category_proxy,128,0.5501192056108266,0.544198641233379,0.5546401721308939,0.5455168841872364,0.5421217310533393,0.5486572429537773,0.004602321423590183,0.0021429607761092482,0.0068683470424730315,0.000999000999000999,0.10546875,0.30078125,-0.01972811808809638
base,26,layer_26,pairwise,feature_listing,random,128,0.5629038754850626,0.561017498804722,0.564795260829851,0.5617295592091978,0.5603681544424035,0.5631193652399815,0.0011743162758648396,-0.00014870840823277828,0.002355962595902383,0.04395604395604396,0.01953125,0.06640625,-0.012527854647487402
base,26,layer_26,pairwise,feature_listing,close_neighbor,128,0.5629038754850626,0.5609310686239042,0.5644978551776149,0.5626152055338025,0.5607349549536593,0.5643874394707382,0.0002886699512600899,-0.0006657197722233832,0.0011957021662965417,0.26873126873126874,0.01953125,0.06640625,-0.012527854647487402
base,26,layer_26,pairwise,feature_listing,far_neighbor,128,0.5629038754850626,0.5611783405533061,0.5646088985376991,0.5584177537821233,0.5570621102349833,0.5600116968736983,0.004486121702939272,0.003452960285358131,0.005634705419652163,0.000999000999000999,0.01953125,0.06640625,-0.012527854647487402
base,26,layer_26,pairwise,feature_listing,lexical,128,0.5629038754850626,0.5608767731115222,0.5646484789787791,0.5619640699587762,0.5607283369405195,0.5630175927537493,0.0009398055262863636,-0.00041655851528048514,0.002335358865093437,0.08591408591408592,0.01953125,0.06640625,-0.012527854647487402
base,26,layer_26,pairwise,feature_listing,category_proxy,128,0.5629038754850626,0.5606917614000849,0.5649622919387184,0.5624237484298646,0.5607145198853687,0.563926249591168,0.0004801270551979542,-0.0005156374420039355,0.0013299891259521246,0.13386613386613386,0.01953125,0.06640625,-0.012527854647487402
base,26,layer_26,__mean__,__mean__,random,128,0.557714152848348,0.5534636618375468,0.5616911080200225,0.5498475946951658,0.5467355841149887,0.5526165319160403,0.007866558153182268,0.004891748959198594,0.010900948289781805,0.017316017316017316,0.0625,0.18619791666666666,-0.019896670943126082
base,26,layer_26,__mean__,__mean__,close_neighbor,128,0.557714152848348,0.5532190553649949,0.5616476943774614,0.5573263783783963,0.5538837408239488,0.5605858779221308,0.0003877744699517886,-0.0022489017341285945,0.002939216290057325,0.3533133533133533,0.0625,0.18619791666666666,-0.019896670943126082
base,26,layer_26,__mean__,__mean__,far_neighbor,128,0.557714152848348,0.5537159557260263,0.5617997838766314,0.5494904764927924,0.54656377134379,0.5522916107457908,0.008223676355555654,0.004896311595803127,0.011550801763466246,0.10922410922410924,0.0625,0.18619791666666666,-0.019896670943126082
base,26,layer_26,__mean__,__mean__,lexical,128,0.557714152848348,0.5533319247576097,0.5620966629299801,0.5487964771843205,0.5458883750698685,0.5516235885734204,0.008917675664027533,0.006025915330974386,0.011603386174344145,0.029304029304029307,0.0625,0.18619791666666666,-0.019896670943126082
base,26,layer_26,__mean__,__mean__,category_proxy,128,0.557714152848348,0.5525588496918014,0.5618042575777508,0.5558654925165077,0.5527568470570259,0.5585664315323812,0.0018486603318403165,-0.0002481796293674657,0.0038726076503129044,0.1724941724941725,0.0625,0.18619791666666666,-0.019896670943126082
base,27,layer_27,triplet,pairwise,random,128,0.58873969479464,0.5825882689736318,0.5938169512664899,0.5825663581490517,0.5789666671073064,0.5861992764635943,0.006173336645588279,0.0018321139388717711,0.01008040722226724,0.003996003996003996,0.0546875,0.16796875,-0.02700819168239832
base,27,layer_27,triplet,pairwise,close_neighbor,128,0.58873969479464,0.5832267744175624,0.5939848185516894,0.5884353956207633,0.5841054257005454,0.5924321212922223,0.0003042991738766432,-0.004207013908307999,0.0042751861677970725,0.4405594405594406,0.0546875,0.16796875,-0.02700819168239832
base,27,layer_27,triplet,pairwise,far_neighbor,128,0.58873969479464,0.5837575950543397,0.5939695133129135,0.5869774911552668,0.583421734359581,0.5904488533968106,0.0017622036393731833,-0.002185745316091925,0.006039373000385239,0.21178821178821178,0.0546875,0.16796875,-0.02700819168239832
base,27,layer_27,triplet,pairwise,lexical,128,0.58873969479464,0.5828178106457926,0.5937373698339797,0.5796972238458693,0.5761093641980551,0.5829008210333996,0.009042470948770642,0.005623227445175872,0.012640171346720307,0.000999000999000999,0.0546875,0.16796875,-0.02700819168239832
base,27,layer_27,triplet,pairwise,category_proxy,128,0.58873969479464,0.5824728118546773,0.5944151592673733,0.5879703857935965,0.5842129966127686,0.5916161895147525,0.0007693090010434389,-0.0022375587665010243,0.0037774093681946317,0.2987012987012987,0.0546875,0.16796875,-0.02700819168239832
base,27,layer_27,triplet,feature_listing,random,128,0.5658612041734159,0.5607727072841954,0.5694258637784515,0.5487803942523897,0.5452220437116921,0.55199664470274,0.01708080992102623,0.01458889243658632,0.02007666976423934,0.000999000999000999,0.12109375,0.328125,-0.01824489189311862
base,27,layer_27,triplet,feature_listing,close_neighbor,128,0.5658612041734159,0.5613883286074269,0.5695826619979926,0.5656078774482012,0.5625389911234379,0.5681557116913609,0.00025332672521471977,-0.002692838542861864,0.0028794942540116605,0.4045954045954046,0.12109375,0.328125,-0.01824489189311862
base,27,layer_27,triplet,feature_listing,far_neighbor,128,0.5658612041734159,0.5617514831712469,0.5699250580044464,0.5497062425129116,0.5466382410260848,0.5525561100570485,0.01615496166050434,0.013347607769537717,0.01904201357392594,0.000999000999000999,0.12109375,0.328125,-0.01824489189311862
base,27,layer_27,triplet,feature_listing,lexical,128,0.5658612041734159,0.5615517381636892,0.5697563898807857,0.5489230211824179,0.5454573706258088,0.5519176342873834,0.01693818299099803,0.013459398143459112,0.02009135743719525,0.000999000999000999,0.12109375,0.328125,-0.01824489189311862
base,27,layer_27,triplet,feature_listing,category_proxy,128,0.5658612041734159,0.5609277015086264,0.5704055036825594,0.5613569160923362,0.5587335052783601,0.5639962306944654,0.0045042880810797215,0.002191294787917286,0.006725821644067763,0.000999000999000999,0.12109375,0.328125,-0.01824489189311862
base,27,layer_27,pairwise,feature_listing,random,128,0.5973500567488372,0.5955601540859788,0.5993541757692583,0.5956666287966073,0.594568693137262,0.5967453886172734,0.0016834279522299767,0.00043668420985341075,0.002863572735805064,0.005994005994005994,0.0234375,0.11328125,-0.010377519996836782
base,27,layer_27,pairwise,feature_listing,close_neighbor,128,0.5973500567488372,0.5956606878084131,0.599140440847259,0.5969753726385534,0.5953777418471873,0.598525792802684,0.0003746841102838516,-0.0005853329785168171,0.0012489885208196937,0.22577422577422576,0.0234375,0.11328125,-0.010377519996836782
base,27,layer_27,pairwise,feature_listing,far_neighbor,128,0.5973500567488372,0.5952471764176153,0.5990867909160442,0.5924331359565258,0.5913013421697542,0.5936968514462933,0.00491692079231143,0.0038119892473332585,0.005936860700603574,0.000999000999000999,0.0234375,0.11328125,-0.010377519996836782
base,27,layer_27,pairwise,feature_listing,lexical,128,0.5973500567488372,0.5952224816544913,0.5990744283772074,0.5961831407621503,0.5951758948620409,0.5971926095895469,0.001166915986686945,-0.0002999848802573979,0.0024454677477478977,0.04495504495504495,0.0234375,0.11328125,-0.010377519996836782
base,27,layer_27,pairwise,feature_listing,category_proxy,128,0.5973500567488372,0.595486288529355,0.5990331504843198,0.5966613101772964,0.5950197385624051,0.5984344025142491,0.0006887465715408325,-0.00028024089988321066,0.001589434326160699,0.052947052947052944,0.0234375,0.11328125,-0.010377519996836782
base,27,layer_27,__mean__,__mean__,random,128,0.5839836519056311,0.5796403767812687,0.5875323302714,0.5756711270660162,0.5729191346520869,0.5783137699278692,0.008312524839614829,0.005619230195103834,0.01100688324077055,0.0036630036630036626,0.06640625,0.203125,-0.018543534524117906
base,27,layer_27,__mean__,__mean__,close_neighbor,128,0.5839836519056311,0.5800919302778008,0.5875693071323136,0.583672881902506,0.5806740528903901,0.5863712085954225,0.0003107700031250715,-0.00249506180989556,0.002801222980876142,0.35697635697635693,0.06640625,0.203125,-0.018543534524117906
base,27,layer_27,__mean__,__mean__,far_neighbor,128,0.5839836519056311,0.5802520848810673,0.5876604540778013,0.5763722898749014,0.5737871058518066,0.5789006049667175,0.0076113620307296515,0.004991283900259684,0.010339415758304918,0.07126207126207125,0.06640625,0.203125,-0.018543534524117906
base,27,layer_27,__mean__,__mean__,lexical,128,0.5839836519056311,0.5798640101546577,0.587522729363991,0.5749344619301459,0.572247543228635,0.5773370216367767,0.009049189975485206,0.006260880236125862,0.011725665510554484,0.015651015651015652,0.06640625,0.203125,-0.018543534524117906
base,27,layer_27,__mean__,__mean__,category_proxy,128,0.5839836519056311,0.5796289339642196,0.5879512711447509,0.5819962040210763,0.5793220801511779,0.5846822742411556,0.001987447884554664,-0.00010883495948898298,0.004030888446141031,0.11754911754911755,0.06640625,0.203125,-0.018543534524117906
base,28,layer_28,triplet,pairwise,random,128,0.5822831166442484,0.5775143531092908,0.5872046291071455,0.5742235137149692,0.5702644319157116,0.577484142081812,0.008059602929279208,0.004282192210666835,0.01136019806144759,0.000999000999000999,0.05859375,0.18359375,-0.02550063794478774
base,28,layer_28,triplet,pairwise,close_neighbor,128,0.5822831166442484,0.5767521103436593,0.5874277012539096,0.5817621885798872,0.5781198536627926,0.5854617748991586,0.0005209280643612146,-0.0028079579409677536,0.00402978025958873,0.3906093906093906,0.05859375,0.18359375,-0.02550063794478774
base,28,layer_28,triplet,pairwise,far_neighbor,128,0.5822831166442484,0.5770643882220611,0.587407738721231,0.5798542625270784,0.5765311481896788,0.5832231951877475,0.0024288541171699762,-0.0018678595719393344,0.006150282709859305,0.12887112887112886,0.05859375,0.18359375,-0.02550063794478774
base,28,layer_28,triplet,pairwise,lexical,128,0.5822831166442484,0.5757928525272291,0.5873821134737227,0.5709695944096893,0.5672603603976313,0.5741384067805484,0.01131352223455906,0.007292998384218663,0.01466026878915727,0.000999000999000999,0.05859375,0.18359375,-0.02550063794478774
base,28,layer_28,triplet,pairwise,category_proxy,128,0.5822831166442484,0.5769316385849379,0.5872681943990756,0.5804127808660269,0.5762849511927925,0.5838997166836635,0.001870335778221488,-0.0009980489092413336,0.004847119102487333,0.11788211788211789,0.05859375,0.18359375,-0.02550063794478774
base,28,layer_28,triplet,feature_listing,random,128,0.5442832838743925,0.5398152260342612,0.5476416579447687,0.5230327928438783,0.519489609048469,0.5259731196274515,0.02125049103051424,0.018633375747594983,0.02417810277547687,0.000999000999000999,0.140625,0.4296875,-0.016035623848438263
base,28,layer_28,triplet,feature_listing,close_neighbor,128,0.5442832838743925,0.5401817326375749,0.5477846291847527,0.5444833696819842,0.5412850280874408,0.547112930577714,-0.0002000858075916767,-0.0026703886105678976,0.0021582339017186284,0.5744255744255744,0.140625,0.4296875,-0.016035623848438263
base,28,layer_28,triplet,feature_listing,far_neighbor,128,0.5442832838743925,0.5400810092338361,0.5478900289919693,0.5260909355711192,0.5235109668632504,0.5286830237484537,0.01819234830327332,0.015411947114625946,0.020772706664865838,0.000999000999000999,0.140625,0.4296875,-0.016035623848438263
base,28,layer_28,triplet,feature_listing,lexical,128,0.5442832838743925,0.5404784719052259,0.5479300757928286,0.5237316899001598,0.5204592333175242,0.5270649387035519,0.020551593974232674,0.017828204680699854,0.0235347549256403,0.000999000999000999,0.140625,0.4296875,-0.016035623848438263
base,28,layer_28,triplet,feature_listing,category_proxy,128,0.5442832838743925,0.5400021480221767,0.5479066727799363,0.5378458797931671,0.5348883103812113,0.540639297128655,0.006437404081225395,0.004273474385263399,0.008626902959076681,0.000999000999000999,0.140625,0.4296875,-0.016035623848438263
base,28,layer_28,pairwise,feature_listing,random,128,0.5774275958538055,0.5755870117689483,0.5791041410411708,0.5754173491150141,0.5743202347890474,0.5765845141140744,0.0020102467387914658,0.0008340601692907512,0.0032011630944907645,0.000999000999000999,0.046875,0.19140625,-0.009364282479509711
base,28,layer_28,pairwise,feature_listing,close_neighbor,128,0.5774275958538055,0.5757246120134368,0.5793767600436694,0.5768136819824576,0.5753300945158116,0.5782331020571292,0.0006139138713479042,-0.00019493360305204986,0.0015935619478113928,0.1008991008991009,0.046875,0.19140625,-0.009364282479509711
base,28,layer_28,pairwise,feature_listing,far_neighbor,128,0.5774275958538055,0.5757741074310616,0.5789469582494349,0.5728603787720203,0.5718482677591965,0.5739852079423144,0.004567217081785202,0.003430775355082005,0.005709712102543563,0.000999000999000999,0.046875,0.19140625,-0.009364282479509711
base,28,layer_28,pairwise,feature_listing,lexical,128,0.5774275958538055,0.5755943551892415,0.5788614098448306,0.5760255320928991,0.574928067077417,0.5770809875801206,0.001402063760906458,0.00018995821010321385,0.002618773572612553,0.006993006993006993,0.046875,0.19140625,-0.009364282479509711
base,28,layer_28,pairwise,feature_listing,category_proxy,128,0.5774275958538055,0.5756345532718115,0.5790510516264475,0.5763815231621265,0.5748307366506197,0.577789778681472,0.0010460726916790009,0.00018066101474687458,0.002056353003717958,0.015984015984015984,0.046875,0.19140625,-0.009364282479509711
base,28,layer_28,__mean__,__mean__,random,128,0.5679979987908155,0.5643055303041667,0.5713168093643617,0.5575578852246205,0.5546914252510761,0.5600139252744459,0.010440113566194972,0.007916542709184191,0.012913154643805075,0.000999000999000999,0.08203125,0.2682291666666667,-0.016966848090911906
base,28,layer_28,__mean__,__mean__,close_neighbor,128,0.5679979987908155,0.5642194849982237,0.5715296968274439,0.5676864134147763,0.5649116587553484,0.5702692691780006,0.0003115853760391474,-0.0018910933848625669,0.0025938587030395837,0.3553113553113553,0.08203125,0.2682291666666667,-0.016966848090911906
base,28,layer_28,__mean__,__mean__,far_neighbor,128,0.5679979987908155,0.5643065016289862,0.5714149086542116,0.5596018589567393,0.5572967942707086,0.5619638089595052,0.008396139834076166,0.005658287632589539,0.010877567159089567,0.04362304362304362,0.08203125,0.2682291666666667,-0.016966848090911906
base,28,layer_28,__mean__,__mean__,lexical,128,0.5679979987908155,0.5639552265405655,0.5713911997037939,0.5569089388009161,0.5542158869308574,0.559428111021407,0.011089059989899397,0.008437053758340576,0.013604599095803374,0.0029970029970029974,0.08203125,0.2682291666666667,-0.016966848090911906
base,28,layer_28,__mean__,__mean__,category_proxy,128,0.5679979987908155,0.5641894466263087,0.5714086396018198,0.5648800612737735,0.5620013327415411,0.5674429308312634,0.003117937517041961,0.0011520288302563132,0.005176791688427325,0.04495504495504495,0.08203125,0.2682291666666667,-0.016966848090911906
base,29,layer_29,triplet,pairwise,random,128,0.5799718094058335,0.5737914108263794,0.5846554158604704,0.5676511921919882,0.5639868469093926,0.5709240945172496,0.012320617213845253,0.00777687321533449,0.01577696711174212,0.000999000999000999,0.13671875,0.43359375,-0.022433369886130095
base,29,layer_29,triplet,pairwise,close_neighbor,128,0.5799718094058335,0.5742707854486071,0.5850138810521457,0.579011398833245,0.575746439897921,0.5824649755377322,0.0009604105725884438,-0.002219223807333037,0.004635630385018882,0.2777222777222777,0.13671875,0.43359375,-0.022433369886130095
base,29,layer_29,triplet,pairwise,far_neighbor,128,0.5799718094058335,0.5750199771602638,0.5848788317816798,0.5724237863905728,0.5697136338683777,0.5761151598067954,0.007548023015260696,0.00363344672950916,0.01176332358154468,0.000999000999000999,0.13671875,0.43359375,-0.022433369886130095
base,29,layer_29,triplet,pairwise,lexical,128,0.5799718094058335,0.5748197098611854,0.5852785048016813,0.5652410516049713,0.5616943667759188,0.5688194011338055,0.014730757800862193,0.0112301446555648,0.01844125369098037,0.000999000999000999,0.13671875,0.43359375,-0.022433369886130095
base,29,layer_29,triplet,pairwise,category_proxy,128,0.5799718094058335,0.5744989466038533,0.5846070165862329,0.5767553844489157,0.573012751690112,0.5807987331529147,0.0032164249569177628,0.00037104468792676927,0.006316155090462416,0.012987012987012988,0.13671875,0.43359375,-0.022433369886130095
base,29,layer_29,triplet,feature_listing,random,128,0.5604104853700846,0.5573035087843892,0.5643692785291933,0.5279035535641015,0.5243059247208294,0.5314083476201631,0.032506931805983186,0.029506049875635654,0.036065666459035126,0.000999000999000999,0.2265625,0.62890625,-0.012099127285182476
base,29,layer_29,triplet,feature_listing,close_neighbor,128,0.5604104853700846,0.5561542797076982,0.5641150177572853,0.5609350078739226,0.5578201132593676,0.5637044520466589,-0.0005245225038379431,-0.003121117450064048,0.0021375169337261466,0.6783216783216783,0.2265625,0.62890625,-0.012099127285182476
base,29,layer_29,triplet,feature_listing,far_neighbor,128,0.5604104853700846,0.5563930641335901,0.5637738296180033,0.5311923932749778,0.5288163515739143,0.5337998681643512,0.02921809209510684,0.025878206762718035,0.032145564089296384,0.000999000999000999,0.2265625,0.62890625,-0.012099127285182476
base,29,layer_29,triplet,feature_listing,lexical,128,0.5604104853700846,0.5567083759990055,0.5636223765148316,0.5291015568654984,0.5258193653950002,0.5324314201017841,0.03130892850458622,0.028202802006853746,0.034039926971308886,0.000999000999000999,0.2265625,0.62890625,-0.012099127285182476
base,29,layer_29,triplet,feature_listing,category_proxy,128,0.5604104853700846,0.5564330414286814,0.5636664870078676,0.5500174288172275,0.5465042931376957,0.5531478687596973,0.01039305655285716,0.00753594227717258,0.013055831514066085,0.000999000999000999,0.2265625,0.62890625,-0.012099127285182476
base,29,layer_29,pairwise,feature_listing,random,128,0.5746730389073491,0.5725793840363622,0.576639001397416,0.5684318598359823,0.5669234615983442,0.5699538758140988,0.006241179071366787,0.0046957269893027846,0.007516989484429359,0.000999000999000999,0.1328125,0.3828125,-0.010829743696376681
base,29,layer_29,pairwise,feature_listing,close_neighbor,128,0.5746730389073491,0.5725905718747526,0.5768095514853485,0.5733802709728479,0.5719075106317177,0.5752483741380274,0.0012927679345011711,0.0002039837301708758,0.002619414299260825,0.01098901098901099,0.1328125,0.3828125,-0.010829743696376681
base,29,layer_29,pairwise,feature_listing,far_neighbor,128,0.5746730389073491,0.5726232083863578,0.5768336973851547,0.5651299385353923,0.5638951744418591,0.5663227560347878,0.009543100371956825,0.008161262259818614,0.010956307325977832,0.000999000999000999,0.1328125,0.3828125,-0.010829743696376681
base,29,layer_29,pairwise,feature_listing,lexical,128,0.5746730389073491,0.572667154984083,0.5766216419171541,0.5695988368242979,0.5681015343172475,0.5707796618808061,0.005074202083051205,0.003708298911806196,0.006420087732840328,0.000999000999000999,0.1328125,0.3828125,-0.010829743696376681
base,29,layer_29,pairwise,feature_listing,category_proxy,128,0.5746730389073491,0.5725947552011348,0.5766994562116452,0.5722377677448094,0.5704975125612691,0.5737440126598813,0.0024352711625397205,0.0010623265639878809,0.003687464585527776,0.000999000999000999,0.1328125,0.3828125,-0.010829743696376681
base,29,layer_29,__mean__,__mean__,random,128,0.5716851112277558,0.5678914345490436,0.5752212319290266,0.554662201864024,0.551738744409522,0.5574287726505038,0.017022909363731742,0.013992883360090975,0.0197865410184022,0.000999000999000999,0.16536458333333334,0.4817708333333333,-0.015120746955896417
base,29,layer_29,__mean__,__mean__,close_neighbor,128,0.5716851112277558,0.5676718790103527,0.5753128167649265,0.5711088925600052,0.5684913545963354,0.5738059339074728,0.0005762186677505573,-0.0017121191757420698,0.0031308538726686178,0.3223443223443223,0.16536458333333334,0.4817708333333333,-0.015120746955896417
base,29,layer_29,__mean__,__mean__,far_neighbor,128,0.5716851112277558,0.5680120832267372,0.5751621195949459,0.556248706066981,0.5541417199613837,0.5587459280019781,0.015436405160774788,0.01255763858401527,0.018288398332272967,0.000999000999000999,0.16536458333333334,0.4817708333333333,-0.015120746955896417
base,29,layer_29,__mean__,__mean__,lexical,128,0.5716851112277558,0.5680650802814246,0.5751741744112223,0.5546471484315892,0.5518717554960555,0.5573434943721319,0.01703796279616654,0.01438041519140825,0.01963375613170986,0.000999000999000999,0.16536458333333334,0.4817708333333333,-0.015120746955896417
base,29,layer_29,__mean__,__mean__,category_proxy,128,0.5716851112277558,0.5678422477445565,0.5749909866019153,0.5663368603369842,0.563338185796359,0.5692302048574978,0.005348250890771548,0.00298977117636241,0.007686483730018759,0.004995004995004996,0.16536458333333334,0.4817708333333333,-0.015120746955896417
base,30,layer_30,triplet,pairwise,random,128,0.558748334646225,0.5536880218132865,0.563091147650266,0.540208094054833,0.5372409556119238,0.5434188472048845,0.01854024059139192,0.014691007608780638,0.021423537121154367,0.000999000999000999,0.20703125,0.52734375,-0.017763167852535844
base,30,layer_30,triplet,pairwise,close_neighbor,128,0.558748334646225,0.5544977909594309,0.5631362316780724,0.5574163747951388,0.5542615272803232,0.5605635278159753,0.0013319598510861397,-0.0015773924707900733,0.004299915087176482,0.19880119880119881,0.20703125,0.52734375,-0.017763167852535844
base,30,layer_30,triplet,pairwise,far_neighbor,128,0.558748334646225,0.5545470006647519,0.5628319575393107,0.5454839020967484,0.5425058106426149,0.5484693415113725,0.013264432549476624,0.008956030732952059,0.01679032942629419,0.000999000999000999,0.20703125,0.52734375,-0.017763167852535844
base,30,layer_30,triplet,pairwise,lexical,128,0.558748334646225,0.5547561169427354,0.5632154054648708,0.5387614178471267,0.5357290479587391,0.5418083575961645,0.019986916799098253,0.017010279931128025,0.023341966338921338,0.000999000999000999,0.20703125,0.52734375,-0.017763167852535844
base,30,layer_30,triplet,pairwise,category_proxy,128,0.558748334646225,0.5544684750318993,0.563645100343274,0.5535618783906102,0.5503930489416234,0.5569608450401574,0.0051864562556147575,0.0027209841879084705,0.00802677805768326,0.000999000999000999,0.20703125,0.52734375,-0.017763167852535844
base,30,layer_30,triplet,feature_listing,random,128,0.5442915195599198,0.5411328237329144,0.5476735826465301,0.4997208062559366,0.4965812356036622,0.503079095488647,0.04457071330398321,0.041451288998359814,0.047887675295351075,0.000999000999000999,0.27734375,0.7734375,-0.00952320545911789
base,30,layer_30,triplet,feature_listing,close_neighbor,128,0.5442915195599198,0.5412274776201229,0.5475032357324381,0.5446520722471178,0.5416081864619627,0.5478031613049097,-0.00036055268719792366,-0.00297493893885985,0.0025254155800212173,0.5954045954045954,0.27734375,0.7734375,-0.00952320545911789
base,30,layer_30,triplet,feature_listing,far_neighbor,128,0.5442915195599198,0.540878630237421,0.5477455886022653,0.5023717968724668,0.4993127384048421,0.5044449567038101,0.04191972268745303,0.03890472089406103,0.04491052255616523,0.000999000999000999,0.27734375,0.7734375,-0.00952320545911789
base,30,layer_30,triplet,feature_listing,lexical,128,0.5442915195599198,0.540727568604052,0.5478699137165677,0.5025310311466455,0.4991287479759194,0.5061112845491152,0.04176048841327429,0.038308134983526546,0.04539625286124647,0.000999000999000999,0.27734375,0.7734375,-0.00952320545911789
base,30,layer_30,triplet,feature_listing,category_proxy,128,0.5442915195599198,0.54087012175587,0.5479840259358753,0.5302290692925453,0.5269384713668842,0.5336118387174793,0.014062450267374516,0.01154179759323597,0.01689622215926647,0.000999000999000999,0.27734375,0.7734375,-0.00952320545911789
base,30,layer_30,pairwise,feature_listing,random,128,0.54256253503263,0.5397672508202959,0.5449246777046938,0.5286689947824925,0.526651184464572,0.530621815280756,0.013893540250137448,0.01185717839980498,0.016031569079495964,0.000999000999000999,0.20703125,0.55078125,-0.009817162761464715
base,30,layer_30,pairwise,feature_listing,close_neighbor,128,0.54256253503263,0.539613437274238,0.5452970663201995,0.5402998253703117,0.5378131089732051,0.5429217498633079,0.0022627096623182297,0.0007208144932519645,0.0034922277205623685,0.001998001998001998,0.20703125,0.55078125,-0.009817162761464715
base,30,layer_30,pairwise,feature_listing,far_neighbor,128,0.54256253503263,0.5396799691370688,0.5449682789912913,0.5241042915731668,0.5228561508585698,0.5254538594628684,0.01845824345946312,0.016608808597084135,0.02014549965970218,0.000999000999000999,0.20703125,0.55078125,-0.009817162761464715
base,30,layer_30,pairwise,feature_listing,lexical,128,0.54256253503263,0.5396319199877325,0.5454809485760052,0.531019498128444,0.5290321046719327,0.532906296744477,0.01154303690418601,0.009869210846954957,0.013387509173480793,0.000999000999000999,0.20703125,0.55078125,-0.009817162761464715
base,30,layer_30,pairwise,feature_listing,category_proxy,128,0.54256253503263,0.5398891881632153,0.5453156878007576,0.5382993211969733,0.5356805679970421,0.5404305041651242,0.004263213835656643,0.0025663622887805103,0.006110627524321898,0.000999000999000999,0.20703125,0.55078125,-0.009817162761464715
base,30,layer_30,__mean__,__mean__,random,128,0.5485341297462583,0.5448626987888323,0.5518964693338299,0.5228659650310874,0.520157791893386,0.5257065859914293,0.02566816471517086,0.02266649166898181,0.028447593832000465,0.000999000999000999,0.23046875,0.6171875,-0.01236784535770615
base,30,layer_30,__mean__,__mean__,close_neighbor,128,0.5485341297462583,0.5451129019512639,0.5519788445769033,0.5474560908041894,0.5445609409051637,0.5504294796613977,0.0010780389420688152,-0.001277172305465986,0.003439186129253356,0.26540126540126546,0.23046875,0.6171875,-0.01236784535770615
base,30,layer_30,__mean__,__mean__,far_neighbor,128,0.5485341297462583,0.5450352000130806,0.5518486083776225,0.5239866635141274,0.5215582333020089,0.526122719226017,0.024547466232130926,0.021489853408032406,0.027282117214053866,0.000999000999000999,0.23046875,0.6171875,-0.01236784535770615
base,30,layer_30,__mean__,__mean__,lexical,128,0.5485341297462583,0.5450385351781734,0.5521887559191478,0.5241039823740721,0.5212966335355304,0.526941979629919,0.024430147372186184,0.021729208587203175,0.027375242791216198,0.000999000999000999,0.23046875,0.6171875,-0.01236784535770615
base,30,layer_30,__mean__,__mean__,category_proxy,128,0.5485341297462583,0.5450759283169949,0.5523149380266356,0.5406967562933763,0.5376706961018499,0.5436677293075869,0.007837373452881971,0.005609714689974984,0.010344542580423876,0.000999000999000999,0.23046875,0.6171875,-0.01236784535770615
base,31,layer_31,triplet,pairwise,random,128,0.5470730294473469,0.5422277019533794,0.5524654255597852,0.5230506267398596,0.5197225635754876,0.5262319877161644,0.024022402707487345,0.020134149794466795,0.02772362558171153,0.000999000999000999,0.24609375,0.6015625,-0.01982191391289234
base,31,layer_31,triplet,pairwise,close_neighbor,128,0.5470730294473469,0.5412539462326095,0.5513951552973595,0.5452293346170336,0.5416155366867315,0.5489800198585726,0.001843694830313325,-0.0016730021161492914,0.004847315326333045,0.17582417582417584,0.24609375,0.6015625,-0.01982191391289234
base,31,layer_31,triplet,pairwise,far_neighbor,128,0.5470730294473469,0.5417991235502996,0.5523765444813762,0.5283937326166779,0.5248049108951818,0.5317684350535273,0.018679296830669045,0.014562529441900552,0.022693981119664385,0.000999000999000999,0.24609375,0.6015625,-0.01982191391289234
base,31,layer_31,triplet,pairwise,lexical,128,0.5470730294473469,0.5417605114576872,0.5519293010584079,0.5220493690576404,0.5180766689183656,0.5259262442763429,0.025023660389706492,0.020930242270696908,0.028992224659305062,0.000999000999000999,0.24609375,0.6015625,-0.01982191391289234
base,31,layer_31,triplet,pairwise,category_proxy,128,0.5470730294473469,0.5419308058568276,0.5518727497954388,0.5389741098042578,0.5353139495942741,0.5423076114268042,0.008098919643089175,0.0054552954505197706,0.010878559813136235,0.000999000999000999,0.24609375,0.6015625,-0.01982191391289234
base,31,layer_31,triplet,feature_listing,random,128,0.5171272133011371,0.5126741786312777,0.5216616978577804,0.464942712103948,0.46084143556072377,0.4684824580966961,0.05218450119718909,0.04832835273700766,0.05624948079348542,0.000999000999000999,0.26953125,0.8046875,-0.01119223888963461
base,31,layer_31,triplet,feature_listing,close_neighbor,128,0.5171272133011371,0.5132472191646229,0.5210618905082811,0.5177985250484198,0.5135956064681523,0.5221398609923199,-0.0006713117472827435,-0.0038692190719302744,0.0026139264460653022,0.6303696303696303,0.26953125,0.8046875,-0.01119223888963461
base,31,layer_31,triplet,feature_listing,far_neighbor,128,0.5171272133011371,0.5126727533061057,0.5213421955704689,0.4669300150126219,0.46414345941739155,0.47005054260371254,0.05019719828851521,0.04633019732427783,0.054587433644337574,0.000999000999000999,0.26953125,0.8046875,-0.01119223888963461
