arm,layer,layer_name,format_a,format_b,control_type,n_concepts,matched_score,matched_ci_low,matched_ci_high,control_score,control_ci_low,control_ci_high,paired_delta,ci_low,ci_high,p_perm_greater,retrieval_top1,retrieval_top5,retrieval_margin
base,2,layer_2,pairwise,feature_listing,close_neighbor,128,0.8959775315597653,0.895640905527398,0.8963252914138138,0.8959449054673314,0.8957367878756486,0.8961724396212958,3.262609243392944e-05,-0.0002702707191929221,0.00031603683019056886,0.4255744255744256,0.01171875,0.05078125,-0.006673343945294619
base,2,layer_2,pairwise,feature_listing,far_neighbor,128,0.8959775315597653,0.8956390237784945,0.8963771588169038,0.8955589137040079,0.8952653440763243,0.8959022285183892,0.0004186178557574749,0.00010005004005506635,0.0007181253400631248,0.006993006993006993,0.01171875,0.05078125,-0.006673343945294619
base,2,layer_2,pairwise,feature_listing,lexical,128,0.8959775315597653,0.8956241331878119,0.8963538005598821,0.8958862470462918,0.895638935198076,0.8961644436465577,9.128451347351074e-05,-0.00013637526426464318,0.000309544487390667,0.21178821178821178,0.01171875,0.05078125,-0.006673343945294619
base,2,layer_2,pairwise,feature_listing,category_proxy,128,0.8959775315597653,0.8956006501801312,0.896345162380021,0.8957360680215061,0.8954949807026423,0.8959871598752216,0.0002414635382592678,1.964382827281952e-05,0.0004645202658139166,0.01998001998001998,0.01171875,0.05078125,-0.006673343945294619
base,2,layer_2,__mean__,__mean__,random,128,0.9291921770200133,0.9287300439939523,0.9297052913655838,0.9285202108634015,0.9281937277060933,0.9288635553287653,0.0006719661566118399,0.0003303968735660116,0.0010474972271670897,0.012987012987012986,0.018229166666666668,0.09505208333333333,-0.005705468201388915
base,2,layer_2,__mean__,__mean__,close_neighbor,128,0.9291921770200133,0.9287514899663316,0.9296737779901983,0.9290034836158156,0.9286067457054742,0.9294478571508079,0.00018869340419769287,-0.00010377186505744855,0.00047286409341419725,0.21811521811521814,0.018229166666666668,0.09505208333333333,-0.005705468201388915
base,2,layer_2,__mean__,__mean__,far_neighbor,128,0.9291921770200133,0.9287329823166752,0.9297150001434299,0.9284718193424245,0.9281167028821073,0.9288282773069416,0.0007203576775888602,0.0003913084122662743,0.0010331254840518036,0.008658008658008658,0.018229166666666668,0.09505208333333333,-0.005705468201388915
base,2,layer_2,__mean__,__mean__,lexical,128,0.9291921770200133,0.928708773238274,0.9296709738322534,0.9286877047270536,0.928366251596405,0.9290527066953169,0.0005044722929596901,0.0001980972553913792,0.0008182563353329895,0.07226107226107226,0.018229166666666668,0.09505208333333333,-0.005705468201388915
base,2,layer_2,__mean__,__mean__,category_proxy,128,0.9291921770200133,0.9286663572459171,0.9296795916937602,0.928610012245675,0.9282880269844705,0.9289783270137075,0.0005821647743384043,0.00027774185485516986,0.0008922252532405157,0.007326007326007325,0.018229166666666668,0.09505208333333333,-0.005705468201388915
base,3,layer_3,triplet,pairwise,random,128,0.9357516095042229,0.9352186418022029,0.9363122604438103,0.9350574905984104,0.9345699933124706,0.9354915253003128,0.0006941189058125019,0.0002642553299665451,0.0011054470436647533,0.000999000999000999,0.015625,0.1171875,-0.006018300773575902
base,3,layer_3,triplet,pairwise,close_neighbor,128,0.9357516095042229,0.9352268550777808,0.9363251368980855,0.9356338921934366,0.9350901893223635,0.9362424396094866,0.00011771731078624725,-0.0001370631973259151,0.00039697985630482435,0.20279720279720279,0.015625,0.1171875,-0.006018300773575902
