subject,arm,layer,layer_name,alpha,cv_mean_r,fold_scores
UTS03,taskvec_a0p25,24,layer_24,46.41588833612777,0.0041064469842240214,"[0.005636029876768589, 0.002576864091679454]"
UTS03,taskvec_a0p25,24,layer_24,77.4263682681127,0.005007365019991994,"[0.006106862798333168, 0.00390786724165082]"
UTS03,taskvec_a0p25,24,layer_24,129.1549665014884,0.005605633137747645,"[0.006429262459278107, 0.004782003816217184]"
UTS03,taskvec_a0p25,24,layer_24,215.44346900318823,0.006046164780855179,"[0.0066863191314041615, 0.005406010430306196]"
UTS03,taskvec_a0p25,24,layer_24,359.38136638046257,0.006429765839129686,"[0.006938648410141468, 0.005920883268117905]"
UTS03,taskvec_a0p25,24,layer_24,599.4842503189409,0.006821570452302694,"[0.007228930480778217, 0.006414210423827171]"
UTS03,taskvec_a0p25,24,layer_24,1000.0,0.007254143478348851,"[0.007581435143947601, 0.006926851812750101]"
UTS03,taskvec_a0p25,32,layer_32,10.0,-0.007899134885519743,"[-0.007045242004096508, -0.008753027766942978]"
UTS03,taskvec_a0p25,32,layer_32,16.68100537200059,-0.0066975438967347145,"[-0.0068275504745543, -0.006567537318915129]"
UTS03,taskvec_a0p25,32,layer_32,27.825594022071243,-0.0056522737722843885,"[-0.006479398813098669, -0.004825148731470108]"
UTS03,taskvec_a0p25,32,layer_32,46.41588833612777,-0.004870445351116359,"[-0.006123931612819433, -0.0036169590894132853]"
UTS03,taskvec_a0p25,32,layer_32,77.4263682681127,-0.004328860901296139,"[-0.005838288459926844, -0.002819433342665434]"
