arm,layer,layer_name,query_format,candidate_format,n_concepts,top1_accuracy,top5_accuracy,top1_unique_fraction,top1_max_occurrence,top1_gini,top1_entropy_norm,top5_unique_fraction,top5_max_occurrence,top_hub_concept
scrambled,25,layer_25,feature_listing,pairwise,128,0.3046875,0.6796875,0.546875,19,0.6724853515625,0.7778402119991186,0.921875,95,anteater
scrambled,26,layer_26,triplet,pairwise,128,0.3203125,0.8046875,0.4921875,17,0.697021484375,0.7800940364699884,0.9375,57,airplane
scrambled,26,layer_26,triplet,feature_listing,128,0.0,0.1171875,0.546875,17,0.648193359375,0.8099544019857959,0.8359375,69,airplane
scrambled,26,layer_26,pairwise,triplet,128,0.3359375,0.828125,0.53125,6,0.605712890625,0.8453477399215531,0.921875,37,slingshot
scrambled,26,layer_26,pairwise,feature_listing,128,0.4609375,0.9765625,0.6484375,4,0.5067138671875,0.8883492187306832,0.984375,66,bagpipe
scrambled,26,layer_26,feature_listing,triplet,128,0.0234375,0.109375,0.5703125,18,0.653564453125,0.7762479597895943,0.8984375,91,basket
scrambled,26,layer_26,feature_listing,pairwise,128,0.3125,0.6484375,0.546875,36,0.6776123046875,0.7331061941288204,0.8984375,119,bread
scrambled,27,layer_27,triplet,pairwise,128,0.3828125,0.890625,0.484375,17,0.6942138671875,0.7863836257818185,0.9609375,42,airplane
scrambled,27,layer_27,triplet,feature_listing,128,0.0,0.125,0.53125,17,0.6583251953125,0.8058143283869714,0.8671875,53,airplane
scrambled,27,layer_27,pairwise,triplet,128,0.328125,0.859375,0.53125,5,0.5975341796875,0.8483109341537556,0.9375,49,bread
scrambled,27,layer_27,pairwise,feature_listing,128,0.421875,0.9921875,0.671875,4,0.48193359375,0.8967306640480122,1.0,50,axe
scrambled,27,layer_27,feature_listing,triplet,128,0.0234375,0.09375,0.5859375,27,0.6279296875,0.7876604179248429,0.9375,103,axe
scrambled,27,layer_27,feature_listing,pairwise,128,0.328125,0.84375,0.546875,39,0.674072265625,0.7244580646899654,0.96875,123,pelican
scrambled,28,layer_28,triplet,pairwise,128,0.375,0.90625,0.4765625,17,0.6998291015625,0.7840400259267852,0.96875,37,airplane
scrambled,28,layer_28,triplet,feature_listing,128,0.0,0.125,0.515625,17,0.681884765625,0.7891161938797053,0.875,41,airplane
scrambled,28,layer_28,pairwise,triplet,128,0.390625,0.90625,0.5390625,5,0.6181640625,0.8419387176977883,0.9609375,31,ant
scrambled,28,layer_28,pairwise,feature_listing,128,0.390625,1.0,0.625,4,0.5247802734375,0.8811056640480125,1.0,43,axe
scrambled,28,layer_28,feature_listing,triplet,128,0.015625,0.1171875,0.6015625,20,0.606689453125,0.8117439811883095,0.9375,103,boar
scrambled,28,layer_28,feature_listing,pairwise,128,0.3984375,0.890625,0.6328125,15,0.5457763671875,0.8561740832135957,0.9921875,112,pelican
scrambled,29,layer_29,triplet,pairwise,128,0.34375,0.890625,0.4921875,17,0.6953125,0.7861140109155393,0.9609375,36,airplane
scrambled,29,layer_29,triplet,feature_listing,128,0.0,0.125,0.4921875,17,0.7027587890625,0.781483670954181,0.8984375,35,airplane
scrambled,29,layer_29,pairwise,triplet,128,0.3984375,0.8828125,0.5546875,5,0.6025390625,0.849448824788414,0.953125,35,ant
scrambled,29,layer_29,pairwise,feature_listing,128,0.4609375,1.0,0.625,4,0.5279541015625,0.8802631556750621,1.0,38,axe
scrambled,29,layer_29,feature_listing,triplet,128,0.015625,0.1015625,0.59375,21,0.6197509765625,0.8041039303643994,0.9296875,105,boar
scrambled,29,layer_29,feature_listing,pairwise,128,0.390625,0.859375,0.6171875,24,0.5819091796875,0.8160781389291618,0.9765625,118,pelican
scrambled,30,layer_30,triplet,pairwise,128,0.3046875,0.8203125,0.4609375,14,0.723876953125,0.7725662602412261,0.9296875,31,airplane
scrambled,30,layer_30,triplet,feature_listing,128,0.0,0.1171875,0.5,15,0.7020263671875,0.7816093511260123,0.8984375,35,airplane
scrambled,30,layer_30,pairwise,triplet,128,0.3984375,0.8828125,0.5234375,5,0.624755859375,0.8382881105026997,0.9609375,27,ant
scrambled,30,layer_30,pairwise,feature_listing,128,0.421875,1.0,0.6328125,4,0.5159912109375,0.8841803152781056,1.0,19,axe
scrambled,30,layer_30,feature_listing,triplet,128,0.015625,0.1171875,0.5703125,28,0.642822265625,0.779435839479613,0.9453125,97,boar
scrambled,30,layer_30,feature_listing,pairwise,128,0.3828125,0.7890625,0.5234375,36,0.6929931640625,0.7289372906762426,0.921875,123,pelican
scrambled,31,layer_31,triplet,pairwise,128,0.3046875,0.875,0.453125,14,0.7281494140625,0.7706506173610097,0.9453125,36,airplane
scrambled,31,layer_31,triplet,feature_listing,128,0.0,0.1015625,0.46875,14,0.71875,0.7747095868550954,0.9140625,35,cheetah
scrambled,31,layer_31,pairwise,triplet,128,0.3671875,0.90625,0.5390625,5,0.60791015625,0.8458270474470785,0.9765625,23,ant
scrambled,31,layer_31,pairwise,feature_listing,128,0.3671875,0.984375,0.6015625,4,0.546630859375,0.8727242187306832,1.0,20,axe
scrambled,31,layer_31,feature_listing,triplet,128,0.015625,0.1171875,0.6171875,7,0.55810546875,0.8641846155449654,0.9921875,51,candle
scrambled,31,layer_31,feature_listing,pairwise,128,0.421875,0.8125,0.578125,22,0.6175537109375,0.80944566284251,0.9140625,107,pelican
scrambled,32,layer_32,triplet,pairwise,128,0.0703125,0.3671875,0.15625,41,0.94091796875,0.45923984334285445,0.4453125,119,carrot
scrambled,32,layer_32,triplet,feature_listing,128,0.0,0.109375,0.453125,15,0.7403564453125,0.7557320834951082,0.8828125,40,cheetah
scrambled,32,layer_32,pairwise,triplet,128,0.359375,0.8515625,0.4765625,6,0.66845703125,0.8152644604099647,0.9140625,35,bagpipe
scrambled,32,layer_32,pairwise,feature_listing,128,0.3984375,0.9765625,0.5703125,4,0.5762939453125,0.8601738699607765,0.9921875,26,axe
scrambled,32,layer_32,feature_listing,triplet,128,0.015625,0.0859375,0.6015625,7,0.5821533203125,0.8558031702276362,0.984375,43,fern
scrambled,32,layer_32,feature_listing,pairwise,128,0.140625,0.3359375,0.1953125,66,0.9447021484375,0.38695192061549505,0.4375,128,carrot
lowLR,0,embedding,triplet,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,0,embedding,triplet,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,0,embedding,pairwise,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,0,embedding,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,0,embedding,feature_listing,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,0,embedding,feature_listing,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
lowLR,1,layer_1,triplet,pairwise,128,0.0625,0.2265625,0.09375,101,0.9798583984375,0.19737679216407547,0.3203125,125,parrot
lowLR,1,layer_1,triplet,feature_listing,128,0.03125,0.140625,0.078125,57,0.9700927734375,0.3279752746411415,0.15625,122,brussels sprouts
lowLR,1,layer_1,pairwise,triplet,128,0.015625,0.0546875,0.0234375,120,0.9910888671875,0.05303754918814123,0.0546875,128,slingshot
lowLR,1,layer_1,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
lowLR,1,layer_1,feature_listing,triplet,128,0.0234375,0.0546875,0.0234375,67,0.9825439453125,0.20221427428702837,0.09375,128,bee
lowLR,1,layer_1,feature_listing,pairwise,128,0.0234375,0.078125,0.03125,67,0.9835205078125,0.18878254341070586,0.09375,128,beaver
lowLR,2,layer_2,triplet,pairwise,128,0.0390625,0.171875,0.0546875,111,0.9881591796875,0.11357822659612497,0.2265625,128,parrot
lowLR,2,layer_2,triplet,feature_listing,128,0.0234375,0.1171875,0.0703125,88,0.97998046875,0.2328700416416856,0.15625,119,brussels sprouts
lowLR,2,layer_2,pairwise,triplet,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.0625,128,brussels sprouts
lowLR,2,layer_2,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
lowLR,2,layer_2,feature_listing,triplet,128,0.0078125,0.09375,0.03125,125,0.991455078125,0.02821089778709723,0.15625,127,bee
lowLR,2,layer_2,feature_listing,pairwise,128,0.0234375,0.0859375,0.0390625,57,0.9803466796875,0.23033701148596317,0.0859375,128,beaver
lowLR,3,layer_3,triplet,pairwise,128,0.1015625,0.15625,0.1328125,64,0.956787109375,0.38489367987656947,0.1796875,113,parrot
lowLR,3,layer_3,triplet,feature_listing,128,0.03125,0.15625,0.046875,63,0.9810791015625,0.22682874478880471,0.203125,116,brussels sprouts
lowLR,3,layer_3,pairwise,triplet,128,0.0078125,0.0703125,0.0078125,128,0.9921875,-0.0,0.0703125,128,brussels sprouts
lowLR,3,layer_3,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
lowLR,3,layer_3,feature_listing,triplet,128,0.03125,0.1328125,0.046875,111,0.9881591796875,0.11450955121234892,0.171875,126,chicken
lowLR,3,layer_3,feature_listing,pairwise,128,0.015625,0.09375,0.015625,127,0.9920654296875,0.0094163446204631,0.1171875,128,corkscrew
lowLR,4,layer_4,triplet,pairwise,128,0.078125,0.1796875,0.09375,43,0.9666748046875,0.3520419589283074,0.21875,118,boar
lowLR,4,layer_4,triplet,feature_listing,128,0.1171875,0.2734375,0.125,90,0.970947265625,0.2607367046784314,0.2734375,128,cranberry
lowLR,4,layer_4,pairwise,triplet,128,0.0078125,0.0859375,0.0078125,128,0.9921875,-0.0,0.0859375,128,brussels sprouts
lowLR,4,layer_4,pairwise,feature_listing,128,0.0078125,0.1015625,0.0078125,128,0.9921875,-0.0,0.1171875,128,brussels sprouts
lowLR,4,layer_4,feature_listing,triplet,128,0.0859375,0.21875,0.109375,37,0.953857421875,0.42108666022762037,0.2421875,113,bee
lowLR,4,layer_4,feature_listing,pairwise,128,0.03125,0.15625,0.046875,90,0.9854736328125,0.17784738702222724,0.171875,128,corkscrew
lowLR,5,layer_5,triplet,pairwise,128,0.1875,0.421875,0.1953125,46,0.937744140625,0.4262495655659813,0.46875,126,cactus
lowLR,5,layer_5,triplet,feature_listing,128,0.046875,0.1328125,0.046875,78,0.982666015625,0.21252462762913346,0.1328125,128,bagpipe
lowLR,5,layer_5,pairwise,triplet,128,0.0234375,0.078125,0.0234375,125,0.99169921875,0.02597875492995437,0.078125,128,brussels sprouts
lowLR,5,layer_5,pairwise,feature_listing,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.078125,128,bagpipe
lowLR,5,layer_5,feature_listing,triplet,128,0.0234375,0.1796875,0.0234375,96,0.9881591796875,0.12306195793390165,0.1875,128,costume
lowLR,5,layer_5,feature_listing,pairwise,128,0.0390625,0.1953125,0.0546875,100,0.9864501953125,0.154487646900242,0.25,128,costume
lowLR,6,layer_6,triplet,pairwise,128,0.0078125,0.1875,0.015625,127,0.9920654296875,0.0094163446204631,0.2265625,128,banana
lowLR,6,layer_6,triplet,feature_listing,128,0.0390625,0.0625,0.0390625,82,0.9842529296875,0.19666934116349125,0.0625,128,pants
lowLR,6,layer_6,pairwise,triplet,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.09375,128,brussels sprouts
lowLR,6,layer_6,pairwise,feature_listing,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.078125,128,bagpipe
lowLR,6,layer_6,feature_listing,triplet,128,0.0234375,0.0859375,0.0234375,75,0.9852294921875,0.16263149090531667,0.109375,128,banjo
lowLR,6,layer_6,feature_listing,pairwise,128,0.0234375,0.0703125,0.0234375,73,0.9853515625,0.14886035946978957,0.0703125,128,chocolate
lowLR,7,layer_7,triplet,pairwise,128,0.1875,0.609375,0.2265625,28,0.8994140625,0.569145971807452,0.6484375,45,corkscrew
lowLR,7,layer_7,triplet,feature_listing,128,0.0703125,0.25,0.0859375,85,0.9754638671875,0.26428057865148286,0.25,106,bagpipe
lowLR,7,layer_7,pairwise,triplet,128,0.0390625,0.21875,0.046875,65,0.9793701171875,0.24776750709522932,0.25,128,brussels sprouts
lowLR,7,layer_7,pairwise,feature_listing,128,0.015625,0.1171875,0.015625,110,0.989990234375,0.08369618469456008,0.1171875,128,bagpipe
lowLR,7,layer_7,feature_listing,triplet,128,0.0859375,0.234375,0.1015625,61,0.9627685546875,0.3684541967103281,0.234375,95,asparagus
lowLR,7,layer_7,feature_listing,pairwise,128,0.1328125,0.3359375,0.171875,35,0.93798828125,0.47830662367749394,0.375,70,banana
lowLR,8,layer_8,triplet,pairwise,128,0.0859375,0.390625,0.1171875,44,0.954833984375,0.41875253573845117,0.4296875,70,banana
lowLR,8,layer_8,triplet,feature_listing,128,0.0390625,0.2578125,0.0390625,60,0.982177734375,0.19882376827515622,0.2578125,105,bagpipe
lowLR,8,layer_8,pairwise,triplet,128,0.078125,0.328125,0.109375,42,0.95947265625,0.3960891724631365,0.328125,74,cello
lowLR,8,layer_8,pairwise,feature_listing,128,0.015625,0.1796875,0.03125,64,0.98046875,0.23196830349416184,0.2109375,106,bagpipe
lowLR,8,layer_8,feature_listing,triplet,128,0.03125,0.125,0.03125,111,0.9891357421875,0.10389596303787686,0.125,128,fruit
lowLR,8,layer_8,feature_listing,pairwise,128,0.0234375,0.109375,0.0234375,73,0.9849853515625,0.16389410129599602,0.1328125,122,banana
lowLR,9,layer_9,triplet,pairwise,128,0.1171875,0.3828125,0.15625,22,0.9140625,0.5466683484768013,0.4296875,50,banana
lowLR,9,layer_9,triplet,feature_listing,128,0.0234375,0.2734375,0.0234375,102,0.9888916015625,0.11084398479301265,0.28125,119,bagpipe
lowLR,9,layer_9,pairwise,triplet,128,0.078125,0.40625,0.109375,37,0.9442138671875,0.4574733396951409,0.4140625,56,cello
lowLR,9,layer_9,pairwise,feature_listing,128,0.015625,0.1171875,0.015625,116,0.99072265625,0.0641234983890042,0.125,128,bagpipe
lowLR,9,layer_9,feature_listing,triplet,128,0.03125,0.171875,0.046875,77,0.979736328125,0.2470938957646621,0.1796875,125,fruit
lowLR,9,layer_9,feature_listing,pairwise,128,0.0390625,0.125,0.0390625,70,0.981689453125,0.22292163653235142,0.140625,116,banana
lowLR,10,layer_10,triplet,pairwise,128,0.1875,0.53125,0.234375,11,0.8629150390625,0.6430271795789995,0.609375,34,file
lowLR,10,layer_10,triplet,feature_listing,128,0.109375,0.4609375,0.125,80,0.9659423828125,0.3161295021755804,0.4765625,104,bagpipe
lowLR,10,layer_10,pairwise,triplet,128,0.140625,0.3984375,0.203125,21,0.902099609375,0.5760157681020296,0.46875,40,bassoon
lowLR,10,layer_10,pairwise,feature_listing,128,0.03125,0.2265625,0.0390625,104,0.98681640625,0.14578676819235,0.28125,122,bagpipe
lowLR,10,layer_10,feature_listing,triplet,128,0.0234375,0.2109375,0.0625,58,0.977294921875,0.26214624256153396,0.2109375,99,corkscrew
lowLR,10,layer_10,feature_listing,pairwise,128,0.0234375,0.1640625,0.0625,107,0.9849853515625,0.15122965736199454,0.171875,128,candelabra
lowLR,11,layer_11,triplet,pairwise,128,0.078125,0.359375,0.140625,38,0.93408203125,0.4906146082968121,0.4296875,64,pelican
lowLR,11,layer_11,triplet,feature_listing,128,0.1171875,0.2578125,0.1328125,50,0.9344482421875,0.46576974740556065,0.328125,83,bagpipe
lowLR,11,layer_11,pairwise,triplet,128,0.0703125,0.28125,0.140625,29,0.94384765625,0.463549901657237,0.3671875,54,bassoon
lowLR,11,layer_11,pairwise,feature_listing,128,0.0546875,0.203125,0.0703125,82,0.9766845703125,0.2627687364429779,0.2578125,107,bagpipe
lowLR,11,layer_11,feature_listing,triplet,128,0.03125,0.21875,0.0625,39,0.9700927734375,0.32197881691311264,0.234375,86,banana
lowLR,11,layer_11,feature_listing,pairwise,128,0.046875,0.1484375,0.046875,68,0.9759521484375,0.2775375151106589,0.15625,124,pelican
lowLR,12,layer_12,triplet,pairwise,128,0.046875,0.2421875,0.1015625,36,0.959716796875,0.3923661019272312,0.359375,66,pelican
lowLR,12,layer_12,triplet,feature_listing,128,0.0703125,0.2109375,0.0859375,26,0.949462890625,0.4323577381602387,0.296875,52,eggbeater
lowLR,12,layer_12,pairwise,triplet,128,0.078125,0.2109375,0.1171875,34,0.951904296875,0.42966241151423135,0.234375,74,brownie
lowLR,12,layer_12,pairwise,feature_listing,128,0.0546875,0.1953125,0.1015625,33,0.956298828125,0.4088940033671296,0.25,76,bagpipe
lowLR,12,layer_12,feature_listing,triplet,128,0.015625,0.078125,0.03125,93,0.987548828125,0.13548350962960282,0.09375,128,banana
lowLR,12,layer_12,feature_listing,pairwise,128,0.0234375,0.078125,0.0234375,68,0.984130859375,0.17386029762703425,0.125,128,pelican
lowLR,13,layer_13,triplet,pairwise,128,0.03125,0.1796875,0.09375,44,0.965087890625,0.3663039984167973,0.28125,76,file
lowLR,13,layer_13,triplet,feature_listing,128,0.2109375,0.578125,0.25,22,0.892333984375,0.5863568554214472,0.640625,47,eggbeater
lowLR,13,layer_13,pairwise,triplet,128,0.0859375,0.2734375,0.140625,23,0.9315185546875,0.504264685432584,0.3671875,81,cactus
lowLR,13,layer_13,pairwise,feature_listing,128,0.09375,0.3359375,0.21875,23,0.8955078125,0.5882991631676417,0.5859375,49,crowbar
lowLR,13,layer_13,feature_listing,triplet,128,0.046875,0.1484375,0.046875,90,0.9830322265625,0.20445056138740167,0.15625,119,cactus
lowLR,13,layer_13,feature_listing,pairwise,128,0.0078125,0.1015625,0.03125,77,0.9852294921875,0.16894373480789063,0.125,128,file
lowLR,14,layer_14,triplet,pairwise,128,0.03125,0.1875,0.0859375,48,0.9656982421875,0.3624351484228951,0.2734375,85,file
lowLR,14,layer_14,triplet,feature_listing,128,0.1015625,0.4921875,0.140625,37,0.9461669921875,0.4520237693200694,0.5859375,44,eggbeater
lowLR,14,layer_14,pairwise,triplet,128,0.0625,0.2734375,0.0859375,41,0.9560546875,0.4047665261479125,0.390625,79,cherry
lowLR,14,layer_14,pairwise,feature_listing,128,0.0703125,0.375,0.328125,17,0.8233642578125,0.6917084902647309,0.671875,31,bagel
lowLR,14,layer_14,feature_listing,triplet,128,0.03125,0.109375,0.0390625,82,0.9842529296875,0.1960785766400752,0.1171875,124,cactus
lowLR,14,layer_14,feature_listing,pairwise,128,0.0078125,0.0859375,0.0234375,74,0.9854736328125,0.14834895853974125,0.1015625,128,file
lowLR,15,layer_15,triplet,pairwise,128,0.078125,0.2109375,0.109375,32,0.9453125,0.4554398687366648,0.2734375,63,boa
lowLR,15,layer_15,triplet,feature_listing,128,0.09375,0.484375,0.1640625,24,0.9244384765625,0.5221589056772264,0.578125,43,fruit
lowLR,15,layer_15,pairwise,triplet,128,0.0234375,0.1640625,0.0390625,104,0.9881591796875,0.12772728410479717,0.1875,124,cherry
lowLR,15,layer_15,pairwise,feature_listing,128,0.0859375,0.5546875,0.4296875,12,0.7486572265625,0.7573916737305111,0.8515625,23,parrot
lowLR,15,layer_15,feature_listing,triplet,128,0.03125,0.0625,0.0390625,38,0.9708251953125,0.30611385031372723,0.078125,121,drill
lowLR,15,layer_15,feature_listing,pairwise,128,0.0234375,0.109375,0.046875,63,0.9765625,0.2808977650156776,0.1328125,128,file
lowLR,16,layer_16,triplet,pairwise,128,0.078125,0.21875,0.09375,38,0.9593505859375,0.3975780831597239,0.25,71,file
lowLR,16,layer_16,triplet,feature_listing,128,0.2109375,0.609375,0.328125,13,0.8287353515625,0.6807043754798181,0.6953125,39,eggbeater
lowLR,16,layer_16,pairwise,triplet,128,0.03125,0.2109375,0.0390625,100,0.987060546875,0.14910512021014616,0.25,124,cherry
lowLR,16,layer_16,pairwise,feature_listing,128,0.171875,0.734375,0.484375,6,0.6754150390625,0.8123737344436891,0.9296875,22,blueberry
lowLR,16,layer_16,feature_listing,triplet,128,0.046875,0.109375,0.0546875,57,0.978515625,0.25682681760341286,0.125,128,corkscrew
lowLR,16,layer_16,feature_listing,pairwise,128,0.0390625,0.15625,0.046875,57,0.9766845703125,0.2758898952318183,0.21875,105,file
lowLR,17,layer_17,triplet,pairwise,128,0.0546875,0.171875,0.0703125,47,0.97021484375,0.3284283783210248,0.203125,93,file
lowLR,17,layer_17,triplet,feature_listing,128,0.1328125,0.6640625,0.46875,13,0.7098388671875,0.7824601380733159,0.8671875,45,sled
lowLR,17,layer_17,pairwise,triplet,128,0.046875,0.25,0.0546875,103,0.9864501953125,0.1508758140226499,0.2890625,124,cherry
lowLR,17,layer_17,pairwise,feature_listing,128,0.1953125,0.796875,0.484375,7,0.676513671875,0.8109373990889983,0.90625,31,crowbar
lowLR,17,layer_17,feature_listing,triplet,128,0.0234375,0.09375,0.0390625,82,0.9833984375,0.20304800541136303,0.1328125,128,pelican
lowLR,17,layer_17,feature_listing,pairwise,128,0.0390625,0.1640625,0.0390625,64,0.979248046875,0.2512595324723878,0.1796875,128,file
lowLR,18,layer_18,triplet,pairwise,128,0.078125,0.1796875,0.109375,36,0.95361328125,0.4229241429622687,0.234375,94,file
lowLR,18,layer_18,triplet,feature_listing,128,0.0234375,0.640625,0.59375,5,0.5643310546875,0.8661680770108982,0.9296875,21,cart
lowLR,18,layer_18,pairwise,triplet,128,0.0625,0.359375,0.0859375,75,0.97412109375,0.2904810076352806,0.4140625,118,cherry
lowLR,18,layer_18,pairwise,feature_listing,128,0.1875,0.7890625,0.4921875,7,0.6708984375,0.8140798689048081,0.921875,25,brussels sprouts
lowLR,18,layer_18,feature_listing,triplet,128,0.0234375,0.1484375,0.0390625,112,0.989013671875,0.10428268218987803,0.359375,128,pelican
lowLR,18,layer_18,feature_listing,pairwise,128,0.03125,0.1484375,0.0546875,62,0.97705078125,0.27507644528376174,0.171875,126,file
lowLR,19,layer_19,triplet,pairwise,128,0.0703125,0.203125,0.109375,34,0.9429931640625,0.4620925211997989,0.2421875,71,boa
lowLR,19,layer_19,triplet,feature_listing,128,0.0078125,0.4765625,0.609375,5,0.5570068359375,0.8692427282409914,0.953125,16,cart
lowLR,19,layer_19,pairwise,triplet,128,0.125,0.390625,0.1328125,51,0.9405517578125,0.45382368618052876,0.4375,113,cherry
lowLR,19,layer_19,pairwise,feature_listing,128,0.2265625,0.765625,0.453125,6,0.6981201171875,0.7987143248928771,0.8828125,25,chisel
lowLR,19,layer_19,feature_listing,triplet,128,0.0078125,0.1171875,0.0234375,111,0.989990234375,0.08685249869993107,0.4453125,128,pelican
lowLR,19,layer_19,feature_listing,pairwise,128,0.046875,0.1484375,0.1015625,42,0.9620361328125,0.3799133214435851,0.1796875,97,file
lowLR,20,layer_20,triplet,pairwise,128,0.0703125,0.1953125,0.09375,33,0.94580078125,0.45132148587519144,0.203125,80,boa
lowLR,20,layer_20,triplet,feature_listing,128,0.015625,0.6015625,0.6015625,5,0.5662841796875,0.8652141116400575,0.9453125,19,cart
lowLR,20,layer_20,pairwise,triplet,128,0.140625,0.515625,0.1484375,73,0.9559326171875,0.3639095116237584,0.5390625,120,cherry
lowLR,20,layer_20,pairwise,feature_listing,128,0.2421875,0.84375,0.5,5,0.6456298828125,0.8275630653303372,0.9375,25,blueberry
lowLR,20,layer_20,feature_listing,triplet,128,0.015625,0.1796875,0.0390625,96,0.987548828125,0.13723454360722034,0.4609375,128,pelican
lowLR,20,layer_20,feature_listing,pairwise,128,0.046875,0.1328125,0.0859375,47,0.96630859375,0.358753989632393,0.1640625,103,file
lowLR,21,layer_21,triplet,pairwise,128,0.0703125,0.1640625,0.1015625,32,0.9471435546875,0.4485709554447728,0.1796875,89,boa
lowLR,21,layer_21,triplet,feature_listing,128,0.015625,0.5703125,0.6015625,5,0.561279296875,0.8675577114950909,0.9296875,19,cart
lowLR,21,layer_21,pairwise,triplet,128,0.1796875,0.4453125,0.203125,43,0.9161376953125,0.5247137048134797,0.4765625,99,cherry
lowLR,21,layer_21,pairwise,feature_listing,128,0.234375,0.828125,0.484375,5,0.6568603515625,0.8207551797610183,0.921875,30,bison
lowLR,21,layer_21,feature_listing,triplet,128,0.015625,0.1328125,0.0234375,115,0.990478515625,0.0733806854160078,0.46875,128,pelican
lowLR,21,layer_21,feature_listing,pairwise,128,0.0390625,0.1171875,0.0703125,50,0.9722900390625,0.3158390473363268,0.1640625,111,file
lowLR,22,layer_22,triplet,pairwise,128,0.0625,0.2109375,0.1015625,29,0.9453125,0.4549152550797776,0.2265625,112,boa
lowLR,22,layer_22,triplet,feature_listing,128,0.0078125,0.7734375,0.6171875,5,0.5511474609375,0.8714748710981343,0.9296875,15,cart
lowLR,22,layer_22,pairwise,triplet,128,0.3203125,0.75,0.34375,12,0.804443359375,0.710981172697616,0.765625,45,cherry
lowLR,22,layer_22,pairwise,feature_listing,128,0.2421875,0.8828125,0.5234375,5,0.624755859375,0.8382881105026996,0.9453125,21,fern
lowLR,22,layer_22,feature_listing,triplet,128,0.015625,0.3828125,0.0703125,83,0.9832763671875,0.18688669831177343,0.8515625,128,pelican
lowLR,22,layer_22,feature_listing,pairwise,128,0.046875,0.1640625,0.0859375,35,0.9605712890625,0.3894474962881627,0.1796875,114,drill
lowLR,23,layer_23,triplet,pairwise,128,0.1015625,0.2578125,0.125,41,0.9427490234375,0.4611012506132973,0.3046875,87,boa
lowLR,23,layer_23,triplet,feature_listing,128,0.015625,0.7578125,0.6171875,5,0.5511474609375,0.8714748710981343,0.9453125,15,cart
lowLR,23,layer_23,pairwise,triplet,128,0.3125,0.78125,0.3203125,17,0.8131103515625,0.7001079908389541,0.796875,50,pelican
lowLR,23,layer_23,pairwise,feature_listing,128,0.2734375,0.8671875,0.5546875,5,0.6011962890625,0.8493373677905235,0.9375,25,dress
lowLR,23,layer_23,feature_listing,triplet,128,0.03125,0.4609375,0.1640625,63,0.9598388671875,0.31802905475758647,0.921875,128,pelican
lowLR,23,layer_23,feature_listing,pairwise,128,0.0546875,0.1953125,0.0859375,41,0.958740234375,0.39792623042480463,0.234375,110,boa
lowLR,24,layer_24,triplet,pairwise,128,0.09375,0.2734375,0.109375,34,0.9364013671875,0.48003983547899237,0.34375,93,boa
lowLR,24,layer_24,triplet,feature_listing,128,0.015625,0.7578125,0.609375,5,0.560546875,0.8674462544972004,0.9296875,18,bazooka
lowLR,24,layer_24,pairwise,triplet,128,0.25,0.75,0.2890625,45,0.871826171875,0.5782832906217604,0.765625,83,pelican
lowLR,24,layer_24,pairwise,feature_listing,128,0.234375,0.8515625,0.5546875,5,0.6121826171875,0.8443547858187488,0.921875,22,bazooka
lowLR,24,layer_24,feature_listing,triplet,128,0.015625,0.4609375,0.1796875,62,0.95556640625,0.32311433516051746,0.9453125,128,pelican
lowLR,24,layer_24,feature_listing,pairwise,128,0.046875,0.1953125,0.0859375,43,0.9591064453125,0.3957011167909323,0.234375,115,boa
lowLR,25,layer_25,triplet,pairwise,128,0.09375,0.2734375,0.1171875,35,0.9422607421875,0.46722829203636823,0.3359375,103,boa
lowLR,25,layer_25,triplet,feature_listing,128,0.0078125,0.7421875,0.6171875,5,0.5478515625,0.8728645055823268,0.953125,18,cart
lowLR,25,layer_25,pairwise,triplet,128,0.1328125,0.671875,0.1484375,80,0.957763671875,0.33833947374911855,0.6953125,120,pelican
lowLR,25,layer_25,pairwise,feature_listing,128,0.3125,0.8515625,0.53125,7,0.6240234375,0.8362220218926293,0.9453125,25,earwig
lowLR,25,layer_25,feature_listing,triplet,128,0.0234375,0.4453125,0.2578125,58,0.9229736328125,0.3959998401470364,0.984375,128,pelican
