arm,layer,layer_name,query_format,candidate_format,n_concepts,top1_accuracy,top5_accuracy,top1_unique_fraction,top1_max_occurrence,top1_gini,top1_entropy_norm,top5_unique_fraction,top5_max_occurrence,top_hub_concept
base,0,embedding,triplet,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,0,embedding,triplet,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,0,embedding,pairwise,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,0,embedding,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,0,embedding,feature_listing,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,0,embedding,feature_listing,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
base,1,layer_1,triplet,pairwise,128,0.0234375,0.234375,0.0546875,116,0.988525390625,0.09427924616651968,0.3203125,127,parrot
base,1,layer_1,triplet,feature_listing,128,0.0234375,0.109375,0.0546875,85,0.983642578125,0.20458886171377028,0.1328125,128,brussels sprouts
base,1,layer_1,pairwise,triplet,128,0.0078125,0.046875,0.015625,125,0.9918212890625,0.02290410369986122,0.0546875,128,slingshot
base,1,layer_1,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
base,1,layer_1,feature_listing,triplet,128,0.0078125,0.0546875,0.046875,111,0.98828125,0.11527959131937213,0.09375,127,bee
base,1,layer_1,feature_listing,pairwise,128,0.015625,0.1015625,0.015625,127,0.9920654296875,0.0094163446204631,0.125,128,parrot
base,2,layer_2,triplet,pairwise,128,0.0546875,0.1875,0.0703125,68,0.9788818359375,0.25518535489564914,0.21875,126,parrot
base,2,layer_2,triplet,feature_listing,128,0.015625,0.15625,0.046875,98,0.98583984375,0.1668309199797705,0.2265625,112,brussels sprouts
base,2,layer_2,pairwise,triplet,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.0546875,128,brussels sprouts
base,2,layer_2,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.046875,128,brussels sprouts
base,2,layer_2,feature_listing,triplet,128,0.0078125,0.0703125,0.015625,126,0.991943359375,0.016587867900681386,0.109375,128,crow
base,2,layer_2,feature_listing,pairwise,128,0.015625,0.0625,0.0234375,126,0.9918212890625,0.018820010757824246,0.0625,128,gun
base,3,layer_3,triplet,pairwise,128,0.0234375,0.171875,0.0234375,97,0.98828125,0.1212072951334744,0.203125,128,parrot
base,3,layer_3,triplet,feature_listing,128,0.0390625,0.3125,0.0703125,72,0.97607421875,0.2780826173638016,0.34375,110,brussels sprouts
base,3,layer_3,pairwise,triplet,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0625,128,brussels sprouts
base,3,layer_3,pairwise,feature_listing,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0625,128,brussels sprouts
base,3,layer_3,feature_listing,triplet,128,0.0234375,0.0703125,0.03125,113,0.9893798828125,0.09577009178879113,0.109375,127,crow
base,3,layer_3,feature_listing,pairwise,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.0859375,128,gun
base,4,layer_4,triplet,pairwise,128,0.0390625,0.296875,0.046875,119,0.989501953125,0.07451093600914202,0.328125,128,rifle
base,4,layer_4,triplet,feature_listing,128,0.03125,0.15625,0.0390625,59,0.9814453125,0.21433181594530734,0.15625,127,brussels sprouts
base,4,layer_4,pairwise,triplet,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0625,128,brussels sprouts
base,4,layer_4,pairwise,feature_listing,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.078125,128,brussels sprouts
base,4,layer_4,feature_listing,triplet,128,0.015625,0.0703125,0.015625,124,0.99169921875,0.028660332044673522,0.1015625,128,camel
base,4,layer_4,feature_listing,pairwise,128,0.03125,0.125,0.03125,97,0.9879150390625,0.13303852286856663,0.140625,128,rifle
base,5,layer_5,triplet,pairwise,128,0.0859375,0.203125,0.0859375,58,0.9710693359375,0.3146912970551859,0.2109375,116,bee
base,5,layer_5,triplet,feature_listing,128,0.0234375,0.078125,0.0234375,106,0.9893798828125,0.10111804234145863,0.078125,128,jeans
base,5,layer_5,pairwise,triplet,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0703125,128,slingshot
base,5,layer_5,pairwise,feature_listing,128,0.015625,0.0703125,0.015625,123,0.9915771484375,0.03399673590271952,0.078125,128,blouse
base,5,layer_5,feature_listing,triplet,128,0.03125,0.1171875,0.0390625,69,0.984130859375,0.17247436187327014,0.125,128,accordion
base,5,layer_5,feature_listing,pairwise,128,0.0234375,0.1171875,0.03125,125,0.991455078125,0.02821089778709723,0.125,128,bee
base,6,layer_6,triplet,pairwise,128,0.0546875,0.109375,0.0703125,57,0.97607421875,0.2833530759010581,0.125,128,bee
base,6,layer_6,triplet,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.046875,128,blouse
base,6,layer_6,pairwise,triplet,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0546875,128,slingshot
base,6,layer_6,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,blouse
base,6,layer_6,feature_listing,triplet,128,0.015625,0.0703125,0.015625,126,0.991943359375,0.016587867900681386,0.078125,128,banjo
base,6,layer_6,feature_listing,pairwise,128,0.0234375,0.0625,0.03125,69,0.9833984375,0.19575043375942755,0.078125,127,pants
base,7,layer_7,triplet,pairwise,128,0.0390625,0.1171875,0.046875,110,0.9869384765625,0.12742871487875027,0.140625,128,beet
base,7,layer_7,triplet,feature_listing,128,0.015625,0.0546875,0.0234375,63,0.9840087890625,0.15721286790068137,0.0625,128,avocado
base,7,layer_7,pairwise,triplet,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.0703125,128,slingshot
base,7,layer_7,pairwise,feature_listing,128,0.0078125,0.0703125,0.0078125,128,0.9921875,-0.0,0.0703125,128,brussels sprouts
base,7,layer_7,feature_listing,triplet,128,0.0234375,0.0546875,0.03125,72,0.9849853515625,0.15736771738764085,0.0625,128,banjo
base,7,layer_7,feature_listing,pairwise,128,0.0078125,0.1015625,0.0078125,128,0.9921875,-0.0,0.1328125,128,chocolate
base,8,layer_8,triplet,pairwise,128,0.015625,0.078125,0.0234375,89,0.9873046875,0.13419473117537317,0.1015625,128,beet
base,8,layer_8,triplet,feature_listing,128,0.0234375,0.078125,0.03125,69,0.98046875,0.23483572492779772,0.078125,120,bazooka
base,8,layer_8,pairwise,triplet,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0703125,128,slingshot
base,8,layer_8,pairwise,feature_listing,128,0.0078125,0.0625,0.0078125,128,0.9921875,-0.0,0.0625,128,bazooka
base,8,layer_8,feature_listing,triplet,128,0.015625,0.0859375,0.0390625,58,0.9793701171875,0.24437830137769878,0.09375,128,cheetah
base,8,layer_8,feature_listing,pairwise,128,0.015625,0.0703125,0.015625,88,0.9873046875,0.12800546179065106,0.09375,128,banana
base,9,layer_9,triplet,pairwise,128,0.0234375,0.1171875,0.03125,92,0.98681640625,0.15562620109344674,0.125,128,belt
base,9,layer_9,triplet,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0625,128,bazooka
base,9,layer_9,pairwise,triplet,128,0.0390625,0.078125,0.0546875,91,0.9832763671875,0.20303951161694564,0.078125,127,blackberry
base,9,layer_9,pairwise,feature_listing,128,0.015625,0.0546875,0.015625,82,0.986572265625,0.13459473844050732,0.0625,128,bazooka
base,9,layer_9,feature_listing,triplet,128,0.0234375,0.0859375,0.0390625,88,0.9853515625,0.17941256609065342,0.09375,128,bread
base,9,layer_9,feature_listing,pairwise,128,0.0078125,0.0546875,0.015625,114,0.990478515625,0.07114684093349664,0.0703125,128,asparagus
base,10,layer_10,triplet,pairwise,128,0.0078125,0.0703125,0.0078125,128,0.9921875,-0.0,0.1015625,128,brussels sprouts
base,10,layer_10,triplet,feature_listing,128,0.015625,0.0625,0.015625,125,0.9918212890625,0.02290410369986122,0.078125,128,bazooka
base,10,layer_10,pairwise,triplet,128,0.0078125,0.0625,0.015625,127,0.9920654296875,0.0094163446204631,0.078125,128,bus
base,10,layer_10,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0546875,128,file
base,10,layer_10,feature_listing,triplet,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.1015625,128,bell
base,10,layer_10,feature_listing,pairwise,128,0.0078125,0.0703125,0.0234375,126,0.9918212890625,0.018820010757824246,0.09375,127,broccoli
base,11,layer_11,triplet,pairwise,128,0.0078125,0.0546875,0.0234375,116,0.990234375,0.07642210330937682,0.0546875,128,banana
base,11,layer_11,triplet,feature_listing,128,0.0078125,0.0703125,0.0234375,124,0.9915771484375,0.032282109386008936,0.078125,128,blueberry
base,11,layer_11,pairwise,triplet,128,0.0078125,0.0546875,0.0234375,115,0.989990234375,0.08165067373544647,0.0546875,128,fig
base,11,layer_11,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.046875,128,file
base,11,layer_11,feature_listing,triplet,128,0.015625,0.0703125,0.0390625,121,0.990234375,0.05894815657340855,0.078125,128,bison
base,11,layer_11,feature_listing,pairwise,128,0.0078125,0.0546875,0.015625,127,0.9920654296875,0.0094163446204631,0.0703125,128,brussels sprouts
base,12,layer_12,triplet,pairwise,128,0.0078125,0.0546875,0.0078125,128,0.9921875,-0.0,0.078125,128,fruit
base,12,layer_12,triplet,feature_listing,128,0.0234375,0.0546875,0.0234375,98,0.98828125,0.12405412662845612,0.0703125,128,blueberry
base,12,layer_12,pairwise,triplet,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.046875,128,fig
base,12,layer_12,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.046875,128,file
base,12,layer_12,feature_listing,triplet,128,0.015625,0.0625,0.015625,86,0.987060546875,0.13042845908360678,0.078125,128,bison
base,12,layer_12,feature_listing,pairwise,128,0.015625,0.0625,0.0234375,70,0.9849853515625,0.1500842165250693,0.0859375,127,brussels sprouts
base,13,layer_13,triplet,pairwise,128,0.015625,0.09375,0.0546875,59,0.9788818359375,0.24936192152913914,0.1328125,116,avocado
base,13,layer_13,triplet,feature_listing,128,0.0234375,0.0859375,0.0390625,64,0.9813232421875,0.2256755223414626,0.109375,126,tumbleweed
base,13,layer_13,pairwise,triplet,128,0.0078125,0.046875,0.0234375,63,0.9833984375,0.17859038241931122,0.0546875,128,fig
base,13,layer_13,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0625,128,file
base,13,layer_13,feature_listing,triplet,128,0.015625,0.0625,0.015625,83,0.9866943359375,0.13363653779393958,0.0703125,128,antelope
base,13,layer_13,feature_listing,pairwise,128,0.015625,0.0546875,0.0234375,86,0.98681640625,0.1433751197546039,0.125,128,brussels sprouts
base,14,layer_14,triplet,pairwise,128,0.0234375,0.078125,0.0625,42,0.9627685546875,0.37247862026410783,0.125,101,blender
base,14,layer_14,triplet,feature_listing,128,0.0234375,0.1015625,0.046875,49,0.9730224609375,0.28993730095123627,0.1171875,127,burrito
base,14,layer_14,pairwise,triplet,128,0.0,0.046875,0.0234375,124,0.9915771484375,0.032282109386008936,0.0859375,128,pelican
base,14,layer_14,pairwise,feature_listing,128,0.015625,0.0625,0.03125,79,0.984375,0.1901458693806929,0.0859375,127,bean
base,14,layer_14,feature_listing,triplet,128,0.015625,0.0390625,0.0234375,59,0.9818115234375,0.20239316517388595,0.046875,128,bison
base,14,layer_14,feature_listing,pairwise,128,0.015625,0.0859375,0.015625,103,0.9891357421875,0.10177906356669686,0.1015625,128,chili
base,15,layer_15,triplet,pairwise,128,0.0078125,0.0859375,0.015625,127,0.9920654296875,0.0094163446204631,0.1953125,128,blender
base,15,layer_15,triplet,feature_listing,128,0.0234375,0.109375,0.03125,115,0.9896240234375,0.08677354255886494,0.1484375,128,burrito
base,15,layer_15,pairwise,triplet,128,0.0078125,0.0546875,0.03125,63,0.9830322265625,0.1899771084645976,0.0625,128,fig
base,15,layer_15,pairwise,feature_listing,128,0.0078125,0.0625,0.015625,120,0.9912109375,0.04818429523100198,0.0859375,128,blowtorch
base,15,layer_15,feature_listing,triplet,128,0.0078125,0.0625,0.0234375,125,0.99169921875,0.02597875492995437,0.0703125,128,boa
base,15,layer_15,feature_listing,pairwise,128,0.0390625,0.078125,0.046875,65,0.9775390625,0.27095136324729013,0.140625,124,chinchilla
base,16,layer_16,triplet,pairwise,128,0.015625,0.09375,0.078125,35,0.9669189453125,0.34304699016948575,0.1875,109,bat
base,16,layer_16,triplet,feature_listing,128,0.046875,0.1953125,0.0703125,54,0.9752197265625,0.28926117047914635,0.21875,105,costume
base,16,layer_16,pairwise,triplet,128,0.015625,0.0546875,0.0234375,104,0.9886474609375,0.11923438178957756,0.109375,128,spear
base,16,layer_16,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0703125,128,bagpipe
base,16,layer_16,feature_listing,triplet,128,0.0234375,0.109375,0.03125,110,0.9892578125,0.10351279308424216,0.109375,128,camel
base,16,layer_16,feature_listing,pairwise,128,0.015625,0.0703125,0.0234375,96,0.9881591796875,0.12306195793390165,0.09375,128,asparagus
base,17,layer_17,triplet,pairwise,128,0.0078125,0.0703125,0.09375,42,0.955322265625,0.4120404047648836,0.2265625,106,blender
base,17,layer_17,triplet,feature_listing,128,0.0625,0.21875,0.0625,90,0.9835205078125,0.1982553756539745,0.28125,125,burrito
base,17,layer_17,pairwise,triplet,128,0.0078125,0.046875,0.015625,126,0.991943359375,0.016587867900681386,0.0859375,128,spear
base,17,layer_17,pairwise,feature_listing,128,0.0078125,0.046875,0.015625,123,0.9915771484375,0.03399673590271952,0.046875,128,bagpipe
base,17,layer_17,feature_listing,triplet,128,0.0390625,0.125,0.0546875,52,0.9765625,0.27497714190098654,0.15625,127,bear
base,17,layer_17,feature_listing,pairwise,128,0.0234375,0.0625,0.03125,74,0.9825439453125,0.21341668683281895,0.078125,127,antelope
base,18,layer_18,triplet,pairwise,128,0.03125,0.0859375,0.1171875,27,0.9403076171875,0.4757989384738889,0.2578125,75,earwig
base,18,layer_18,triplet,feature_listing,128,0.1015625,0.296875,0.1328125,66,0.956787109375,0.37705899141489296,0.359375,111,burrito
base,18,layer_18,pairwise,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.1015625,128,spear
base,18,layer_18,pairwise,feature_listing,128,0.015625,0.0625,0.015625,85,0.9869384765625,0.1315540022054745,0.078125,128,chisel
base,18,layer_18,feature_listing,triplet,128,0.0390625,0.109375,0.046875,46,0.972900390625,0.3008370913811053,0.1171875,104,blackberry
base,18,layer_18,feature_listing,pairwise,128,0.0078125,0.0703125,0.015625,94,0.988037109375,0.11930235640601623,0.09375,128,beet
base,19,layer_19,triplet,pairwise,128,0.0234375,0.09375,0.109375,33,0.9439697265625,0.45742984123800406,0.2734375,83,earwig
base,19,layer_19,triplet,feature_listing,128,0.1015625,0.21875,0.1328125,38,0.9412841796875,0.4661521761097109,0.28125,76,crowbar
base,19,layer_19,pairwise,triplet,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.078125,128,chisel
base,19,layer_19,pairwise,feature_listing,128,0.0078125,0.0703125,0.0078125,128,0.9921875,-0.0,0.0859375,128,bassoon
base,19,layer_19,feature_listing,triplet,128,0.015625,0.0859375,0.015625,94,0.988037109375,0.11930235640601623,0.0859375,128,bra
base,19,layer_19,feature_listing,pairwise,128,0.0078125,0.0625,0.015625,117,0.9908447265625,0.06039462053987881,0.0859375,128,celery
base,20,layer_20,triplet,pairwise,128,0.015625,0.078125,0.09375,38,0.947265625,0.4446586078451057,0.2421875,93,coconut
base,20,layer_20,triplet,feature_listing,128,0.09375,0.1953125,0.1171875,46,0.953125,0.423550975810149,0.21875,96,tumbleweed
base,20,layer_20,pairwise,triplet,128,0.0078125,0.046875,0.0234375,116,0.990234375,0.07642210330937682,0.078125,128,spear
base,20,layer_20,pairwise,feature_listing,128,0.0078125,0.0859375,0.0078125,128,0.9921875,-0.0,0.109375,128,bassoon
base,20,layer_20,feature_listing,triplet,128,0.03125,0.15625,0.0546875,58,0.97705078125,0.2730886216872998,0.1953125,128,file
base,20,layer_20,feature_listing,pairwise,128,0.0078125,0.0546875,0.0234375,125,0.99169921875,0.02597875492995437,0.1171875,127,asparagus
base,21,layer_21,triplet,pairwise,128,0.0,0.09375,0.1328125,55,0.9593505859375,0.38379489066390127,0.265625,97,coconut
base,21,layer_21,triplet,feature_listing,128,0.078125,0.1953125,0.09375,39,0.9569091796875,0.4088371289667245,0.234375,89,tumbleweed
base,21,layer_21,pairwise,triplet,128,0.0078125,0.0390625,0.015625,96,0.98828125,0.11589687492273326,0.078125,128,spear
base,21,layer_21,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0625,128,bassoon
base,21,layer_21,feature_listing,triplet,128,0.0625,0.1328125,0.078125,67,0.97265625,0.3099462623615137,0.15625,128,file
base,21,layer_21,feature_listing,pairwise,128,0.0234375,0.0703125,0.03125,87,0.9857177734375,0.17397748910621372,0.0859375,126,cauliflower
base,22,layer_22,triplet,pairwise,128,0.0234375,0.1015625,0.1015625,55,0.960205078125,0.3867417471888889,0.25,94,coconut
base,22,layer_22,triplet,feature_listing,128,0.1171875,0.2578125,0.1484375,48,0.94775390625,0.4249590228452155,0.3359375,102,tumbleweed
base,22,layer_22,pairwise,triplet,128,0.0078125,0.0390625,0.0234375,74,0.9854736328125,0.14834895853974125,0.078125,128,drum
base,22,layer_22,pairwise,feature_listing,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0625,128,bassoon
base,22,layer_22,feature_listing,triplet,128,0.0625,0.1328125,0.1015625,40,0.957275390625,0.4073361477122414,0.1796875,119,file
base,22,layer_22,feature_listing,pairwise,128,0.0078125,0.0703125,0.0234375,125,0.99169921875,0.02597875492995437,0.1328125,128,hat
base,23,layer_23,triplet,pairwise,128,0.0234375,0.09375,0.1015625,40,0.9423828125,0.4532310805532624,0.2421875,92,sled
base,23,layer_23,triplet,feature_listing,128,0.15625,0.40625,0.1875,33,0.9154052734375,0.5393073319372527,0.4765625,74,crowbar
base,23,layer_23,pairwise,triplet,128,0.0078125,0.0703125,0.0234375,74,0.9853515625,0.15410444821442065,0.0703125,128,axe
base,23,layer_23,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0703125,128,bassoon
base,23,layer_23,feature_listing,triplet,128,0.09375,0.2421875,0.1484375,32,0.9429931640625,0.460281875938513,0.3046875,101,bean
base,23,layer_23,feature_listing,pairwise,128,0.015625,0.0859375,0.0234375,70,0.9849853515625,0.1500842165250693,0.140625,127,hat
base,24,layer_24,triplet,pairwise,128,0.0390625,0.1328125,0.109375,80,0.9677734375,0.3092491483403344,0.2578125,116,blouse
base,24,layer_24,triplet,feature_listing,128,0.1328125,0.359375,0.171875,38,0.931396484375,0.4945754063120295,0.4296875,81,crowbar
base,24,layer_24,pairwise,triplet,128,0.0078125,0.046875,0.0078125,128,0.9921875,-0.0,0.0625,128,drum
base,24,layer_24,pairwise,feature_listing,128,0.015625,0.0390625,0.03125,87,0.984619140625,0.18940192280953733,0.0625,128,tumbleweed
base,24,layer_24,feature_listing,triplet,128,0.078125,0.140625,0.109375,39,0.9578857421875,0.40279293914628844,0.25,101,cannon
base,24,layer_24,feature_listing,pairwise,128,0.0078125,0.0546875,0.015625,127,0.9920654296875,0.0094163446204631,0.109375,127,hat
base,25,layer_25,triplet,pairwise,128,0.0859375,0.2421875,0.1484375,56,0.95263671875,0.4088458927411973,0.40625,104,blouse
base,25,layer_25,triplet,feature_listing,128,0.1171875,0.375,0.21875,45,0.907958984375,0.534668406534597,0.4453125,80,crowbar
base,25,layer_25,pairwise,triplet,128,0.015625,0.078125,0.03125,57,0.980224609375,0.2293147765437984,0.09375,128,axe
base,25,layer_25,pairwise,feature_listing,128,0.015625,0.0546875,0.03125,106,0.98828125,0.1244220818973322,0.0625,128,crowbar
base,25,layer_25,feature_listing,triplet,128,0.0390625,0.1484375,0.0703125,86,0.977294921875,0.25316058790834534,0.2109375,128,axe
base,25,layer_25,feature_listing,pairwise,128,0.015625,0.0625,0.015625,115,0.9906005859375,0.06770416049727974,0.0859375,128,hat
base,26,layer_26,triplet,pairwise,128,0.109375,0.3203125,0.234375,35,0.9090576171875,0.529086056904582,0.421875,99,sled
base,26,layer_26,triplet,feature_listing,128,0.1875,0.453125,0.2734375,19,0.85888671875,0.6432563041598878,0.546875,66,eggbeater
base,26,layer_26,pairwise,triplet,128,0.015625,0.0625,0.015625,103,0.9891357421875,0.10177906356669686,0.078125,128,axe
base,26,layer_26,pairwise,feature_listing,128,0.015625,0.03125,0.03125,60,0.9798583984375,0.2332907016652405,0.046875,128,carriage
base,26,layer_26,feature_listing,triplet,128,0.0234375,0.1484375,0.0546875,112,0.98779296875,0.11598746012851018,0.2265625,128,axe
base,26,layer_26,feature_listing,pairwise,128,0.0234375,0.1015625,0.0234375,101,0.9886474609375,0.11766097711796943,0.15625,128,dagger
base,27,layer_27,triplet,pairwise,128,0.1015625,0.265625,0.1640625,49,0.947021484375,0.43468643550530395,0.359375,120,duck
base,27,layer_27,triplet,feature_listing,128,0.203125,0.46875,0.25,37,0.890380859375,0.5621869998427974,0.546875,90,crowbar
base,27,layer_27,pairwise,triplet,128,0.0078125,0.0703125,0.015625,117,0.9908447265625,0.06039462053987881,0.0703125,128,drum
base,27,layer_27,pairwise,feature_listing,128,0.015625,0.078125,0.015625,123,0.9915771484375,0.03399673590271952,0.0859375,128,eggbeater
base,27,layer_27,feature_listing,triplet,128,0.0390625,0.1875,0.0859375,58,0.97509765625,0.26680730963962124,0.28125,128,candle
base,27,layer_27,feature_listing,pairwise,128,0.03125,0.1484375,0.03125,88,0.9864501953125,0.15958330411045704,0.1953125,127,beetle
base,28,layer_28,triplet,pairwise,128,0.09375,0.3046875,0.1640625,40,0.9468994140625,0.42790268324893627,0.3828125,126,duck
base,28,layer_28,triplet,feature_listing,128,0.234375,0.5703125,0.359375,15,0.791015625,0.7219143874898265,0.71875,71,crowbar
base,28,layer_28,pairwise,triplet,128,0.0234375,0.0625,0.0234375,111,0.9898681640625,0.09064339274666346,0.0703125,128,candle
base,28,layer_28,pairwise,feature_listing,128,0.0078125,0.0859375,0.015625,115,0.9906005859375,0.06770416049727974,0.0859375,128,candy
base,28,layer_28,feature_listing,triplet,128,0.046875,0.2890625,0.109375,76,0.9739990234375,0.2732394373371998,0.390625,128,axe
base,28,layer_28,feature_listing,pairwise,128,0.0859375,0.296875,0.125,91,0.9696044921875,0.26826424751863626,0.359375,121,beetle
base,29,layer_29,triplet,pairwise,128,0.25,0.7421875,0.3515625,23,0.800537109375,0.70404619538346,0.7890625,98,parrot
base,29,layer_29,triplet,feature_listing,128,0.296875,0.8125,0.5234375,12,0.6553955078125,0.817608060264998,0.8984375,50,crowbar
base,29,layer_29,pairwise,triplet,128,0.0234375,0.125,0.0234375,73,0.9852294921875,0.15464623114945222,0.1328125,128,candle
base,29,layer_29,pairwise,feature_listing,128,0.015625,0.1484375,0.0234375,123,0.991455078125,0.03802535250365346,0.15625,128,carriage
base,29,layer_29,feature_listing,triplet,128,0.15625,0.4453125,0.2734375,37,0.878662109375,0.5860436011942798,0.5703125,125,axe
base,29,layer_29,feature_listing,pairwise,128,0.25,0.6171875,0.3046875,11,0.829345703125,0.6884189591136614,0.6640625,52,crowbar
base,30,layer_30,triplet,pairwise,128,0.375,0.875,0.4921875,8,0.6732177734375,0.8116426830686293,0.921875,40,banana
base,30,layer_30,triplet,feature_listing,128,0.2734375,0.828125,0.5234375,6,0.655029296875,0.822396558094745,0.890625,31,bazooka
base,30,layer_30,pairwise,triplet,128,0.0390625,0.1796875,0.046875,71,0.9814453125,0.22760478215960805,0.2109375,128,drum
base,30,layer_30,pairwise,feature_listing,128,0.0703125,0.3203125,0.09375,103,0.9794921875,0.1907655331735806,0.3359375,128,candelabra
base,30,layer_30,feature_listing,triplet,128,0.28125,0.71875,0.4140625,12,0.751220703125,0.7574595564987152,0.84375,84,axe
base,30,layer_30,feature_listing,pairwise,128,0.34375,0.78125,0.4375,10,0.7235107421875,0.7779587439309237,0.8359375,31,cockroach
base,31,layer_31,triplet,pairwise,128,0.4453125,0.953125,0.578125,5,0.5919189453125,0.8543487796160516,1.0,26,caterpillar
base,31,layer_31,triplet,feature_listing,128,0.2265625,0.84375,0.53125,8,0.6378173828125,0.8311848426716726,0.9140625,56,tumbleweed
base,31,layer_31,pairwise,triplet,128,0.046875,0.25,0.0546875,107,0.9869384765625,0.13715244971457582,0.265625,128,candle
base,31,layer_31,pairwise,feature_listing,128,0.0546875,0.2734375,0.0625,110,0.9864501953125,0.13214168198424578,0.296875,128,candelabra
base,31,layer_31,feature_listing,triplet,128,0.3125,0.765625,0.453125,9,0.71533203125,0.7842483332427538,0.90625,73,candle
base,31,layer_31,feature_listing,pairwise,128,0.4375,0.84375,0.53125,8,0.649658203125,0.8222095703726029,0.875,29,blueberry
base,32,layer_32,triplet,pairwise,128,0.4921875,0.8828125,0.5703125,5,0.5938720703125,0.8535062712431012,0.9375,31,cake
base,32,layer_32,triplet,feature_listing,128,0.203125,0.8671875,0.5390625,5,0.625732421875,0.8388640664676953,0.96875,32,axe
base,32,layer_32,pairwise,triplet,128,0.0859375,0.390625,0.109375,107,0.9775390625,0.17623676892066273,0.4375,128,candle
base,32,layer_32,pairwise,feature_listing,128,0.0859375,0.375,0.09375,48,0.967529296875,0.3409975061241436,0.4140625,125,candy
base,32,layer_32,feature_listing,triplet,128,0.3046875,0.8515625,0.5234375,9,0.649658203125,0.8227566964838453,0.9609375,27,cabbage
base,32,layer_32,feature_listing,pairwise,128,0.4296875,0.8046875,0.46875,13,0.7056884765625,0.787266506919808,0.859375,30,blueberry
scrambled,0,embedding,triplet,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,0,embedding,triplet,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,0,embedding,pairwise,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,0,embedding,pairwise,feature_listing,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,0,embedding,feature_listing,triplet,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,0,embedding,feature_listing,pairwise,128,0.0078125,0.0390625,0.0078125,128,0.9921875,-0.0,0.0390625,128,accordion
scrambled,1,layer_1,triplet,pairwise,128,0.0078125,0.078125,0.0078125,128,0.9921875,-0.0,0.1171875,128,candelabra
scrambled,1,layer_1,triplet,feature_listing,128,0.0390625,0.0859375,0.046875,61,0.9771728515625,0.2698017076369164,0.1171875,128,anvil
scrambled,1,layer_1,pairwise,triplet,128,0.03125,0.0625,0.03125,78,0.984619140625,0.18622935617550238,0.0703125,128,slingshot
scrambled,1,layer_1,pairwise,feature_listing,128,0.046875,0.109375,0.0625,91,0.9793701171875,0.22825631583486025,0.1484375,123,blowtorch
