arm,concept_index,concept,mid_layer_start,mid_layer_end,top1_count,top1_share,top5_count,top5_share,csls_top1_count,csls_top1_share,csls_top5_count,csls_top5_share
scrambled,125,spear,10,20,10,0.0011837121212121212,37,0.0008759469696969697,17,0.002012310606060606,95,0.0022490530303030305
scrambled,4,ant,10,20,9,0.001065340909090909,69,0.0016335227272727272,26,0.003077651515151515,116,0.002746212121212121
scrambled,126,tree,10,20,9,0.001065340909090909,88,0.0020833333333333333,11,0.0013020833333333333,114,0.0026988636363636364
scrambled,93,drum,10,20,8,0.000946969696969697,45,0.001065340909090909,12,0.0014204545454545455,96,0.0022727272727272726
scrambled,108,hat,10,20,8,0.000946969696969697,303,0.007173295454545455,17,0.002012310606060606,267,0.006321022727272727
scrambled,11,avocado,10,20,7,0.0008285984848484849,31,0.0007339015151515151,18,0.002130681818181818,84,0.0019886363636363634
scrambled,62,car,10,20,7,0.0008285984848484849,83,0.0019649621212121213,22,0.0026041666666666665,151,0.003574810606060606
scrambled,26,bed,10,20,5,0.0005918560606060606,28,0.0006628787878787879,16,0.001893939393939394,53,0.0012547348484848485
scrambled,100,file,10,20,5,0.0005918560606060606,63,0.0014914772727272728,10,0.0011837121212121212,84,0.0019886363636363634
scrambled,104,gong,10,20,5,0.0005918560606060606,78,0.001846590909090909,13,0.0015388257575757575,111,0.002627840909090909
scrambled,103,fruit,10,20,4,0.0004734848484848485,34,0.0008049242424242424,17,0.002012310606060606,78,0.001846590909090909
scrambled,1,acorn,10,20,3,0.0003551136363636364,95,0.0022490530303030305,12,0.0014204545454545455,108,0.002556818181818182
scrambled,102,fly,10,20,3,0.0003551136363636364,67,0.0015861742424242424,2,0.00023674242424242425,106,0.002509469696969697
scrambled,6,antelope,10,20,2,0.00023674242424242425,43,0.0010179924242424243,19,0.0022490530303030305,106,0.002509469696969697
scrambled,12,axe,10,20,2,0.00023674242424242425,61,0.0014441287878787879,6,0.0007102272727272727,89,0.002107007575757576
scrambled,75,chili,10,20,1,0.00011837121212121212,81,0.0019176136363636364,8,0.000946969696969697,128,0.0030303030303030303
scrambled,69,celery,10,20,0,0.0,48,0.0011363636363636363,3,0.0003551136363636364,89,0.002107007575757576
lowLR,100,file,10,20,881,0.10428503787878787,1867,0.044199810606060604,474,0.056107954545454544,1093,0.02587594696969697
lowLR,118,pelican,10,20,767,0.0907907196969697,1649,0.03903882575757576,644,0.07623106060606061,1510,0.035748106060606064
lowLR,73,cherry,10,20,593,0.07019412878787878,1103,0.026112689393939393,317,0.03752367424242424,778,0.018418560606060605
lowLR,40,boa,10,20,524,0.06202651515151515,1408,0.03333333333333333,507,0.060014204545454544,1004,0.023768939393939394
lowLR,14,bagpipe,10,20,392,0.04640151515151515,798,0.018892045454545453,139,0.016453598484848484,471,0.011150568181818182
lowLR,92,drill,10,20,342,0.040482954545454544,2525,0.05977746212121212,373,0.04415246212121212,1592,0.03768939393939394
lowLR,83,corkscrew,10,20,331,0.039180871212121215,1488,0.035227272727272725,227,0.026870265151515152,1004,0.023768939393939394
lowLR,54,cactus,10,20,263,0.031131628787878788,1504,0.035606060606060606,198,0.0234375,1095,0.025923295454545456
lowLR,16,banana,10,20,259,0.03065814393939394,760,0.017992424242424244,202,0.023910984848484848,692,0.01638257575757576
lowLR,58,candelabra,10,20,203,0.02402935606060606,1040,0.02462121212121212,128,0.015151515151515152,663,0.01569602272727273
lowLR,3,aloe,10,20,189,0.022372159090909092,1396,0.033049242424242425,117,0.013849431818181818,1066,0.025236742424242425
lowLR,32,bench,10,20,186,0.022017045454545456,881,0.020857007575757577,179,0.021188446969696968,772,0.01827651515151515
lowLR,75,chili,10,20,181,0.021425189393939392,551,0.013044507575757576,260,0.030776515151515152,629,0.014891098484848484
lowLR,98,fern,10,20,166,0.019649621212121212,991,0.02346117424242424,156,0.018465909090909092,997,0.023603219696969695
lowLR,97,eggbeater,10,20,157,0.018584280303030304,1016,0.024053030303030302,137,0.01621685606060606,800,0.01893939393939394
lowLR,13,bagel,10,20,130,0.015388257575757576,394,0.009327651515151514,158,0.018702651515151516,535,0.012665719696969696
lowLR,20,bassoon,10,20,122,0.014441287878787878,293,0.006936553030303031,125,0.014796401515151516,394,0.009327651515151514
lowLR,103,fruit,10,20,121,0.014322916666666666,220,0.005208333333333333,72,0.008522727272727272,207,0.004900568181818182
lowLR,88,crowbar,10,20,103,0.012192234848484848,607,0.014370265151515151,70,0.008285984848484848,435,0.010298295454545454
lowLR,46,brownie,10,20,100,0.011837121212121212,696,0.016477272727272726,158,0.018702651515151516,620,0.014678030303030304
lowLR,24,bear,10,20,89,0.010535037878787878,301,0.00712594696969697,70,0.008285984848484848,276,0.006534090909090909
lowLR,15,bamboo,10,20,87,0.010298295454545454,870,0.020596590909090908,69,0.008167613636363636,884,0.020928030303030302
lowLR,39,blueberry,10,20,74,0.008759469696969696,367,0.00868844696969697,104,0.01231060606060606,384,0.00909090909090909
lowLR,127,tumbleweed,10,20,73,0.008641098484848484,843,0.019957386363636365,68,0.008049242424242424,599,0.014180871212121212
lowLR,22,bazooka,10,20,67,0.007930871212121212,327,0.007741477272727273,115,0.013612689393939394,512,0.012121212121212121
lowLR,56,camel,10,20,67,0.007930871212121212,432,0.010227272727272727,71,0.00840435606060606,419,0.009919507575757576
lowLR,19,basket,10,20,66,0.0078125,260,0.00615530303030303,45,0.005326704545454545,257,0.006084280303030303
lowLR,31,belt,10,20,61,0.007220643939393939,394,0.009327651515151514,124,0.014678030303030304,455,0.010771780303030304
lowLR,80,coat,10,20,58,0.006865530303030303,262,0.006202651515151515,68,0.008049242424242424,349,0.008262310606060606
lowLR,116,parrot,10,20,58,0.006865530303030303,186,0.004403409090909091,69,0.008167613636363636,276,0.006534090909090909
lowLR,123,sled,10,20,58,0.006865530303030303,388,0.00918560606060606,65,0.007694128787878788,337,0.007978219696969697
lowLR,41,boar,10,20,56,0.006628787878787879,496,0.011742424242424242,52,0.00615530303030303,328,0.007765151515151515
lowLR,104,gong,10,20,54,0.006392045454545455,231,0.00546875,34,0.004024621212121212,180,0.004261363636363636
lowLR,124,slingshot,10,20,54,0.006392045454545455,643,0.015222537878787879,56,0.006628787878787879,577,0.01366003787878788
lowLR,82,coconut,10,20,50,0.005918560606060606,404,0.009564393939393939,29,0.0034327651515151515,296,0.007007575757575758
lowLR,91,dress,10,20,50,0.005918560606060606,177,0.004190340909090909,64,0.007575757575757576,239,0.005658143939393939
lowLR,34,bison,10,20,47,0.00556344696969697,178,0.004214015151515152,75,0.00887784090909091,271,0.006415719696969697
lowLR,65,cart,10,20,46,0.005445075757575758,227,0.00537405303030303,61,0.007220643939393939,347,0.008214962121212121
lowLR,115,pants,10,20,44,0.005208333333333333,231,0.00546875,51,0.006036931818181818,287,0.006794507575757576
lowLR,90,dragonfly,10,20,43,0.005089962121212121,159,0.0037642045454545454,66,0.0078125,242,0.005729166666666666
lowLR,110,jeep,10,20,43,0.005089962121212121,76,0.0017992424242424243,51,0.006036931818181818,225,0.005326704545454545
lowLR,49,burner,10,20,40,0.004734848484848485,149,0.0035274621212121214,42,0.004971590909090909,204,0.004829545454545454
lowLR,10,asparagus,10,20,39,0.004616477272727273,450,0.01065340909090909,45,0.005326704545454545,395,0.009351325757575758
lowLR,47,brussels sprouts,10,20,38,0.004498106060606061,347,0.008214962121212121,67,0.007930871212121212,326,0.0077178030303030306
lowLR,4,ant,10,20,37,0.004379734848484848,99,0.00234375,51,0.006036931818181818,163,0.0038589015151515153
lowLR,79,clarinet,10,20,37,0.004379734848484848,181,0.004285037878787879,72,0.008522727272727272,297,0.00703125
lowLR,17,banjo,10,20,35,0.004142992424242424,290,0.006865530303030303,35,0.004142992424242424,258,0.006107954545454546
lowLR,81,cockroach,10,20,35,0.004142992424242424,91,0.0021543560606060606,47,0.00556344696969697,183,0.004332386363636364
lowLR,96,earwig,10,20,35,0.004142992424242424,150,0.0035511363636363635,61,0.007220643939393939,296,0.007007575757575758
lowLR,107,gun,10,20,35,0.004142992424242424,105,0.0024857954545454545,48,0.005681818181818182,176,0.004166666666666667
lowLR,45,broccoli,10,20,34,0.004024621212121212,333,0.007883522727272727,66,0.0078125,376,0.008901515151515152
lowLR,48,bucket,10,20,33,0.00390625,158,0.003740530303030303,68,0.008049242424242424,163,0.0038589015151515153
lowLR,26,bed,10,20,29,0.0034327651515151515,346,0.00819128787878788,48,0.005681818181818182,374,0.008854166666666666
lowLR,77,chisel,10,20,29,0.0034327651515151515,213,0.005042613636363637,28,0.0033143939393939395,144,0.003409090909090909
lowLR,6,antelope,10,20,28,0.0033143939393939395,300,0.007102272727272727,51,0.006036931818181818,403,0.009540719696969697
lowLR,114,owl,10,20,27,0.0031960227272727275,139,0.003290719696969697,42,0.004971590909090909,203,0.004805871212121212
lowLR,109,jeans,10,20,26,0.003077651515151515,133,0.0031486742424242423,32,0.003787878787878788,188,0.004450757575757576
lowLR,84,corn,10,20,25,0.002959280303030303,153,0.003622159090909091,20,0.0023674242424242425,132,0.003125
lowLR,94,duck,10,20,25,0.002959280303030303,126,0.0029829545454545456,24,0.002840909090909091,149,0.0035274621212121214
lowLR,37,blouse,10,20,22,0.0026041666666666665,178,0.004214015151515152,48,0.005681818181818182,253,0.005989583333333334
lowLR,106,grenade,10,20,22,0.0026041666666666665,382,0.009043560606060605,59,0.006983901515151515,459,0.010866477272727272
lowLR,50,burrito,10,20,21,0.0024857954545454545,228,0.005397727272727273,60,0.007102272727272727,363,0.00859375
lowLR,76,chinchilla,10,20,21,0.0024857954545454545,127,0.0030066287878787877,39,0.004616477272727273,217,0.005137310606060606
lowLR,120,rifle,10,20,20,0.0023674242424242425,106,0.002509469696969697,43,0.005089962121212121,193,0.004569128787878788
lowLR,60,candy,10,20,19,0.0022490530303030305,136,0.0032196969696969696,27,0.0031960227272727275,176,0.004166666666666667
lowLR,95,eagle,10,20,19,0.0022490530303030305,98,0.0023200757575757578,41,0.004853219696969697,187,0.004427083333333333
lowLR,121,scooter,10,20,19,0.0022490530303030305,107,0.0025331439393939392,39,0.004616477272727273,187,0.004427083333333333
lowLR,12,axe,10,20,18,0.002130681818181818,191,0.004521780303030303,20,0.0023674242424242425,155,0.003669507575757576
lowLR,57,can opener,10,20,18,0.002130681818181818,251,0.005942234848484849,45,0.005326704545454545,232,0.005492424242424242
lowLR,78,chocolate,10,20,18,0.002130681818181818,141,0.0033380681818181816,38,0.004498106060606061,254,0.0060132575757575754
lowLR,105,grasshopper,10,20,16,0.001893939393939394,157,0.0037168560606060607,40,0.004734848484848485,250,0.005918560606060606
lowLR,38,blowtorch,10,20,15,0.0017755681818181818,186,0.004403409090909091,25,0.002959280303030303,274,0.006486742424242424
lowLR,64,carrot,10,20,15,0.0017755681818181818,207,0.004900568181818182,18,0.002130681818181818,233,0.005516098484848485
lowLR,113,ostrich,10,20,15,0.0017755681818181818,141,0.0033380681818181816,12,0.0014204545454545455,219,0.005184659090909091
lowLR,33,bird,10,20,14,0.0016571969696969697,65,0.0015388257575757575,16,0.001893939393939394,89,0.002107007575757576
lowLR,86,cranberry,10,20,14,0.0016571969696969697,218,0.005160984848484849,17,0.002012310606060606,325,0.007694128787878788
lowLR,89,dagger,10,20,14,0.0016571969696969697,153,0.003622159090909091,19,0.0022490530303030305,152,0.0035984848484848487
lowLR,44,bread,10,20,13,0.0015388257575757575,131,0.0031013257575757576,16,0.001893939393939394,161,0.00381155303030303
lowLR,69,celery,10,20,13,0.0015388257575757575,122,0.0028882575757575757,13,0.0015388257575757575,98,0.0023200757575757578
lowLR,1,acorn,10,20,12,0.0014204545454545455,549,0.01299715909090909,74,0.008759469696969696,535,0.012665719696969696
lowLR,23,bean,10,20,12,0.0014204545454545455,51,0.0012073863636363636,14,0.0016571969696969697,68,0.0016098484848484848
lowLR,5,anteater,10,20,11,0.0013020833333333333,332,0.007859848484848485,40,0.004734848484848485,500,0.011837121212121212
lowLR,72,cheetah,10,20,11,0.0013020833333333333,159,0.0037642045454545454,23,0.002722537878787879,301,0.00712594696969697
lowLR,67,caterpillar,10,20,10,0.0011837121212121212,162,0.0038352272727272727,26,0.003077651515151515,149,0.0035274621212121214
lowLR,122,skateboard,10,20,10,0.0011837121212121212,84,0.0019886363636363634,21,0.0024857954545454545,151,0.003574810606060606
lowLR,9,artichoke,10,20,9,0.001065340909090909,371,0.00878314393939394,15,0.0017755681818181818,302,0.007149621212121212
lowLR,101,flute,10,20,9,0.001065340909090909,132,0.003125,15,0.0017755681818181818,249,0.005894886363636363
lowLR,102,fly,10,20,9,0.001065340909090909,92,0.002178030303030303,12,0.0014204545454545455,197,0.004663825757575757
lowLR,108,hat,10,20,9,0.001065340909090909,167,0.003953598484848485,21,0.0024857954545454545,249,0.005894886363636363
lowLR,117,peacock,10,20,9,0.001065340909090909,218,0.005160984848484849,20,0.0023674242424242425,236,0.0055871212121212125
lowLR,99,fig,10,20,8,0.000946969696969697,158,0.003740530303030303,4,0.0004734848484848485,147,0.0034801136363636362
lowLR,55,cake,10,20,7,0.0008285984848484849,82,0.0019412878787878787,11,0.0013020833333333333,130,0.003077651515151515
lowLR,85,costume,10,20,7,0.0008285984848484849,101,0.0023910984848484846,15,0.0017755681818181818,177,0.004190340909090909
lowLR,87,crow,10,20,7,0.0008285984848484849,214,0.0050662878787878785,17,0.002012310606060606,222,0.005255681818181818
lowLR,93,drum,10,20,7,0.0008285984848484849,22,0.0005208333333333333,10,0.0011837121212121212,39,0.0009232954545454545
lowLR,112,motorcycle,10,20,7,0.0008285984848484849,67,0.0015861742424242424,17,0.002012310606060606,147,0.0034801136363636362
lowLR,66,cat,10,20,6,0.0007102272727272727,51,0.0012073863636363636,21,0.0024857954545454545,107,0.0025331439393939392
lowLR,68,cauliflower,10,20,6,0.0007102272727272727,50,0.0011837121212121212,6,0.0007102272727272727,113,0.002675189393939394
lowLR,71,cheese,10,20,6,0.0007102272727272727,189,0.004474431818181818,33,0.00390625,390,0.009232954545454546
lowLR,125,spear,10,20,6,0.0007102272727272727,204,0.004829545454545454,20,0.0023674242424242425,172,0.004071969696969697
lowLR,126,tree,10,20,6,0.0007102272727272727,154,0.0036458333333333334,20,0.0023674242424242425,311,0.007362689393939394
lowLR,0,accordion,10,20,5,0.0005918560606060606,262,0.006202651515151515,0,0.0,151,0.003574810606060606
lowLR,8,apple,10,20,5,0.0005918560606060606,74,0.0017518939393939394,18,0.002130681818181818,148,0.003503787878787879
lowLR,25,beaver,10,20,5,0.0005918560606060606,256,0.006060606060606061,5,0.0005918560606060606,283,0.006699810606060606
lowLR,29,beetle,10,20,5,0.0005918560606060606,62,0.0014678030303030302,6,0.0007102272727272727,42,0.0009943181818181817
lowLR,30,bell,10,20,5,0.0005918560606060606,209,0.0049479166666666664,19,0.0022490530303030305,191,0.004521780303030303
lowLR,70,cello,10,20,5,0.0005918560606060606,153,0.003622159090909091,10,0.0011837121212121212,192,0.004545454545454545
lowLR,28,beet,10,20,4,0.0004734848484848485,91,0.0021543560606060606,6,0.0007102272727272727,114,0.0026988636363636364
lowLR,35,blackberry,10,20,4,0.0004734848484848485,72,0.0017045454545454545,9,0.001065340909090909,120,0.002840909090909091
lowLR,42,bottle,10,20,4,0.0004734848484848485,66,0.0015625,15,0.0017755681818181818,155,0.003669507575757576
lowLR,53,cabbage,10,20,4,0.0004734848484848485,34,0.0008049242424242424,4,0.0004734848484848485,60,0.0014204545454545455
lowLR,111,missile,10,20,4,0.0004734848484848485,47,0.001112689393939394,23,0.002722537878787879,158,0.003740530303030303
lowLR,52,butterfly,10,20,3,0.0003551136363636364,41,0.0009706439393939394,19,0.0022490530303030305,113,0.002675189393939394
lowLR,63,carriage,10,20,3,0.0003551136363636364,103,0.00243844696969697,25,0.002959280303030303,146,0.003456439393939394
lowLR,74,chicken,10,20,3,0.0003551136363636364,71,0.001680871212121212,23,0.002722537878787879,120,0.002840909090909091
lowLR,119,penguin,10,20,3,0.0003551136363636364,49,0.0011600378787878789,20,0.0023674242424242425,198,0.0046875
lowLR,11,avocado,10,20,2,0.00023674242424242425,58,0.0013731060606060606,1,0.00011837121212121212,79,0.0018702651515151514
lowLR,27,bee,10,20,2,0.00023674242424242425,71,0.001680871212121212,10,0.0011837121212121212,128,0.0030303030303030303
lowLR,43,bra,10,20,2,0.00023674242424242425,119,0.0028172348484848484,14,0.0016571969696969697,157,0.0037168560606060607
lowLR,59,candle,10,20,2,0.00023674242424242425,54,0.001278409090909091,14,0.0016571969696969697,120,0.002840909090909091
lowLR,61,cannon,10,20,2,0.00023674242424242425,65,0.0015388257575757575,5,0.0005918560606060606,175,0.004142992424242424
lowLR,2,airplane,10,20,1,0.00011837121212121212,15,0.0003551136363636364,67,0.007930871212121212,168,0.003977272727272727
lowLR,18,barrel,10,20,1,0.00011837121212121212,69,0.0016335227272727272,19,0.0022490530303030305,135,0.0031960227272727275
lowLR,21,bat,10,20,1,0.00011837121212121212,351,0.008309659090909092,51,0.006036931818181818,408,0.009659090909090909
lowLR,62,car,10,20,1,0.00011837121212121212,38,0.0008996212121212122,43,0.005089962121212121,115,0.002722537878787879
lowLR,7,anvil,10,20,0,0.0,289,0.00684185606060606,0,0.0,255,0.006036931818181818
lowLR,36,blender,10,20,0,0.0,138,0.0032670454545454543,8,0.000946969696969697,217,0.005137310606060606
lowLR,51,bus,10,20,0,0.0,47,0.001112689393939394,29,0.0034327651515151515,196,0.0046401515151515155
lowrank,40,boa,10,20,594,0.0703125,1238,0.02930871212121212,442,0.05232007575757576,930,0.022017045454545456
lowrank,46,brownie,10,20,468,0.05539772727272727,1214,0.028740530303030302,362,0.042850378787878785,947,0.022419507575757575
lowrank,100,file,10,20,455,0.05385890151515151,1013,0.023982007575757577,276,0.032670454545454544,586,0.013873106060606061
lowrank,92,drill,10,20,448,0.05303030303030303,1236,0.029261363636363637,262,0.031013257575757576,828,0.01960227272727273
lowrank,88,crowbar,10,20,304,0.03598484848484849,1089,0.02578125,118,0.01396780303030303,541,0.012807765151515152
lowrank,118,pelican,10,20,295,0.034919507575757576,726,0.0171875,241,0.02852746212121212,844,0.019981060606060606
lowrank,83,corkscrew,10,20,261,0.030894886363636364,1139,0.026964962121212122,173,0.020478219696969696,776,0.01837121212121212
lowrank,124,slingshot,10,20,261,0.030894886363636364,1063,0.025165719696969697,72,0.008522727272727272,555,0.013139204545454546
lowrank,3,aloe,10,20,250,0.029592803030303032,818,0.019365530303030305,248,0.029356060606060608,691,0.016358901515151514
lowrank,73,cherry,10,20,224,0.026515151515151516,657,0.015553977272727273,221,0.02616003787878788,587,0.013896780303030303
lowrank,22,bazooka,10,20,210,0.024857954545454544,764,0.01808712121212121,183,0.02166193181818182,632,0.014962121212121211
lowrank,32,bench,10,20,197,0.023319128787878788,642,0.015198863636363637,166,0.019649621212121212,507,0.01200284090909091
lowrank,123,sled,10,20,184,0.021780303030303032,1070,0.025331439393939392,164,0.019412878787878788,653,0.015459280303030303
lowrank,127,tumbleweed,10,20,169,0.020004734848484848,942,0.022301136363636363,152,0.017992424242424244,768,0.01818181818181818
lowrank,98,fern,10,20,157,0.018584280303030304,1215,0.028764204545454544,203,0.02402935606060606,1045,0.024739583333333332
lowrank,39,blueberry,10,20,125,0.014796401515151516,370,0.008759469696969696,133,0.015743371212121212,480,0.011363636363636364
lowrank,24,bear,10,20,120,0.014204545454545454,373,0.008830492424242425,89,0.010535037878787878,382,0.009043560606060605
lowrank,75,chili,10,20,120,0.014204545454545454,404,0.009564393939393939,171,0.020241477272727272,491,0.01162405303030303
lowrank,31,belt,10,20,117,0.013849431818181818,537,0.012713068181818181,156,0.018465909090909092,483,0.01143465909090909
lowrank,103,fruit,10,20,114,0.013494318181818182,316,0.007481060606060606,87,0.010298295454545454,303,0.007173295454545455
lowrank,90,dragonfly,10,20,111,0.013139204545454546,357,0.008451704545454545,98,0.011600378787878788,369,0.008735795454545454
lowrank,14,bagpipe,10,20,89,0.010535037878787878,636,0.015056818181818182,117,0.013849431818181818,537,0.012713068181818181
lowrank,97,eggbeater,10,20,87,0.010298295454545454,747,0.01768465909090909,85,0.01006155303030303,538,0.012736742424242425
lowrank,20,bassoon,10,20,85,0.01006155303030303,435,0.010298295454545454,132,0.015625,501,0.011860795454545454
lowrank,58,candelabra,10,20,81,0.009588068181818182,386,0.009138257575757576,86,0.010179924242424242,309,0.007315340909090909
lowrank,106,grenade,10,20,80,0.00946969696969697,647,0.015317234848484849,80,0.00946969696969697,427,0.010108901515151515
lowrank,45,broccoli,10,20,75,0.00887784090909091,232,0.005492424242424242,92,0.010890151515151516,360,0.008522727272727272
lowrank,18,barrel,10,20,73,0.008641098484848484,310,0.007339015151515152,56,0.006628787878787879,313,0.007410037878787879
lowrank,1,acorn,10,20,70,0.008285984848484848,333,0.007883522727272727,53,0.006273674242424242,363,0.00859375
lowrank,38,blowtorch,10,20,68,0.008049242424242424,425,0.01006155303030303,83,0.009824810606060606,419,0.009919507575757576
lowrank,96,earwig,10,20,67,0.007930871212121212,340,0.008049242424242424,108,0.01278409090909091,387,0.009161931818181817
lowrank,6,antelope,10,20,64,0.007575757575757576,307,0.007267992424242424,62,0.007339015151515152,368,0.008712121212121213
lowrank,13,bagel,10,20,62,0.007339015151515152,254,0.0060132575757575754,105,0.012428977272727272,386,0.009138257575757576
lowrank,5,anteater,10,20,61,0.007220643939393939,425,0.01006155303030303,89,0.010535037878787878,413,0.00977746212121212
lowrank,104,gong,10,20,61,0.007220643939393939,409,0.009682765151515152,87,0.010298295454545454,402,0.009517045454545455
lowrank,63,carriage,10,20,58,0.006865530303030303,645,0.015269886363636364,43,0.005089962121212121,440,0.010416666666666666
lowrank,85,costume,10,20,58,0.006865530303030303,190,0.004498106060606061,50,0.005918560606060606,263,0.006226325757575758
lowrank,65,cart,10,20,56,0.006628787878787879,623,0.01474905303030303,64,0.007575757575757576,473,0.011197916666666667
lowrank,114,owl,10,20,54,0.006392045454545455,300,0.007102272727272727,72,0.008522727272727272,289,0.00684185606060606
lowrank,54,cactus,10,20,53,0.006273674242424242,522,0.012357954545454545,71,0.00840435606060606,697,0.01650094696969697
lowrank,116,parrot,10,20,53,0.006273674242424242,314,0.007433712121212121,46,0.005445075757575758,375,0.00887784090909091
lowrank,107,gun,10,20,52,0.00615530303030303,150,0.0035511363636363635,60,0.007102272727272727,215,0.005089962121212121
lowrank,17,banjo,10,20,51,0.006036931818181818,215,0.005089962121212121,51,0.006036931818181818,240,0.005681818181818182
lowrank,26,bed,10,20,51,0.006036931818181818,302,0.007149621212121212,53,0.006273674242424242,318,0.007528409090909091
lowrank,76,chinchilla,10,20,51,0.006036931818181818,308,0.007291666666666667,63,0.007457386363636364,294,0.0069602272727272724
lowrank,19,basket,10,20,50,0.005918560606060606,366,0.008664772727272728,42,0.004971590909090909,322,0.00762310606060606
lowrank,15,bamboo,10,20,49,0.005800189393939394,597,0.014133522727272727,55,0.006510416666666667,650,0.015388257575757576
lowrank,81,cockroach,10,20,49,0.005800189393939394,159,0.0037642045454545454,66,0.0078125,213,0.005042613636363637
lowrank,94,duck,10,20,48,0.005681818181818182,255,0.006036931818181818,54,0.006392045454545455,329,0.007788825757575757
lowrank,49,burner,10,20,47,0.00556344696969697,362,0.008570075757575757,48,0.005681818181818182,306,0.007244318181818182
lowrank,110,jeep,10,20,47,0.00556344696969697,152,0.0035984848484848487,70,0.008285984848484848,305,0.007220643939393939
lowrank,16,banana,10,20,46,0.005445075757575758,361,0.008546401515151516,97,0.011482007575757576,512,0.012121212121212121
lowrank,48,bucket,10,20,45,0.005326704545454545,186,0.004403409090909091,54,0.006392045454545455,263,0.006226325757575758
lowrank,126,tree,10,20,45,0.005326704545454545,593,0.014038825757575757,60,0.007102272727272727,607,0.014370265151515151
lowrank,125,spear,10,20,43,0.005089962121212121,329,0.007788825757575757,28,0.0033143939393939395,183,0.004332386363636364
lowrank,117,peacock,10,20,42,0.004971590909090909,420,0.009943181818181818,44,0.005208333333333333,298,0.007054924242424243
lowrank,64,carrot,10,20,39,0.004616477272727273,294,0.0069602272727272724,35,0.004142992424242424,282,0.006676136363636363
lowrank,120,rifle,10,20,38,0.004498106060606061,236,0.0055871212121212125,45,0.005326704545454545,254,0.0060132575757575754
lowrank,37,blouse,10,20,37,0.004379734848484848,178,0.004214015151515152,22,0.0026041666666666665,239,0.005658143939393939
lowrank,115,pants,10,20,37,0.004379734848484848,189,0.004474431818181818,57,0.006747159090909091,255,0.006036931818181818
lowrank,121,scooter,10,20,37,0.004379734848484848,191,0.004521780303030303,57,0.006747159090909091,286,0.0067708333333333336
lowrank,12,axe,10,20,35,0.004142992424242424,285,0.006747159090909091,41,0.004853219696969697,208,0.004924242424242424
lowrank,34,bison,10,20,35,0.004142992424242424,113,0.002675189393939394,64,0.007575757575757576,209,0.0049479166666666664
lowrank,74,chicken,10,20,35,0.004142992424242424,496,0.011742424242424242,53,0.006273674242424242,260,0.00615530303030303
lowrank,91,dress,10,20,34,0.004024621212121212,180,0.004261363636363636,51,0.006036931818181818,252,0.005965909090909091
lowrank,35,blackberry,10,20,33,0.00390625,242,0.005729166666666666,40,0.004734848484848485,302,0.007149621212121212
lowrank,47,brussels sprouts,10,20,33,0.00390625,140,0.0033143939393939395,40,0.004734848484848485,226,0.005350378787878788
lowrank,79,clarinet,10,20,33,0.00390625,153,0.003622159090909091,47,0.00556344696969697,220,0.005208333333333333
lowrank,109,jeans,10,20,33,0.00390625,113,0.002675189393939394,31,0.003669507575757576,161,0.00381155303030303
lowrank,57,can opener,10,20,30,0.0035511363636363635,129,0.003053977272727273,36,0.004261363636363636,158,0.003740530303030303
lowrank,87,crow,10,20,30,0.0035511363636363635,391,0.009256628787878788,28,0.0033143939393939395,353,0.008357007575757575
lowrank,89,dagger,10,20,30,0.0035511363636363635,304,0.007196969696969697,36,0.004261363636363636,272,0.006439393939393939
lowrank,71,cheese,10,20,29,0.0034327651515151515,341,0.008072916666666667,69,0.008167613636363636,459,0.010866477272727272
lowrank,10,asparagus,10,20,28,0.0033143939393939395,202,0.004782196969696969,48,0.005681818181818182,315,0.007457386363636364
lowrank,41,boar,10,20,28,0.0033143939393939395,383,0.009067234848484849,47,0.00556344696969697,329,0.007788825757575757
lowrank,66,cat,10,20,28,0.0033143939393939395,136,0.0032196969696969696,42,0.004971590909090909,144,0.003409090909090909
lowrank,21,bat,10,20,25,0.002959280303030303,365,0.008641098484848484,43,0.005089962121212121,347,0.008214962121212121
lowrank,56,camel,10,20,25,0.002959280303030303,193,0.004569128787878788,29,0.0034327651515151515,205,0.004853219696969697
lowrank,80,coat,10,20,25,0.002959280303030303,341,0.008072916666666667,63,0.007457386363636364,457,0.010819128787878787
lowrank,95,eagle,10,20,25,0.002959280303030303,221,0.005232007575757576,40,0.004734848484848485,250,0.005918560606060606
lowrank,122,skateboard,10,20,24,0.002840909090909091,174,0.0041193181818181815,29,0.0034327651515151515,185,0.004379734848484848
lowrank,28,beet,10,20,22,0.0026041666666666665,135,0.0031960227272727275,49,0.005800189393939394,221,0.005232007575757576
lowrank,78,chocolate,10,20,22,0.0026041666666666665,171,0.004048295454545455,54,0.006392045454545455,287,0.006794507575757576
lowrank,82,coconut,10,20,21,0.0024857954545454545,228,0.005397727272727273,34,0.004024621212121212,315,0.007457386363636364
lowrank,77,chisel,10,20,19,0.0022490530303030305,243,0.005752840909090909,26,0.003077651515151515,241,0.0057054924242424246
lowrank,33,bird,10,20,18,0.002130681818181818,99,0.00234375,30,0.0035511363636363635,136,0.0032196969696969696
lowrank,44,bread,10,20,18,0.002130681818181818,131,0.0031013257575757576,17,0.002012310606060606,186,0.004403409090909091
lowrank,51,bus,10,20,18,0.002130681818181818,125,0.002959280303030303,37,0.004379734848484848,239,0.005658143939393939
