arm,concept_index,concept,mid_layer_start,mid_layer_end,top1_count,top1_share,top5_count,top5_share,csls_top1_count,csls_top1_share,csls_top5_count,csls_top5_share
scrambled,65,cart,10,20,19,0.0022490530303030305,79,0.0018702651515151514,32,0.003787878787878788,139,0.003290719696969697
scrambled,89,dagger,10,20,19,0.0022490530303030305,108,0.002556818181818182,32,0.003787878787878788,145,0.0034327651515151515
scrambled,120,rifle,10,20,19,0.0022490530303030305,76,0.0017992424242424243,44,0.005208333333333333,156,0.003693181818181818
scrambled,127,tumbleweed,10,20,19,0.0022490530303030305,71,0.001680871212121212,26,0.003077651515151515,127,0.0030066287878787877
scrambled,23,bean,10,20,18,0.002130681818181818,130,0.003077651515151515,21,0.0024857954545454545,119,0.0028172348484848484
scrambled,16,banana,10,20,17,0.002012310606060606,161,0.00381155303030303,20,0.0023674242424242425,198,0.0046875
scrambled,29,beetle,10,20,17,0.002012310606060606,141,0.0033380681818181816,37,0.004379734848484848,190,0.004498106060606061
scrambled,32,bench,10,20,17,0.002012310606060606,255,0.006036931818181818,37,0.004379734848484848,291,0.006889204545454546
scrambled,54,cactus,10,20,17,0.002012310606060606,331,0.007836174242424242,23,0.002722537878787879,324,0.007670454545454545
scrambled,92,drill,10,20,17,0.002012310606060606,45,0.001065340909090909,14,0.0016571969696969697,63,0.0014914772727272728
scrambled,85,costume,10,20,16,0.001893939393939394,69,0.0016335227272727272,33,0.00390625,152,0.0035984848484848487
scrambled,5,anteater,10,20,15,0.0017755681818181818,165,0.00390625,30,0.0035511363636363635,304,0.007196969696969697
scrambled,34,bison,10,20,15,0.0017755681818181818,116,0.002746212121212121,33,0.00390625,150,0.0035511363636363635
scrambled,111,missile,10,20,15,0.0017755681818181818,44,0.0010416666666666667,31,0.003669507575757576,124,0.0029356060606060604
scrambled,30,bell,10,20,14,0.0016571969696969697,455,0.010771780303030304,25,0.002959280303030303,443,0.010487689393939395
scrambled,53,cabbage,10,20,14,0.0016571969696969697,178,0.004214015151515152,38,0.004498106060606061,297,0.00703125
scrambled,91,dress,10,20,14,0.0016571969696969697,70,0.0016571969696969697,22,0.0026041666666666665,145,0.0034327651515151515
scrambled,79,clarinet,10,20,13,0.0015388257575757575,35,0.0008285984848484849,21,0.0024857954545454545,71,0.001680871212121212
scrambled,49,burner,10,20,11,0.0013020833333333333,38,0.0008996212121212122,26,0.003077651515151515,87,0.0020596590909090907
scrambled,107,gun,10,20,11,0.0013020833333333333,23,0.0005445075757575758,26,0.003077651515151515,63,0.0014914772727272728
scrambled,119,penguin,10,20,11,0.0013020833333333333,108,0.002556818181818182,25,0.002959280303030303,183,0.004332386363636364
scrambled,46,brownie,10,20,10,0.0011837121212121212,106,0.002509469696969697,35,0.004142992424242424,165,0.00390625
scrambled,61,cannon,10,20,10,0.0011837121212121212,76,0.0017992424242424243,14,0.0016571969696969697,117,0.0027698863636363637
