subject,region,n_concepts,n_voxels,arm,layer,layer_name,rsa_spearman
01,Early Visual,90,6507,base,0,embedding,0.03486323018103823
01,Early Visual,90,6507,base,1,layer_1,0.02491762044511572
01,Early Visual,90,6507,base,2,layer_2,0.032188175660607464
01,Early Visual,90,6507,base,3,layer_3,0.05442670739669062
01,Early Visual,90,6507,base,4,layer_4,0.06480231218460952
01,Early Visual,90,6507,base,5,layer_5,0.07031662244461025
01,Early Visual,90,6507,base,6,layer_6,0.07122779333788663
01,Early Visual,90,6507,base,7,layer_7,0.07207926506675014
01,Early Visual,90,6507,base,8,layer_8,0.06215726472588371
01,Early Visual,90,6507,base,9,layer_9,0.06288815008656595
01,Early Visual,90,6507,base,10,layer_10,0.06417789495083666
01,Early Visual,90,6507,base,11,layer_11,0.060331777810615744
01,Early Visual,90,6507,base,12,layer_12,0.057759703614516905
01,Early Visual,90,6507,base,13,layer_13,0.05611228026201072
01,Early Visual,90,6507,base,14,layer_14,0.054332980431473145
01,Early Visual,90,6507,base,15,layer_15,0.056383081877985596
01,Early Visual,90,6507,base,16,layer_16,0.056668426888938826
01,Early Visual,90,6507,base,17,layer_17,0.06015872306660843
01,Early Visual,90,6507,base,18,layer_18,0.06434477020900757
01,Early Visual,90,6507,base,19,layer_19,0.06674401904983
01,Early Visual,90,6507,base,20,layer_20,0.06553063709632229
01,Early Visual,90,6507,base,21,layer_21,0.07061733724772874
01,Early Visual,90,6507,base,22,layer_22,0.07218986947596281
01,Early Visual,90,6507,base,23,layer_23,0.0720130615736645
01,Early Visual,90,6507,base,24,layer_24,0.07321887444624686
01,Early Visual,90,6507,base,25,layer_25,0.07335253802687483
01,Early Visual,90,6507,base,26,layer_26,0.07539900399823998
01,Early Visual,90,6507,base,27,layer_27,0.07378399749506012
01,Early Visual,90,6507,base,28,layer_28,0.07371015636594795
01,Early Visual,90,6507,base,29,layer_29,0.07392966008638006
01,Early Visual,90,6507,base,30,layer_30,0.07497192682616793
01,Early Visual,90,6507,base,31,layer_31,0.07410114497461007
01,Early Visual,90,6507,base,32,layer_32,0.07081769336028397
01,Early Visual,90,6507,scrambled,0,embedding,0.03486323018103823
01,Early Visual,90,6507,scrambled,1,layer_1,0.02360270969435874
01,Early Visual,90,6507,scrambled,2,layer_2,0.03130527393963701
01,Early Visual,90,6507,scrambled,3,layer_3,0.039711992846897234
01,Early Visual,90,6507,scrambled,4,layer_4,0.04650647323323702
01,Early Visual,90,6507,scrambled,5,layer_5,0.05905661986540668
01,Early Visual,90,6507,scrambled,6,layer_6,0.0600436098986027
01,Early Visual,90,6507,scrambled,7,layer_7,0.05146705142554066
01,Early Visual,90,6507,scrambled,8,layer_8,0.05292578498780432
01,Early Visual,90,6507,scrambled,9,layer_9,0.051133423449107235
01,Early Visual,90,6507,scrambled,10,layer_10,0.048880074247079915
01,Early Visual,90,6507,scrambled,11,layer_11,0.05069124678250316
01,Early Visual,90,6507,scrambled,12,layer_12,0.047645144136362366
01,Early Visual,90,6507,scrambled,13,layer_13,0.045095324756731524
01,Early Visual,90,6507,scrambled,14,layer_14,0.0410317937992718
01,Early Visual,90,6507,scrambled,15,layer_15,0.04329894779445174
01,Early Visual,90,6507,scrambled,16,layer_16,0.040241014816791605
01,Early Visual,90,6507,scrambled,17,layer_17,0.03599954788004175
01,Early Visual,90,6507,scrambled,18,layer_18,0.038383867399893926
01,Early Visual,90,6507,scrambled,19,layer_19,0.04038768499998004
01,Early Visual,90,6507,scrambled,20,layer_20,0.042061911342260484
01,Early Visual,90,6507,scrambled,21,layer_21,0.042011015624191364
01,Early Visual,90,6507,scrambled,22,layer_22,0.04271154620574311
01,Early Visual,90,6507,scrambled,23,layer_23,0.04418941168479782
01,Early Visual,90,6507,scrambled,24,layer_24,0.04591659338696087
01,Early Visual,90,6507,scrambled,25,layer_25,0.04413493074041577
01,Early Visual,90,6507,scrambled,26,layer_26,0.04543948033096333
01,Early Visual,90,6507,scrambled,27,layer_27,0.043446033791414596
01,Early Visual,90,6507,scrambled,28,layer_28,0.044519807671148076
01,Early Visual,90,6507,scrambled,29,layer_29,0.04396479323078189
01,Early Visual,90,6507,scrambled,30,layer_30,0.043113809606766806
01,Early Visual,90,6507,scrambled,31,layer_31,0.043337167169957315
01,Early Visual,90,6507,scrambled,32,layer_32,0.03685078965977843
01,Early Visual,90,6507,lowLR,0,embedding,0.03486323018103823
01,Early Visual,90,6507,lowLR,1,layer_1,0.029682688455203846
01,Early Visual,90,6507,lowLR,2,layer_2,0.03812681117510391
01,Early Visual,90,6507,lowLR,3,layer_3,0.061445812401401505
01,Early Visual,90,6507,lowLR,4,layer_4,0.07486803185053563
01,Early Visual,90,6507,lowLR,5,layer_5,0.0767711580716792
01,Early Visual,90,6507,lowLR,6,layer_6,0.0811213901982244
01,Early Visual,90,6507,lowLR,7,layer_7,0.08281258738382043
01,Early Visual,90,6507,lowLR,8,layer_8,0.07713682705857366
01,Early Visual,90,6507,lowLR,9,layer_9,0.08153750789404052
01,Early Visual,90,6507,lowLR,10,layer_10,0.08201945268368106
01,Early Visual,90,6507,lowLR,11,layer_11,0.079419987829284
01,Early Visual,90,6507,lowLR,12,layer_12,0.07525983639566075
01,Early Visual,90,6507,lowLR,13,layer_13,0.07225906230769723
01,Early Visual,90,6507,lowLR,14,layer_14,0.06875303208051278
01,Early Visual,90,6507,lowLR,15,layer_15,0.06311405464922382
01,Early Visual,90,6507,lowLR,16,layer_16,0.059826351684631685
01,Early Visual,90,6507,lowLR,17,layer_17,0.06281826834144427
01,Early Visual,90,6507,lowLR,18,layer_18,0.06369464966905884
01,Early Visual,90,6507,lowLR,19,layer_19,0.06433531875817886
01,Early Visual,90,6507,lowLR,20,layer_20,0.06385399600801217
01,Early Visual,90,6507,lowLR,21,layer_21,0.06466806317704128
01,Early Visual,90,6507,lowLR,22,layer_22,0.06656318432923189
01,Early Visual,90,6507,lowLR,23,layer_23,0.06932862911591448
01,Early Visual,90,6507,lowLR,24,layer_24,0.06944922295604139
01,Early Visual,90,6507,lowLR,25,layer_25,0.06889352987621315
01,Early Visual,90,6507,lowLR,26,layer_26,0.06979503113784838
01,Early Visual,90,6507,lowLR,27,layer_27,0.06946962099401979
01,Early Visual,90,6507,lowLR,28,layer_28,0.07080251223474592
01,Early Visual,90,6507,lowLR,29,layer_29,0.07057465842827126
01,Early Visual,90,6507,lowLR,30,layer_30,0.07384792484670757
01,Early Visual,90,6507,lowLR,31,layer_31,0.07079324459377974
01,Early Visual,90,6507,lowLR,32,layer_32,0.06616238785793442
01,Early Visual,90,6507,lowrank,0,embedding,0.03486323018103823
01,Early Visual,90,6507,lowrank,1,layer_1,0.029068020429293132
01,Early Visual,90,6507,lowrank,2,layer_2,0.03991006964243739
01,Early Visual,90,6507,lowrank,3,layer_3,0.06125270613089447
01,Early Visual,90,6507,lowrank,4,layer_4,0.077111391995246
01,Early Visual,90,6507,lowrank,5,layer_5,0.07631747479560032
01,Early Visual,90,6507,lowrank,6,layer_6,0.07892705330200774
01,Early Visual,90,6507,lowrank,7,layer_7,0.07982595339256977
01,Early Visual,90,6507,lowrank,8,layer_8,0.07671287764294321
01,Early Visual,90,6507,lowrank,9,layer_9,0.08364832001960579
01,Early Visual,90,6507,lowrank,10,layer_10,0.08486027090872632
01,Early Visual,90,6507,lowrank,11,layer_11,0.08266902048645165
01,Early Visual,90,6507,lowrank,12,layer_12,0.07814592620529782
01,Early Visual,90,6507,lowrank,13,layer_13,0.07532262296800883
01,Early Visual,90,6507,lowrank,14,layer_14,0.06917190262789841
01,Early Visual,90,6507,lowrank,15,layer_15,0.06344501458067066
01,Early Visual,90,6507,lowrank,16,layer_16,0.05816625778031984
01,Early Visual,90,6507,lowrank,17,layer_17,0.05959510505444413
01,Early Visual,90,6507,lowrank,18,layer_18,0.059889555191546026
01,Early Visual,90,6507,lowrank,19,layer_19,0.06078055145801841
01,Early Visual,90,6507,lowrank,20,layer_20,0.05903417208594275
01,Early Visual,90,6507,lowrank,21,layer_21,0.059667891892027605
01,Early Visual,90,6507,lowrank,22,layer_22,0.06226822853568129
01,Early Visual,90,6507,lowrank,23,layer_23,0.06364846015594611
01,Early Visual,90,6507,lowrank,24,layer_24,0.06299942603689232
01,Early Visual,90,6507,lowrank,25,layer_25,0.06173027049240819
01,Early Visual,90,6507,lowrank,26,layer_26,0.06344947346422661
01,Early Visual,90,6507,lowrank,27,layer_27,0.06273132440847162
01,Early Visual,90,6507,lowrank,28,layer_28,0.06516694145026927
01,Early Visual,90,6507,lowrank,29,layer_29,0.06545138310299557
01,Early Visual,90,6507,lowrank,30,layer_30,0.07220677325856636
01,Early Visual,90,6507,lowrank,31,layer_31,0.07034597392824099
01,Early Visual,90,6507,lowrank,32,layer_32,0.06688757754125993
01,Early Visual,90,6507,taskvec_a0p25,0,embedding,0.03486323018103823
01,Early Visual,90,6507,taskvec_a0p25,1,layer_1,0.027856634979658314
01,Early Visual,90,6507,taskvec_a0p25,2,layer_2,0.0355312173489402
01,Early Visual,90,6507,taskvec_a0p25,3,layer_3,0.05513269492693615
01,Early Visual,90,6507,taskvec_a0p25,4,layer_4,0.07082107124010562
01,Early Visual,90,6507,taskvec_a0p25,5,layer_5,0.0744879009128702
01,Early Visual,90,6507,taskvec_a0p25,6,layer_6,0.07626046366362858
01,Early Visual,90,6507,taskvec_a0p25,7,layer_7,0.07894545352852275
01,Early Visual,90,6507,taskvec_a0p25,8,layer_8,0.07387711549670858
01,Early Visual,90,6507,taskvec_a0p25,9,layer_9,0.07863675495149633
01,Early Visual,90,6507,taskvec_a0p25,10,layer_10,0.0795413933095052
01,Early Visual,90,6507,taskvec_a0p25,11,layer_11,0.07705745463490868
01,Early Visual,90,6507,taskvec_a0p25,12,layer_12,0.07458711695614768
01,Early Visual,90,6507,taskvec_a0p25,13,layer_13,0.0711205819391855
01,Early Visual,90,6507,taskvec_a0p25,14,layer_14,0.0657598655539946
01,Early Visual,90,6507,taskvec_a0p25,15,layer_15,0.058224382792586675
01,Early Visual,90,6507,taskvec_a0p25,16,layer_16,0.05644824340825283
01,Early Visual,90,6507,taskvec_a0p25,17,layer_17,0.05771873699140104
01,Early Visual,90,6507,taskvec_a0p25,18,layer_18,0.06192554194596077
01,Early Visual,90,6507,taskvec_a0p25,19,layer_19,0.06387048229565354
01,Early Visual,90,6507,taskvec_a0p25,20,layer_20,0.06190795634831829
01,Early Visual,90,6507,taskvec_a0p25,21,layer_21,0.0646772230351917
01,Early Visual,90,6507,taskvec_a0p25,22,layer_22,0.06686435977779862
01,Early Visual,90,6507,taskvec_a0p25,23,layer_23,0.06744382261107175
01,Early Visual,90,6507,taskvec_a0p25,24,layer_24,0.06760723649042857
01,Early Visual,90,6507,taskvec_a0p25,25,layer_25,0.0669195180540522
01,Early Visual,90,6507,taskvec_a0p25,26,layer_26,0.06833373357744105
01,Early Visual,90,6507,taskvec_a0p25,27,layer_27,0.06763418555673993
01,Early Visual,90,6507,taskvec_a0p25,28,layer_28,0.06802632615261986
01,Early Visual,90,6507,taskvec_a0p25,29,layer_29,0.06863832426555756
01,Early Visual,90,6507,taskvec_a0p25,30,layer_30,0.0732342939268506
01,Early Visual,90,6507,taskvec_a0p25,31,layer_31,0.07074189327382573
01,Early Visual,90,6507,taskvec_a0p25,32,layer_32,0.07009864860504632
01,Early Visual,90,6507,taskvec_a0p5,0,embedding,0.03486323018103823
01,Early Visual,90,6507,taskvec_a0p5,1,layer_1,0.031158951762316384
01,Early Visual,90,6507,taskvec_a0p5,2,layer_2,0.037696371440698775
01,Early Visual,90,6507,taskvec_a0p5,3,layer_3,0.05530572221154326
01,Early Visual,90,6507,taskvec_a0p5,4,layer_4,0.06914000526559216
01,Early Visual,90,6507,taskvec_a0p5,5,layer_5,0.07244941722102385
01,Early Visual,90,6507,taskvec_a0p5,6,layer_6,0.0754665332012794
01,Early Visual,90,6507,taskvec_a0p5,7,layer_7,0.07739386292231182
01,Early Visual,90,6507,taskvec_a0p5,8,layer_8,0.07398606561715831
01,Early Visual,90,6507,taskvec_a0p5,9,layer_9,0.07906042528995741
01,Early Visual,90,6507,taskvec_a0p5,10,layer_10,0.0792508967656359
01,Early Visual,90,6507,taskvec_a0p5,11,layer_11,0.07765447093645807
01,Early Visual,90,6507,taskvec_a0p5,12,layer_12,0.07669980640805305
01,Early Visual,90,6507,taskvec_a0p5,13,layer_13,0.07267771691585409
01,Early Visual,90,6507,taskvec_a0p5,14,layer_14,0.06632735048482213
01,Early Visual,90,6507,taskvec_a0p5,15,layer_15,0.05640323987971056
01,Early Visual,90,6507,taskvec_a0p5,16,layer_16,0.05420283800522432
01,Early Visual,90,6507,taskvec_a0p5,17,layer_17,0.05372145398510345
01,Early Visual,90,6507,taskvec_a0p5,18,layer_18,0.05811548217377676
01,Early Visual,90,6507,taskvec_a0p5,19,layer_19,0.059992614990455315
01,Early Visual,90,6507,taskvec_a0p5,20,layer_20,0.05734946409832957
01,Early Visual,90,6507,taskvec_a0p5,21,layer_21,0.05928382772218144
01,Early Visual,90,6507,taskvec_a0p5,22,layer_22,0.06098791476118744
01,Early Visual,90,6507,taskvec_a0p5,23,layer_23,0.06114958188645411
01,Early Visual,90,6507,taskvec_a0p5,24,layer_24,0.061045271470644646
01,Early Visual,90,6507,taskvec_a0p5,25,layer_25,0.06123098070177452
01,Early Visual,90,6507,taskvec_a0p5,26,layer_26,0.061262428626550985
01,Early Visual,90,6507,taskvec_a0p5,27,layer_27,0.060421657471027235
01,Early Visual,90,6507,taskvec_a0p5,28,layer_28,0.060324705800873575
01,Early Visual,90,6507,taskvec_a0p5,29,layer_29,0.059557380321739406
01,Early Visual,90,6507,taskvec_a0p5,30,layer_30,0.06484826315585794
01,Early Visual,90,6507,taskvec_a0p5,31,layer_31,0.062018152602500806
01,Early Visual,90,6507,taskvec_a0p5,32,layer_32,0.06333507218584099
01,Early Visual,90,6507,taskvec_a1p0,0,embedding,0.03486323018103823
01,Early Visual,90,6507,taskvec_a1p0,1,layer_1,0.03368754521239277
01,Early Visual,90,6507,taskvec_a1p0,2,layer_2,0.037582921714589386
01,Early Visual,90,6507,taskvec_a1p0,3,layer_3,0.05516868822303929
01,Early Visual,90,6507,taskvec_a1p0,4,layer_4,0.05632957209973708
01,Early Visual,90,6507,taskvec_a1p0,5,layer_5,0.0573673960206521
01,Early Visual,90,6507,taskvec_a1p0,6,layer_6,0.064450506085245
01,Early Visual,90,6507,taskvec_a1p0,7,layer_7,0.06895550742364791
01,Early Visual,90,6507,taskvec_a1p0,8,layer_8,0.0669546610427424
01,Early Visual,90,6507,taskvec_a1p0,9,layer_9,0.07459588024078367
01,Early Visual,90,6507,taskvec_a1p0,10,layer_10,0.07057518221166009
01,Early Visual,90,6507,taskvec_a1p0,11,layer_11,0.07160415729416161
01,Early Visual,90,6507,taskvec_a1p0,12,layer_12,0.07390438305470251
01,Early Visual,90,6507,taskvec_a1p0,13,layer_13,0.0703438154699465
01,Early Visual,90,6507,taskvec_a1p0,14,layer_14,0.06148034362454306
01,Early Visual,90,6507,taskvec_a1p0,15,layer_15,0.05000517572334005
01,Early Visual,90,6507,taskvec_a1p0,16,layer_16,0.047180798207067796
01,Early Visual,90,6507,taskvec_a1p0,17,layer_17,0.04514759269761598
01,Early Visual,90,6507,taskvec_a1p0,18,layer_18,0.04741335728450562
01,Early Visual,90,6507,taskvec_a1p0,19,layer_19,0.04900021285891919
01,Early Visual,90,6507,taskvec_a1p0,20,layer_20,0.04832916638803315
01,Early Visual,90,6507,taskvec_a1p0,21,layer_21,0.048913562386611244
01,Early Visual,90,6507,taskvec_a1p0,22,layer_22,0.048597939370768894
01,Early Visual,90,6507,taskvec_a1p0,23,layer_23,0.0488666553799192
01,Early Visual,90,6507,taskvec_a1p0,24,layer_24,0.04932703538727088
01,Early Visual,90,6507,taskvec_a1p0,25,layer_25,0.04977893623071923
01,Early Visual,90,6507,taskvec_a1p0,26,layer_26,0.04893704110777378
01,Early Visual,90,6507,taskvec_a1p0,27,layer_27,0.04985587578888639
01,Early Visual,90,6507,taskvec_a1p0,28,layer_28,0.05015315181582634
01,Early Visual,90,6507,taskvec_a1p0,29,layer_29,0.04953645515667652
01,Early Visual,90,6507,taskvec_a1p0,30,layer_30,0.04944073262157934
01,Early Visual,90,6507,taskvec_a1p0,31,layer_31,0.0475954641038476
01,Early Visual,90,6507,taskvec_a1p0,32,layer_32,0.048772884330222484
01,Ventral Visual,90,4404,base,0,embedding,0.10242468107999059
01,Ventral Visual,90,4404,base,1,layer_1,0.10681128703365013
01,Ventral Visual,90,4404,base,2,layer_2,0.1201792140182308
01,Ventral Visual,90,4404,base,3,layer_3,0.17907416451678712
01,Ventral Visual,90,4404,base,4,layer_4,0.1808233288697985
01,Ventral Visual,90,4404,base,5,layer_5,0.18722899685164154
01,Ventral Visual,90,4404,base,6,layer_6,0.21486312233393862
01,Ventral Visual,90,4404,base,7,layer_7,0.20400670120696823
01,Ventral Visual,90,4404,base,8,layer_8,0.17948621317781063
01,Ventral Visual,90,4404,base,9,layer_9,0.1785289304796561
01,Ventral Visual,90,4404,base,10,layer_10,0.17436032323195963
01,Ventral Visual,90,4404,base,11,layer_11,0.1664454825056619
01,Ventral Visual,90,4404,base,12,layer_12,0.15774024610769494
01,Ventral Visual,90,4404,base,13,layer_13,0.159368381566545
01,Ventral Visual,90,4404,base,14,layer_14,0.16161624822846474
01,Ventral Visual,90,4404,base,15,layer_15,0.16323577077558468
01,Ventral Visual,90,4404,base,16,layer_16,0.1647580917159695
01,Ventral Visual,90,4404,base,17,layer_17,0.1794283737806656
01,Ventral Visual,90,4404,base,18,layer_18,0.1926994961056229
01,Ventral Visual,90,4404,base,19,layer_19,0.2058624575343879
01,Ventral Visual,90,4404,base,20,layer_20,0.20647593191698382
01,Ventral Visual,90,4404,base,21,layer_21,0.21540471099559436
01,Ventral Visual,90,4404,base,22,layer_22,0.22804090698204585
01,Ventral Visual,90,4404,base,23,layer_23,0.23040314204579046
01,Ventral Visual,90,4404,base,24,layer_24,0.22965568447009205
01,Ventral Visual,90,4404,base,25,layer_25,0.23109061951192014
01,Ventral Visual,90,4404,base,26,layer_26,0.23215100833504693
01,Ventral Visual,90,4404,base,27,layer_27,0.23088708539408895
01,Ventral Visual,90,4404,base,28,layer_28,0.2327927541315325
01,Ventral Visual,90,4404,base,29,layer_29,0.23464508345108795
01,Ventral Visual,90,4404,base,30,layer_30,0.2339998219173838
01,Ventral Visual,90,4404,base,31,layer_31,0.2359474542222892
01,Ventral Visual,90,4404,base,32,layer_32,0.22834322358350922
01,Ventral Visual,90,4404,scrambled,0,embedding,0.10242468107999059
01,Ventral Visual,90,4404,scrambled,1,layer_1,0.09020590106208869
01,Ventral Visual,90,4404,scrambled,2,layer_2,0.0797233450859753
01,Ventral Visual,90,4404,scrambled,3,layer_3,0.11389912104907031
01,Ventral Visual,90,4404,scrambled,4,layer_4,0.11936421621837319
01,Ventral Visual,90,4404,scrambled,5,layer_5,0.13036021777291895
01,Ventral Visual,90,4404,scrambled,6,layer_6,0.15322158679987105
01,Ventral Visual,90,4404,scrambled,7,layer_7,0.15274499154970583
01,Ventral Visual,90,4404,scrambled,8,layer_8,0.14900340991765654
01,Ventral Visual,90,4404,scrambled,9,layer_9,0.1423535456766509
01,Ventral Visual,90,4404,scrambled,10,layer_10,0.14471647992770803
01,Ventral Visual,90,4404,scrambled,11,layer_11,0.14470798451232297
01,Ventral Visual,90,4404,scrambled,12,layer_12,0.14375586212662061
01,Ventral Visual,90,4404,scrambled,13,layer_13,0.13319466896629242
01,Ventral Visual,90,4404,scrambled,14,layer_14,0.13006523133691933
01,Ventral Visual,90,4404,scrambled,15,layer_15,0.11151695569114387
01,Ventral Visual,90,4404,scrambled,16,layer_16,0.10398012835311943
01,Ventral Visual,90,4404,scrambled,17,layer_17,0.11078185073596451
01,Ventral Visual,90,4404,scrambled,18,layer_18,0.12018134856629925
01,Ventral Visual,90,4404,scrambled,19,layer_19,0.13174262410296
01,Ventral Visual,90,4404,scrambled,20,layer_20,0.13504134650617175
01,Ventral Visual,90,4404,scrambled,21,layer_21,0.1417517434071255
01,Ventral Visual,90,4404,scrambled,22,layer_22,0.15104295201060167
01,Ventral Visual,90,4404,scrambled,23,layer_23,0.14931169043932485
01,Ventral Visual,90,4404,scrambled,24,layer_24,0.14963536615777356
01,Ventral Visual,90,4404,scrambled,25,layer_25,0.14863527967187087
01,Ventral Visual,90,4404,scrambled,26,layer_26,0.14805505395294868
01,Ventral Visual,90,4404,scrambled,27,layer_27,0.14519021248870295
01,Ventral Visual,90,4404,scrambled,28,layer_28,0.1485273823485607
01,Ventral Visual,90,4404,scrambled,29,layer_29,0.14301076232336646
01,Ventral Visual,90,4404,scrambled,30,layer_30,0.1361460024975987
01,Ventral Visual,90,4404,scrambled,31,layer_31,0.1382151131341952
01,Ventral Visual,90,4404,scrambled,32,layer_32,0.12577679388193955
01,Ventral Visual,90,4404,lowLR,0,embedding,0.10242468107999059
01,Ventral Visual,90,4404,lowLR,1,layer_1,0.11343161037720323
01,Ventral Visual,90,4404,lowLR,2,layer_2,0.13034825742954562
01,Ventral Visual,90,4404,lowLR,3,layer_3,0.18719526606067582
01,Ventral Visual,90,4404,lowLR,4,layer_4,0.19661737680047295
01,Ventral Visual,90,4404,lowLR,5,layer_5,0.19883343482944085
01,Ventral Visual,90,4404,lowLR,6,layer_6,0.2311575913078154
01,Ventral Visual,90,4404,lowLR,7,layer_7,0.2257568047461859
01,Ventral Visual,90,4404,lowLR,8,layer_8,0.21603705801846795
01,Ventral Visual,90,4404,lowLR,9,layer_9,0.22082551844874654
01,Ventral Visual,90,4404,lowLR,10,layer_10,0.21910502992868208
01,Ventral Visual,90,4404,lowLR,11,layer_11,0.21183968732926195
01,Ventral Visual,90,4404,lowLR,12,layer_12,0.2051790444330847
01,Ventral Visual,90,4404,lowLR,13,layer_13,0.2019557414207013
01,Ventral Visual,90,4404,lowLR,14,layer_14,0.19687020427763247
01,Ventral Visual,90,4404,lowLR,15,layer_15,0.18646911193596782
01,Ventral Visual,90,4404,lowLR,16,layer_16,0.1770128093861595
01,Ventral Visual,90,4404,lowLR,17,layer_17,0.1868707185529705
01,Ventral Visual,90,4404,lowLR,18,layer_18,0.1907212269556394
01,Ventral Visual,90,4404,lowLR,19,layer_19,0.20323429536520013
01,Ventral Visual,90,4404,lowLR,20,layer_20,0.20335079588671115
01,Ventral Visual,90,4404,lowLR,21,layer_21,0.20807338233670647
01,Ventral Visual,90,4404,lowLR,22,layer_22,0.22130857002033386
01,Ventral Visual,90,4404,lowLR,23,layer_23,0.22382138346842975
01,Ventral Visual,90,4404,lowLR,24,layer_24,0.22285964375470566
01,Ventral Visual,90,4404,lowLR,25,layer_25,0.2237187783374122
01,Ventral Visual,90,4404,lowLR,26,layer_26,0.22430540527215742
01,Ventral Visual,90,4404,lowLR,27,layer_27,0.2222144490949149
01,Ventral Visual,90,4404,lowLR,28,layer_28,0.2251677197281263
01,Ventral Visual,90,4404,lowLR,29,layer_29,0.22534177776763337
01,Ventral Visual,90,4404,lowLR,30,layer_30,0.22818835125880177
01,Ventral Visual,90,4404,lowLR,31,layer_31,0.2253315994832933
01,Ventral Visual,90,4404,lowLR,32,layer_32,0.21440240141906744
01,Ventral Visual,90,4404,lowrank,0,embedding,0.10242468107999059
01,Ventral Visual,90,4404,lowrank,1,layer_1,0.10778430322092358
01,Ventral Visual,90,4404,lowrank,2,layer_2,0.12260781303509347
01,Ventral Visual,90,4404,lowrank,3,layer_3,0.18377161590207192
01,Ventral Visual,90,4404,lowrank,4,layer_4,0.19438432588594987
01,Ventral Visual,90,4404,lowrank,5,layer_5,0.19904425857743074
01,Ventral Visual,90,4404,lowrank,6,layer_6,0.23086371651052723
01,Ventral Visual,90,4404,lowrank,7,layer_7,0.22423322104698917
01,Ventral Visual,90,4404,lowrank,8,layer_8,0.22526447320492207
01,Ventral Visual,90,4404,lowrank,9,layer_9,0.23333751444731046
01,Ventral Visual,90,4404,lowrank,10,layer_10,0.23478733229724721
01,Ventral Visual,90,4404,lowrank,11,layer_11,0.22968393683052032
01,Ventral Visual,90,4404,lowrank,12,layer_12,0.22237753103308705
01,Ventral Visual,90,4404,lowrank,13,layer_13,0.21703686150442986
01,Ventral Visual,90,4404,lowrank,14,layer_14,0.2060119026113854
01,Ventral Visual,90,4404,lowrank,15,layer_15,0.1956604639636272
01,Ventral Visual,90,4404,lowrank,16,layer_16,0.18008501340637967
01,Ventral Visual,90,4404,lowrank,17,layer_17,0.19055039847783317
01,Ventral Visual,90,4404,lowrank,18,layer_18,0.18976425098085306
01,Ventral Visual,90,4404,lowrank,19,layer_19,0.20142530090192867
01,Ventral Visual,90,4404,lowrank,20,layer_20,0.20173615476167267
01,Ventral Visual,90,4404,lowrank,21,layer_21,0.2070783551051913
01,Ventral Visual,90,4404,lowrank,22,layer_22,0.219843294396072
01,Ventral Visual,90,4404,lowrank,23,layer_23,0.22105550811088012
01,Ventral Visual,90,4404,lowrank,24,layer_24,0.21989552254884592
01,Ventral Visual,90,4404,lowrank,25,layer_25,0.2189693674157989
01,Ventral Visual,90,4404,lowrank,26,layer_26,0.21858332934471536
01,Ventral Visual,90,4404,lowrank,27,layer_27,0.21746266545696616
01,Ventral Visual,90,4404,lowrank,28,layer_28,0.22152785163718208
01,Ventral Visual,90,4404,lowrank,29,layer_29,0.2208559038628541
01,Ventral Visual,90,4404,lowrank,30,layer_30,0.22807265453184217
01,Ventral Visual,90,4404,lowrank,31,layer_31,0.2252389262492086
01,Ventral Visual,90,4404,lowrank,32,layer_32,0.21163858420894216
01,Ventral Visual,90,4404,taskvec_a0p25,0,embedding,0.10242468107999059
01,Ventral Visual,90,4404,taskvec_a0p25,1,layer_1,0.11121277913561398
01,Ventral Visual,90,4404,taskvec_a0p25,2,layer_2,0.13130706608579687
01,Ventral Visual,90,4404,taskvec_a0p25,3,layer_3,0.18856676222930213
01,Ventral Visual,90,4404,taskvec_a0p25,4,layer_4,0.1938156648708798
01,Ventral Visual,90,4404,taskvec_a0p25,5,layer_5,0.19988717530214276
01,Ventral Visual,90,4404,taskvec_a0p25,6,layer_6,0.22799507574872616
01,Ventral Visual,90,4404,taskvec_a0p25,7,layer_7,0.22021108448153276
01,Ventral Visual,90,4404,taskvec_a0p25,8,layer_8,0.21062715194719436
01,Ventral Visual,90,4404,taskvec_a0p25,9,layer_9,0.21337380423021626
01,Ventral Visual,90,4404,taskvec_a0p25,10,layer_10,0.20669253745650384
01,Ventral Visual,90,4404,taskvec_a0p25,11,layer_11,0.1987401856951465
01,Ventral Visual,90,4404,taskvec_a0p25,12,layer_12,0.1954399946810208
01,Ventral Visual,90,4404,taskvec_a0p25,13,layer_13,0.19019255336521013
01,Ventral Visual,90,4404,taskvec_a0p25,14,layer_14,0.18640416485054026
01,Ventral Visual,90,4404,taskvec_a0p25,15,layer_15,0.17303053882622732
01,Ventral Visual,90,4404,taskvec_a0p25,16,layer_16,0.1678627884257642
01,Ventral Visual,90,4404,taskvec_a0p25,17,layer_17,0.1768250866524804
01,Ventral Visual,90,4404,taskvec_a0p25,18,layer_18,0.18685078601720492
01,Ventral Visual,90,4404,taskvec_a0p25,19,layer_19,0.1995393420362708
01,Ventral Visual,90,4404,taskvec_a0p25,20,layer_20,0.1979557985885573
01,Ventral Visual,90,4404,taskvec_a0p25,21,layer_21,0.2043112980594399
01,Ventral Visual,90,4404,taskvec_a0p25,22,layer_22,0.21618897107910778
01,Ventral Visual,90,4404,taskvec_a0p25,23,layer_23,0.21675146979381638
01,Ventral Visual,90,4404,taskvec_a0p25,24,layer_24,0.2152379255875697
01,Ventral Visual,90,4404,taskvec_a0p25,25,layer_25,0.21560455714786017
