subject,region,n_concepts,n_voxels,arm,layer,layer_name,rsa_spearman
01,ATL (Semantic),90,8204,lowrank,6,layer_6,0.018766699856862367
01,ATL (Semantic),90,8204,lowrank,7,layer_7,0.018389577124508436
01,ATL (Semantic),90,8204,lowrank,8,layer_8,0.02442975096298482
01,ATL (Semantic),90,8204,lowrank,9,layer_9,0.02667709047914021
01,ATL (Semantic),90,8204,lowrank,10,layer_10,0.024890847716721263
01,ATL (Semantic),90,8204,lowrank,11,layer_11,0.02632935098618596
01,ATL (Semantic),90,8204,lowrank,12,layer_12,0.028241011850429185
01,ATL (Semantic),90,8204,lowrank,13,layer_13,0.025786596327414316
01,ATL (Semantic),90,8204,lowrank,14,layer_14,0.02559648350512616
01,ATL (Semantic),90,8204,lowrank,15,layer_15,0.02904779872923164
01,ATL (Semantic),90,8204,lowrank,16,layer_16,0.030054683191270446
01,ATL (Semantic),90,8204,lowrank,17,layer_17,0.029834744977199835
01,ATL (Semantic),90,8204,lowrank,18,layer_18,0.024853924350185574
01,ATL (Semantic),90,8204,lowrank,19,layer_19,0.03018827111844889
01,ATL (Semantic),90,8204,lowrank,20,layer_20,0.03058746803298515
01,ATL (Semantic),90,8204,lowrank,21,layer_21,0.032597315679995034
01,ATL (Semantic),90,8204,lowrank,22,layer_22,0.03767650596564529
01,ATL (Semantic),90,8204,lowrank,23,layer_23,0.03721984157005782
01,ATL (Semantic),90,8204,lowrank,24,layer_24,0.04028844261809421
01,ATL (Semantic),90,8204,lowrank,25,layer_25,0.03865028746695011
01,ATL (Semantic),90,8204,lowrank,26,layer_26,0.037326105526052804
01,ATL (Semantic),90,8204,lowrank,27,layer_27,0.03678938166139948
01,ATL (Semantic),90,8204,lowrank,28,layer_28,0.03924189650824419
01,ATL (Semantic),90,8204,lowrank,29,layer_29,0.038946942575208046
01,ATL (Semantic),90,8204,lowrank,30,layer_30,0.038402439294359846
01,ATL (Semantic),90,8204,lowrank,31,layer_31,0.03476896214531335
01,ATL (Semantic),90,8204,lowrank,32,layer_32,0.018397622168370542
01,ATL (Semantic),90,8204,taskvec_a0p25,0,embedding,0.026422347954455676
01,ATL (Semantic),90,8204,taskvec_a0p25,1,layer_1,0.010885740668033522
01,ATL (Semantic),90,8204,taskvec_a0p25,2,layer_2,0.017989240551464634
01,ATL (Semantic),90,8204,taskvec_a0p25,3,layer_3,0.029803915916320343
01,ATL (Semantic),90,8204,taskvec_a0p25,4,layer_4,0.029608867313546255
01,ATL (Semantic),90,8204,taskvec_a0p25,5,layer_5,0.02981538572646293
01,ATL (Semantic),90,8204,taskvec_a0p25,6,layer_6,0.02298392518680065
01,ATL (Semantic),90,8204,taskvec_a0p25,7,layer_7,0.022599657780033283
01,ATL (Semantic),90,8204,taskvec_a0p25,8,layer_8,0.026887418837134715
01,ATL (Semantic),90,8204,taskvec_a0p25,9,layer_9,0.029394148066701035
01,ATL (Semantic),90,8204,taskvec_a0p25,10,layer_10,0.02834162458714395
01,ATL (Semantic),90,8204,taskvec_a0p25,11,layer_11,0.030238774372573673
01,ATL (Semantic),90,8204,taskvec_a0p25,12,layer_12,0.03230167245997433
01,ATL (Semantic),90,8204,taskvec_a0p25,13,layer_13,0.030142857006494134
01,ATL (Semantic),90,8204,taskvec_a0p25,14,layer_14,0.031167259818664732
01,ATL (Semantic),90,8204,taskvec_a0p25,15,layer_15,0.03130267575734208
01,ATL (Semantic),90,8204,taskvec_a0p25,16,layer_16,0.03039253188299283
01,ATL (Semantic),90,8204,taskvec_a0p25,17,layer_17,0.031210131787916803
01,ATL (Semantic),90,8204,taskvec_a0p25,18,layer_18,0.027661557236296253
01,ATL (Semantic),90,8204,taskvec_a0p25,19,layer_19,0.033919503732200415
01,ATL (Semantic),90,8204,taskvec_a0p25,20,layer_20,0.03469950555389812
01,ATL (Semantic),90,8204,taskvec_a0p25,21,layer_21,0.036718685474203885
01,ATL (Semantic),90,8204,taskvec_a0p25,22,layer_22,0.04112958849169141
01,ATL (Semantic),90,8204,taskvec_a0p25,23,layer_23,0.041179340815280165
01,ATL (Semantic),90,8204,taskvec_a0p25,24,layer_24,0.04495600453966277
01,ATL (Semantic),90,8204,taskvec_a0p25,25,layer_25,0.04480966442967262
01,ATL (Semantic),90,8204,taskvec_a0p25,26,layer_26,0.04413204077864391
01,ATL (Semantic),90,8204,taskvec_a0p25,27,layer_27,0.041875698875592296
01,ATL (Semantic),90,8204,taskvec_a0p25,28,layer_28,0.04441469869114919
01,ATL (Semantic),90,8204,taskvec_a0p25,29,layer_29,0.04490648963714646
01,ATL (Semantic),90,8204,taskvec_a0p25,30,layer_30,0.043474130735373706
01,ATL (Semantic),90,8204,taskvec_a0p25,31,layer_31,0.04164690397756529
01,ATL (Semantic),90,8204,taskvec_a0p25,32,layer_32,0.02822122894037494
01,ATL (Semantic),90,8204,taskvec_a0p5,0,embedding,0.026422347954455676
01,ATL (Semantic),90,8204,taskvec_a0p5,1,layer_1,0.014570229537105068
01,ATL (Semantic),90,8204,taskvec_a0p5,2,layer_2,0.015880554754827615
01,ATL (Semantic),90,8204,taskvec_a0p5,3,layer_3,0.02917641239540413
01,ATL (Semantic),90,8204,taskvec_a0p5,4,layer_4,0.030980544490055505
01,ATL (Semantic),90,8204,taskvec_a0p5,5,layer_5,0.034622139347635375
01,ATL (Semantic),90,8204,taskvec_a0p5,6,layer_6,0.02937275682034948
01,ATL (Semantic),90,8204,taskvec_a0p5,7,layer_7,0.025478464310665448
01,ATL (Semantic),90,8204,taskvec_a0p5,8,layer_8,0.02969933464248172
01,ATL (Semantic),90,8204,taskvec_a0p5,9,layer_9,0.029733709328362296
01,ATL (Semantic),90,8204,taskvec_a0p5,10,layer_10,0.030460410212691903
01,ATL (Semantic),90,8204,taskvec_a0p5,11,layer_11,0.030034058566540744
01,ATL (Semantic),90,8204,taskvec_a0p5,12,layer_12,0.031256440665361
01,ATL (Semantic),90,8204,taskvec_a0p5,13,layer_13,0.02915879111922126
01,ATL (Semantic),90,8204,taskvec_a0p5,14,layer_14,0.029653407021063404
01,ATL (Semantic),90,8204,taskvec_a0p5,15,layer_15,0.03230156112798442
01,ATL (Semantic),90,8204,taskvec_a0p5,16,layer_16,0.033981804067686486
01,ATL (Semantic),90,8204,taskvec_a0p5,17,layer_17,0.03172252064643814
01,ATL (Semantic),90,8204,taskvec_a0p5,18,layer_18,0.030991244316200702
01,ATL (Semantic),90,8204,taskvec_a0p5,19,layer_19,0.036289030480888766
01,ATL (Semantic),90,8204,taskvec_a0p5,20,layer_20,0.03630058266923194
01,ATL (Semantic),90,8204,taskvec_a0p5,21,layer_21,0.039152161243182014
01,ATL (Semantic),90,8204,taskvec_a0p5,22,layer_22,0.042464289624448266
01,ATL (Semantic),90,8204,taskvec_a0p5,23,layer_23,0.04225209701601855
01,ATL (Semantic),90,8204,taskvec_a0p5,24,layer_24,0.045398905050999944
01,ATL (Semantic),90,8204,taskvec_a0p5,25,layer_25,0.04580939842654014
01,ATL (Semantic),90,8204,taskvec_a0p5,26,layer_26,0.04458825685749345
01,ATL (Semantic),90,8204,taskvec_a0p5,27,layer_27,0.04299571233047424
01,ATL (Semantic),90,8204,taskvec_a0p5,28,layer_28,0.045684101743832375
01,ATL (Semantic),90,8204,taskvec_a0p5,29,layer_29,0.04493050521760266
01,ATL (Semantic),90,8204,taskvec_a0p5,30,layer_30,0.04330389609044661
01,ATL (Semantic),90,8204,taskvec_a0p5,31,layer_31,0.04015582735143843
01,ATL (Semantic),90,8204,taskvec_a0p5,32,layer_32,0.03066289041259171
01,ATL (Semantic),90,8204,taskvec_a1p0,0,embedding,0.026422347954455676
01,ATL (Semantic),90,8204,taskvec_a1p0,1,layer_1,0.023749679502567025
01,ATL (Semantic),90,8204,taskvec_a1p0,2,layer_2,0.012550681063081003
01,ATL (Semantic),90,8204,taskvec_a1p0,3,layer_3,0.02955398400489192
01,ATL (Semantic),90,8204,taskvec_a1p0,4,layer_4,0.03128246040843437
01,ATL (Semantic),90,8204,taskvec_a1p0,5,layer_5,0.03599311509524841
01,ATL (Semantic),90,8204,taskvec_a1p0,6,layer_6,0.040861119617142894
01,ATL (Semantic),90,8204,taskvec_a1p0,7,layer_7,0.03687230251204515
01,ATL (Semantic),90,8204,taskvec_a1p0,8,layer_8,0.03924012715151849
01,ATL (Semantic),90,8204,taskvec_a1p0,9,layer_9,0.03291619982650852
01,ATL (Semantic),90,8204,taskvec_a1p0,10,layer_10,0.03358917835573638
01,ATL (Semantic),90,8204,taskvec_a1p0,11,layer_11,0.032645295284482574
01,ATL (Semantic),90,8204,taskvec_a1p0,12,layer_12,0.032781583946409745
01,ATL (Semantic),90,8204,taskvec_a1p0,13,layer_13,0.032657473061473805
01,ATL (Semantic),90,8204,taskvec_a1p0,14,layer_14,0.030458478714746
01,ATL (Semantic),90,8204,taskvec_a1p0,15,layer_15,0.03569268926962724
01,ATL (Semantic),90,8204,taskvec_a1p0,16,layer_16,0.03818150282835278
01,ATL (Semantic),90,8204,taskvec_a1p0,17,layer_17,0.03173232346551021
01,ATL (Semantic),90,8204,taskvec_a1p0,18,layer_18,0.03332227391980459
01,ATL (Semantic),90,8204,taskvec_a1p0,19,layer_19,0.03554895892344776
01,ATL (Semantic),90,8204,taskvec_a1p0,20,layer_20,0.036807716508390216
01,ATL (Semantic),90,8204,taskvec_a1p0,21,layer_21,0.03997782711341587
01,ATL (Semantic),90,8204,taskvec_a1p0,22,layer_22,0.04239593850738931
01,ATL (Semantic),90,8204,taskvec_a1p0,23,layer_23,0.04117982817293402
01,ATL (Semantic),90,8204,taskvec_a1p0,24,layer_24,0.04372194173503446
01,ATL (Semantic),90,8204,taskvec_a1p0,25,layer_25,0.04310011427761769
01,ATL (Semantic),90,8204,taskvec_a1p0,26,layer_26,0.041453004186432135
01,ATL (Semantic),90,8204,taskvec_a1p0,27,layer_27,0.04186024390324682
01,ATL (Semantic),90,8204,taskvec_a1p0,28,layer_28,0.04217767830550904
01,ATL (Semantic),90,8204,taskvec_a1p0,29,layer_29,0.041142070563668504
01,ATL (Semantic),90,8204,taskvec_a1p0,30,layer_30,0.037883541250401075
01,ATL (Semantic),90,8204,taskvec_a1p0,31,layer_31,0.035038927276974705
01,ATL (Semantic),90,8204,taskvec_a1p0,32,layer_32,0.02406992111480323
01,Prefrontal,90,8381,base,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,base,1,layer_1,-0.005957843831931577
01,Prefrontal,90,8381,base,2,layer_2,-5.283618234977713e-05
01,Prefrontal,90,8381,base,3,layer_3,-0.0003999170232965608
01,Prefrontal,90,8381,base,4,layer_4,0.00033587180170675714
01,Prefrontal,90,8381,base,5,layer_5,-0.0017004145777278212
01,Prefrontal,90,8381,base,6,layer_6,-0.004582734603994849
01,Prefrontal,90,8381,base,7,layer_7,-0.003967035636385544
01,Prefrontal,90,8381,base,8,layer_8,-0.0006062024983081601
01,Prefrontal,90,8381,base,9,layer_9,0.0002749696540471053
01,Prefrontal,90,8381,base,10,layer_10,-0.000804291809357245
01,Prefrontal,90,8381,base,11,layer_11,-0.0010835120664758231
01,Prefrontal,90,8381,base,12,layer_12,-0.0003593906845770623
01,Prefrontal,90,8381,base,13,layer_13,-0.002911138573375555
01,Prefrontal,90,8381,base,14,layer_14,-0.00353242749031089
01,Prefrontal,90,8381,base,15,layer_15,-0.0031180186284608304
01,Prefrontal,90,8381,base,16,layer_16,-0.002458942214477451
01,Prefrontal,90,8381,base,17,layer_17,0.0012667185694162084
01,Prefrontal,90,8381,base,18,layer_18,-0.004489404585889073
01,Prefrontal,90,8381,base,19,layer_19,-0.0017333744507029524
01,Prefrontal,90,8381,base,20,layer_20,-0.0003354218037810627
01,Prefrontal,90,8381,base,21,layer_21,0.0009142013276261343
01,Prefrontal,90,8381,base,22,layer_22,0.005145775968754984
01,Prefrontal,90,8381,base,23,layer_23,0.005815833340837968
01,Prefrontal,90,8381,base,24,layer_24,0.006807467561841619
01,Prefrontal,90,8381,base,25,layer_25,0.00903150039838266
01,Prefrontal,90,8381,base,26,layer_26,0.01037497154052658
01,Prefrontal,90,8381,base,27,layer_27,0.008731415667079587
01,Prefrontal,90,8381,base,28,layer_28,0.007825039894912615
01,Prefrontal,90,8381,base,29,layer_29,0.007575563958966382
01,Prefrontal,90,8381,base,30,layer_30,0.006104665695616348
01,Prefrontal,90,8381,base,31,layer_31,0.0027012108984655783
01,Prefrontal,90,8381,base,32,layer_32,-0.006130453434777847
01,Prefrontal,90,8381,scrambled,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,scrambled,1,layer_1,-0.0003953115028075621
01,Prefrontal,90,8381,scrambled,2,layer_2,0.004583607700841962
01,Prefrontal,90,8381,scrambled,3,layer_3,0.0022241355757934823
01,Prefrontal,90,8381,scrambled,4,layer_4,-0.0015282588955787026
01,Prefrontal,90,8381,scrambled,5,layer_5,0.0004531157818081366
01,Prefrontal,90,8381,scrambled,6,layer_6,-0.004318419570821867
01,Prefrontal,90,8381,scrambled,7,layer_7,-0.00805269027766742
01,Prefrontal,90,8381,scrambled,8,layer_8,-0.005852646682974225
01,Prefrontal,90,8381,scrambled,9,layer_9,-0.006483669303484525
01,Prefrontal,90,8381,scrambled,10,layer_10,-0.006951326051888691
01,Prefrontal,90,8381,scrambled,11,layer_11,-0.006220904885828849
01,Prefrontal,90,8381,scrambled,12,layer_12,-0.007988751531302874
01,Prefrontal,90,8381,scrambled,13,layer_13,-0.005446831866191591
01,Prefrontal,90,8381,scrambled,14,layer_14,-0.005488215050276453
01,Prefrontal,90,8381,scrambled,15,layer_15,-0.008355343303482891
01,Prefrontal,90,8381,scrambled,16,layer_16,-0.01078923152385992
01,Prefrontal,90,8381,scrambled,17,layer_17,-0.013471536345091182
01,Prefrontal,90,8381,scrambled,18,layer_18,-0.01042144629516381
01,Prefrontal,90,8381,scrambled,19,layer_19,-0.0088129555153738
01,Prefrontal,90,8381,scrambled,20,layer_20,-0.006571034654190819
01,Prefrontal,90,8381,scrambled,21,layer_21,-0.005986868044343629
01,Prefrontal,90,8381,scrambled,22,layer_22,-0.002076341425183331
01,Prefrontal,90,8381,scrambled,23,layer_23,-0.0010691011117337922
01,Prefrontal,90,8381,scrambled,24,layer_24,0.00037218284229789445
01,Prefrontal,90,8381,scrambled,25,layer_25,0.0010619745567885155
01,Prefrontal,90,8381,scrambled,26,layer_26,0.0014202050350075504
01,Prefrontal,90,8381,scrambled,27,layer_27,-0.0008435667839820039
01,Prefrontal,90,8381,scrambled,28,layer_28,-0.0005398596534364791
01,Prefrontal,90,8381,scrambled,29,layer_29,0.00010796027445210974
01,Prefrontal,90,8381,scrambled,30,layer_30,-0.0012075450563785479
01,Prefrontal,90,8381,scrambled,31,layer_31,-0.0001855779116853797
01,Prefrontal,90,8381,scrambled,32,layer_32,-0.008939752564764486
01,Prefrontal,90,8381,lowLR,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,lowLR,1,layer_1,0.0017610991049709379
01,Prefrontal,90,8381,lowLR,2,layer_2,0.00232060399786339
01,Prefrontal,90,8381,lowLR,3,layer_3,-0.0008435256882810273
01,Prefrontal,90,8381,lowLR,4,layer_4,-0.000915883075789284
01,Prefrontal,90,8381,lowLR,5,layer_5,-0.0014781339087015404
01,Prefrontal,90,8381,lowLR,6,layer_6,-0.004237837999554975
01,Prefrontal,90,8381,lowLR,7,layer_7,-0.004742384303940845
01,Prefrontal,90,8381,lowLR,8,layer_8,-0.003450258130597173
01,Prefrontal,90,8381,lowLR,9,layer_9,-0.002963047300473745
01,Prefrontal,90,8381,lowLR,10,layer_10,-0.004411170513141153
01,Prefrontal,90,8381,lowLR,11,layer_11,-0.003462810438863214
01,Prefrontal,90,8381,lowLR,12,layer_12,-0.004824654534920598
01,Prefrontal,90,8381,lowLR,13,layer_13,-0.005653476554989454
01,Prefrontal,90,8381,lowLR,14,layer_14,-0.006228478076324285
01,Prefrontal,90,8381,lowLR,15,layer_15,-0.005596731611080873
01,Prefrontal,90,8381,lowLR,16,layer_16,-0.0040227369362879585
01,Prefrontal,90,8381,lowLR,17,layer_17,-0.0027462346012610502
01,Prefrontal,90,8381,lowLR,18,layer_18,-0.006168310981316193
01,Prefrontal,90,8381,lowLR,19,layer_19,-0.002983984439329512
01,Prefrontal,90,8381,lowLR,20,layer_20,-0.001930993029177214
01,Prefrontal,90,8381,lowLR,21,layer_21,0.000772690896493956
01,Prefrontal,90,8381,lowLR,22,layer_22,0.00515650138631397
01,Prefrontal,90,8381,lowLR,23,layer_23,0.005546139254004423
01,Prefrontal,90,8381,lowLR,24,layer_24,0.005380588398196817
01,Prefrontal,90,8381,lowLR,25,layer_25,0.006475295307215965
01,Prefrontal,90,8381,lowLR,26,layer_26,0.005911796472584504
01,Prefrontal,90,8381,lowLR,27,layer_27,0.005870767458722605
01,Prefrontal,90,8381,lowLR,28,layer_28,0.0068763023005816125
01,Prefrontal,90,8381,lowLR,29,layer_29,0.006182482086603433
01,Prefrontal,90,8381,lowLR,30,layer_30,0.005095189028839116
01,Prefrontal,90,8381,lowLR,31,layer_31,0.0023474751691415457
01,Prefrontal,90,8381,lowLR,32,layer_32,-0.0029862445160845877
01,Prefrontal,90,8381,lowrank,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,lowrank,1,layer_1,-0.002898853947561785
01,Prefrontal,90,8381,lowrank,2,layer_2,-0.002319253256891743
01,Prefrontal,90,8381,lowrank,3,layer_3,-0.0029184773315767834
01,Prefrontal,90,8381,lowrank,4,layer_4,-0.0006115548397630893
01,Prefrontal,90,8381,lowrank,5,layer_5,-0.002680462239438382
01,Prefrontal,90,8381,lowrank,6,layer_6,-0.006667040189228817
01,Prefrontal,90,8381,lowrank,7,layer_7,-0.006673536859157304
01,Prefrontal,90,8381,lowrank,8,layer_8,-0.00424762064437383
01,Prefrontal,90,8381,lowrank,9,layer_9,-0.0029870356083283884
01,Prefrontal,90,8381,lowrank,10,layer_10,-0.005001539958654848
01,Prefrontal,90,8381,lowrank,11,layer_11,-0.005055162750081047
01,Prefrontal,90,8381,lowrank,12,layer_12,-0.005788565409246747
01,Prefrontal,90,8381,lowrank,13,layer_13,-0.006257776509141036
01,Prefrontal,90,8381,lowrank,14,layer_14,-0.006705157572676519
01,Prefrontal,90,8381,lowrank,15,layer_15,-0.004803693859436089
01,Prefrontal,90,8381,lowrank,16,layer_16,-0.003646544087567945
01,Prefrontal,90,8381,lowrank,17,layer_17,-0.00415915859884738
01,Prefrontal,90,8381,lowrank,18,layer_18,-0.005291675607550111
01,Prefrontal,90,8381,lowrank,19,layer_19,-0.0013619449673234166
01,Prefrontal,90,8381,lowrank,20,layer_20,-0.0009053272713961456
01,Prefrontal,90,8381,lowrank,21,layer_21,-1.1406111806073662e-05
01,Prefrontal,90,8381,lowrank,22,layer_22,0.005008407984281253
01,Prefrontal,90,8381,lowrank,23,layer_23,0.004808579764684933
01,Prefrontal,90,8381,lowrank,24,layer_24,0.0048660405209850705
01,Prefrontal,90,8381,lowrank,25,layer_25,0.005169382273389185
01,Prefrontal,90,8381,lowrank,26,layer_26,0.003972841898537625
01,Prefrontal,90,8381,lowrank,27,layer_27,0.004122294447480825
01,Prefrontal,90,8381,lowrank,28,layer_28,0.004570165857448417
01,Prefrontal,90,8381,lowrank,29,layer_29,0.0034672734319892797
01,Prefrontal,90,8381,lowrank,30,layer_30,0.00297286487663843
01,Prefrontal,90,8381,lowrank,31,layer_31,0.0001810110585150273
01,Prefrontal,90,8381,lowrank,32,layer_32,-0.0026215427725522133
01,Prefrontal,90,8381,taskvec_a0p25,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,taskvec_a0p25,1,layer_1,-0.0036863122106044243
01,Prefrontal,90,8381,taskvec_a0p25,2,layer_2,-0.0006239918932677549
01,Prefrontal,90,8381,taskvec_a0p25,3,layer_3,-0.0018547255725196682
01,Prefrontal,90,8381,taskvec_a0p25,4,layer_4,-0.0017816830075969457
01,Prefrontal,90,8381,taskvec_a0p25,5,layer_5,0.0011108801221385155
01,Prefrontal,90,8381,taskvec_a0p25,6,layer_6,-0.004152016539614918
01,Prefrontal,90,8381,taskvec_a0p25,7,layer_7,-0.0026588778432922334
01,Prefrontal,90,8381,taskvec_a0p25,8,layer_8,0.0024755768202396017
01,Prefrontal,90,8381,taskvec_a0p25,9,layer_9,0.0029652240650350228
01,Prefrontal,90,8381,taskvec_a0p25,10,layer_10,0.001125968969148021
01,Prefrontal,90,8381,taskvec_a0p25,11,layer_11,0.0018431718897873601
01,Prefrontal,90,8381,taskvec_a0p25,12,layer_12,0.0022354398823403185
01,Prefrontal,90,8381,taskvec_a0p25,13,layer_13,0.0008593114810193687
01,Prefrontal,90,8381,taskvec_a0p25,14,layer_14,-0.00035400415897086625
01,Prefrontal,90,8381,taskvec_a0p25,15,layer_15,-0.001205780930014804
01,Prefrontal,90,8381,taskvec_a0p25,16,layer_16,-0.0014251294207763999
01,Prefrontal,90,8381,taskvec_a0p25,17,layer_17,-0.0004816806563624539
01,Prefrontal,90,8381,taskvec_a0p25,18,layer_18,-0.0033070209328294113
01,Prefrontal,90,8381,taskvec_a0p25,19,layer_19,-0.00016784754509627874
01,Prefrontal,90,8381,taskvec_a0p25,20,layer_20,0.0010102401128221947
01,Prefrontal,90,8381,taskvec_a0p25,21,layer_21,0.0020774685681819367
01,Prefrontal,90,8381,taskvec_a0p25,22,layer_22,0.006833408849485858
01,Prefrontal,90,8381,taskvec_a0p25,23,layer_23,0.0073424513971558575
01,Prefrontal,90,8381,taskvec_a0p25,24,layer_24,0.008349488660482844
01,Prefrontal,90,8381,taskvec_a0p25,25,layer_25,0.010080711004045104
01,Prefrontal,90,8381,taskvec_a0p25,26,layer_26,0.010496048255139955
01,Prefrontal,90,8381,taskvec_a0p25,27,layer_27,0.009305927962774156
01,Prefrontal,90,8381,taskvec_a0p25,28,layer_28,0.010234383521082687
01,Prefrontal,90,8381,taskvec_a0p25,29,layer_29,0.009221997839072228
01,Prefrontal,90,8381,taskvec_a0p25,30,layer_30,0.008221382526217411
01,Prefrontal,90,8381,taskvec_a0p25,31,layer_31,0.004596027942468955
01,Prefrontal,90,8381,taskvec_a0p25,32,layer_32,-0.002549660227188878
01,Prefrontal,90,8381,taskvec_a0p5,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,taskvec_a0p5,1,layer_1,-0.0005574620629566301
01,Prefrontal,90,8381,taskvec_a0p5,2,layer_2,-0.0016833914307928007
01,Prefrontal,90,8381,taskvec_a0p5,3,layer_3,-0.0020869556975510405
01,Prefrontal,90,8381,taskvec_a0p5,4,layer_4,-0.0013944081427126522
01,Prefrontal,90,8381,taskvec_a0p5,5,layer_5,0.0027606709606182306
01,Prefrontal,90,8381,taskvec_a0p5,6,layer_6,-0.001781031453937825
01,Prefrontal,90,8381,taskvec_a0p5,7,layer_7,-0.0016300026980635284
01,Prefrontal,90,8381,taskvec_a0p5,8,layer_8,0.0029211365970272557
01,Prefrontal,90,8381,taskvec_a0p5,9,layer_9,0.0022282664409362008
01,Prefrontal,90,8381,taskvec_a0p5,10,layer_10,0.0012866567091409603
01,Prefrontal,90,8381,taskvec_a0p5,11,layer_11,0.0002712441419549297
01,Prefrontal,90,8381,taskvec_a0p5,12,layer_12,-0.0006422509000103283
01,Prefrontal,90,8381,taskvec_a0p5,13,layer_13,-0.001469650448429471
01,Prefrontal,90,8381,taskvec_a0p5,14,layer_14,-0.0022210238840349853
01,Prefrontal,90,8381,taskvec_a0p5,15,layer_15,-0.002868469280648764
01,Prefrontal,90,8381,taskvec_a0p5,16,layer_16,-0.0013236981324176375
01,Prefrontal,90,8381,taskvec_a0p5,17,layer_17,-0.002716497752034335
01,Prefrontal,90,8381,taskvec_a0p5,18,layer_18,-0.002295550377360247
01,Prefrontal,90,8381,taskvec_a0p5,19,layer_19,-1.8771769011577836e-05
01,Prefrontal,90,8381,taskvec_a0p5,20,layer_20,0.0005251636439685826
01,Prefrontal,90,8381,taskvec_a0p5,21,layer_21,0.002558134160730267
01,Prefrontal,90,8381,taskvec_a0p5,22,layer_22,0.005805480773366025
01,Prefrontal,90,8381,taskvec_a0p5,23,layer_23,0.006666638011755169
01,Prefrontal,90,8381,taskvec_a0p5,24,layer_24,0.007646739097876999
01,Prefrontal,90,8381,taskvec_a0p5,25,layer_25,0.008958387036775073
01,Prefrontal,90,8381,taskvec_a0p5,26,layer_26,0.008024271853247491
01,Prefrontal,90,8381,taskvec_a0p5,27,layer_27,0.007795265872756379
01,Prefrontal,90,8381,taskvec_a0p5,28,layer_28,0.009669684318385425
01,Prefrontal,90,8381,taskvec_a0p5,29,layer_29,0.007783249116193521
01,Prefrontal,90,8381,taskvec_a0p5,30,layer_30,0.008130691972906182
01,Prefrontal,90,8381,taskvec_a0p5,31,layer_31,0.00495654726443375
01,Prefrontal,90,8381,taskvec_a0p5,32,layer_32,0.0006844948522320106
01,Prefrontal,90,8381,taskvec_a1p0,0,embedding,0.009632573147742551
01,Prefrontal,90,8381,taskvec_a1p0,1,layer_1,0.007808050558531579
01,Prefrontal,90,8381,taskvec_a1p0,2,layer_2,-0.0023832250666157113
01,Prefrontal,90,8381,taskvec_a1p0,3,layer_3,0.0010976900833127728
01,Prefrontal,90,8381,taskvec_a1p0,4,layer_4,-3.604765450760503e-05
01,Prefrontal,90,8381,taskvec_a1p0,5,layer_5,0.0015474793549254892
01,Prefrontal,90,8381,taskvec_a1p0,6,layer_6,0.002240212400814195
01,Prefrontal,90,8381,taskvec_a1p0,7,layer_7,0.002580377395682528
01,Prefrontal,90,8381,taskvec_a1p0,8,layer_8,0.00511805392966797
01,Prefrontal,90,8381,taskvec_a1p0,9,layer_9,0.0019678166452387143
01,Prefrontal,90,8381,taskvec_a1p0,10,layer_10,0.0013556274372914583
01,Prefrontal,90,8381,taskvec_a1p0,11,layer_11,-0.0005892066239746967
01,Prefrontal,90,8381,taskvec_a1p0,12,layer_12,-0.0014523457959427603
01,Prefrontal,90,8381,taskvec_a1p0,13,layer_13,-0.001023658045989717
01,Prefrontal,90,8381,taskvec_a1p0,14,layer_14,-0.0014982396068070928
01,Prefrontal,90,8381,taskvec_a1p0,15,layer_15,-0.0034606211587930027
01,Prefrontal,90,8381,taskvec_a1p0,16,layer_16,-0.0020054128604785767
01,Prefrontal,90,8381,taskvec_a1p0,17,layer_17,-0.005286100415316704
01,Prefrontal,90,8381,taskvec_a1p0,18,layer_18,-0.002663947745202268
01,Prefrontal,90,8381,taskvec_a1p0,19,layer_19,-0.001983792785792034
01,Prefrontal,90,8381,taskvec_a1p0,20,layer_20,-0.0016975808423468396
01,Prefrontal,90,8381,taskvec_a1p0,21,layer_21,0.0015639757296934452
01,Prefrontal,90,8381,taskvec_a1p0,22,layer_22,0.0032956320064982917
01,Prefrontal,90,8381,taskvec_a1p0,23,layer_23,0.0027008550470548486
01,Prefrontal,90,8381,taskvec_a1p0,24,layer_24,0.0034512687112439175
01,Prefrontal,90,8381,taskvec_a1p0,25,layer_25,0.004144649388020287
01,Prefrontal,90,8381,taskvec_a1p0,26,layer_26,0.0025240034338745825
01,Prefrontal,90,8381,taskvec_a1p0,27,layer_27,0.0037220923694583994
01,Prefrontal,90,8381,taskvec_a1p0,28,layer_28,0.004499431002934175
01,Prefrontal,90,8381,taskvec_a1p0,29,layer_29,0.003730562380228331
01,Prefrontal,90,8381,taskvec_a1p0,30,layer_30,0.003560819389323824
01,Prefrontal,90,8381,taskvec_a1p0,31,layer_31,0.0034376596830668535
01,Prefrontal,90,8381,taskvec_a1p0,32,layer_32,-0.0015909076105298625
01,TGd,90,1914,base,0,embedding,-0.005753975469214166
01,TGd,90,1914,base,1,layer_1,-0.025620395972732638
01,TGd,90,1914,base,2,layer_2,-0.01359103405079385
