subject,region,n_concepts,n_voxels,arm,layer,layer_name,rsa_spearman,selection
03,TE2p,90,427,taskvec_a1p0,6,layer_6,0.054044948882467886,best_mean_subjects
03,TF,90,642,base,30,layer_30,0.02331068401681583,best_mean_subjects
03,TF,90,642,scrambled,6,layer_6,0.025355611514575317,best_mean_subjects
03,TF,90,642,lowLR,30,layer_30,0.023639760457567455,best_mean_subjects
03,TF,90,642,lowrank,30,layer_30,0.024795902077171184,best_mean_subjects
03,TF,90,642,taskvec_a0p25,30,layer_30,0.026190630579552815,best_mean_subjects
03,TF,90,642,taskvec_a0p5,6,layer_6,0.024201685700448793,best_mean_subjects
03,TF,90,642,taskvec_a1p0,6,layer_6,0.024034624577630295,best_mean_subjects
03,PeEc,90,841,base,31,layer_31,0.018618497924819344,best_mean_subjects
03,PeEc,90,841,scrambled,1,layer_1,0.02870167485772169,best_mean_subjects
03,PeEc,90,841,lowLR,31,layer_31,0.017153922235064567,best_mean_subjects
03,PeEc,90,841,lowrank,12,layer_12,0.012374718051035039,best_mean_subjects
03,PeEc,90,841,taskvec_a0p25,31,layer_31,0.013361920847882916,best_mean_subjects
03,PeEc,90,841,taskvec_a0p5,3,layer_3,0.019705051259966078,best_mean_subjects
03,PeEc,90,841,taskvec_a1p0,3,layer_3,0.027006161876328538,best_mean_subjects
03,EC,90,390,base,30,layer_30,0.01960201593167874,best_mean_subjects
03,EC,90,390,scrambled,2,layer_2,0.02183346224587733,best_mean_subjects
03,EC,90,390,lowLR,17,layer_17,0.020273838550917314,best_mean_subjects
03,EC,90,390,lowrank,30,layer_30,0.023040447279930754,best_mean_subjects
03,EC,90,390,taskvec_a0p25,30,layer_30,0.020995409944570474,best_mean_subjects
03,EC,90,390,taskvec_a0p5,30,layer_30,0.020878598403322554,best_mean_subjects
03,EC,90,390,taskvec_a1p0,2,layer_2,0.014207601071686967,best_mean_subjects
