analysis,target,hub_metric,n,spearman_r,spearman_p,pearson_r,pearson_p,region
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,0.5714285714285715,0.1802019889115274,0.7141010084813916,0.07145109095611013,Language
arm_summary_raw,mean_rsa_spearman,mid_linear_cka,7,0.5714285714285715,0.1802019889115274,0.6262550256364149,0.1324041024972945,Language
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top1,7,0.0,1.0,-0.053677494860168304,0.9090054768475804,Language
arm_summary_raw,mean_rsa_spearman,mid_retrieval_top5,7,0.39285714285714296,0.38331687042697266,0.26754779893772374,0.5618770301308764,Language
arm_summary_raw,mean_rsa_spearman,mid_concept_minus_format_alignment,7,-0.10714285714285716,0.8191508555699912,-0.08806680417559813,0.8510722444595642,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_cross_format_rdm_spearman,6,0.8285714285714287,0.04156268221574334,0.8598610612966562,0.0280822943582977,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_linear_cka,6,0.942857142857143,0.004804664723032055,0.9540014346508746,0.0031251385747064833,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top1,6,-0.2571428571428572,0.6227871720116618,0.0037993510069251196,0.9943010009115574,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_retrieval_top5,6,0.028571428571428574,0.9571545189504373,0.24798675282846627,0.6356451446915238,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,best_concept_minus_format_alignment,6,-0.5428571428571429,0.26570262390670557,-0.15470756268502014,0.7697900746335299,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_cross_format_rdm_spearman,6,0.3714285714285715,0.46847813411078715,0.7722848352001476,0.07187730099402385,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_linear_cka,6,0.3714285714285715,0.46847813411078715,0.6757978090709533,0.14062262123995725,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top1,6,-0.3714285714285715,0.46847813411078715,-0.21744571536487026,0.6789721305977342,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_retrieval_top5,6,0.14285714285714288,0.7871720116618075,0.18808480054763907,0.7211996329925795,Language
arm_summary_delta_vs_base,mean_rsa_delta_vs_base,mid_concept_minus_format_alignment,6,-0.5428571428571429,0.26570262390670557,-0.25468137467050656,0.6262375863921944,Language
arm_summary_raw,mean_rsa_spearman,best_cross_format_rdm_spearman,7,-0.21428571428571433,0.6445115810207203,-0.08822224882953475,0.8508114228737884,PeEc
arm_summary_raw,mean_rsa_spearman,best_linear_cka,7,0.14285714285714288,0.7599453002180929,0.34855388870774645,0.4435558718403802,PeEc
arm_summary_raw,mean_rsa_spearman,best_retrieval_top1,7,-0.07142857142857144,0.8790481931481541,-0.13869822157772496,0.7667968444310953,PeEc
arm_summary_raw,mean_rsa_spearman,best_retrieval_top5,7,0.07142857142857144,0.8790481931481541,-0.03984507235127224,0.9324105875997949,PeEc
arm_summary_raw,mean_rsa_spearman,best_concept_minus_format_alignment,7,0.3571428571428572,0.4316113520383278,0.2511869215361367,0.5868962584778669,PeEc
arm_summary_raw,mean_rsa_spearman,mid_cross_format_rdm_spearman,7,-0.3214285714285715,0.4820720382996776,-0.01835146695184721,0.9688508278677288,PeEc
