region,arm,layer_name,n_subjects,mean_rsa_spearman,se_rsa_spearman,n_concepts,formats,best_layer,best_layer_name,best_cross_format_rdm_spearman,best_linear_cka,best_retrieval_top1,best_retrieval_top5,best_concept_minus_format_alignment,mid_layer_start,mid_layer_end,mid_cross_format_rdm_spearman,mid_linear_cka,mid_retrieval_top1,mid_retrieval_top5,mid_concept_minus_format_alignment,base_mean_rsa_spearman,mean_rsa_delta_vs_base
TE2p,lowLR,layer_30,3,0.0933683077798365,0.0398429883233652,128,"triplet,pairwise,feature_listing",8,layer_8,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,10,20,0.6211392833568842,0.6899302466349169,0.0729166666666666,0.3063446969696969,-0.9303763908418742,0.0947403041329567,-0.0013719963531202
TE2p,lowrank,layer_30,3,0.092684998912175,0.0448392410126539,128,"triplet,pairwise,feature_listing",8,layer_8,0.8785470708437854,0.9476561546325684,0.1028645833333333,0.359375,-0.9684438789263368,10,20,0.6636738605675485,0.7466792175264069,0.0968276515151515,0.407907196969697,-0.9310713747346944,0.0947403041329567,-0.002055305220781692
TE2p,scrambled,layer_28,3,0.0624259594399889,0.0117953771454441,128,"triplet,pairwise,feature_listing",4,layer_4,0.6796956667687993,0.440745602051417,0.1276041666666666,0.3046875,-0.875843895599246,10,20,0.3471955904669872,0.4600809758359735,0.109375,0.2666903409090909,-0.8651859365742315,0.0947403041329567,-0.032314344692967796
TE2p,taskvec_a0p25,layer_6,3,0.0897894465060569,0.028972977038457,128,"triplet,pairwise,feature_listing",11,layer_11,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,10,20,0.676997994075692,0.7808645593397544,0.2062026515151515,0.5392992424242423,-0.8716299812394109,0.0947403041329567,-0.004950857626899799
TE2p,taskvec_a0p5,layer_6,3,0.0930539064893712,0.0276090563090338,128,"triplet,pairwise,feature_listing",11,layer_11,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,10,20,0.6372132719747771,0.7464240373987139,0.1577888257575757,0.4744318181818181,-0.8434505520219152,0.0947403041329567,-0.0016863976435854966
TE2p,taskvec_a1p0,layer_6,3,0.0902510032203133,0.0233947280493931,128,"triplet,pairwise,feature_listing",7,layer_7,0.7567880709637492,0.8899276653925577,0.234375,0.58203125,-0.7158977389335632,10,20,0.4867208733837115,0.5504800514741377,0.0636837121212121,0.1896306818181818,-0.7862517591565847,0.0947403041329567,-0.004489300912643393
TF,base,layer_30,3,0.0667630324117503,0.0217436897450185,128,"triplet,pairwise,feature_listing",3,layer_3,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,10,20,0.3229568784016629,0.3889826156876304,0.0191761363636363,0.0800189393939393,-0.967289013534107,0.0667630324117503,0.0
TF,lowLR,layer_30,3,0.0728733391772541,0.0246952402672635,128,"triplet,pairwise,feature_listing",8,layer_8,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,10,20,0.6211392833568842,0.6899302466349169,0.0729166666666666,0.3063446969696969,-0.9303763908418742,0.0667630324117503,0.006110306765503795
TF,lowrank,layer_30,3,0.0740986370160586,0.0250756260321223,128,"triplet,pairwise,feature_listing",8,layer_8,0.8785470708437854,0.9476561546325684,0.1028645833333333,0.359375,-0.9684438789263368,10,20,0.6636738605675485,0.7466792175264069,0.0968276515151515,0.407907196969697,-0.9310713747346944,0.0667630324117503,0.007335604604308293
TF,scrambled,layer_6,3,0.0583442375950243,0.0166349854385712,128,"triplet,pairwise,feature_listing",4,layer_4,0.6796956667687993,0.440745602051417,0.1276041666666666,0.3046875,-0.875843895599246,10,20,0.3471955904669872,0.4600809758359735,0.109375,0.2666903409090909,-0.8651859365742315,0.0667630324117503,-0.008418794816726
TF,taskvec_a0p25,layer_30,3,0.0681598639554963,0.0213189988911319,128,"triplet,pairwise,feature_listing",11,layer_11,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,10,20,0.676997994075692,0.7808645593397544,0.2062026515151515,0.5392992424242423,-0.8716299812394109,0.0667630324117503,0.0013968315437459938
TF,taskvec_a0p5,layer_6,3,0.0710695514770301,0.0247166491312681,128,"triplet,pairwise,feature_listing",11,layer_11,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,10,20,0.6372132719747771,0.7464240373987139,0.1577888257575757,0.4744318181818181,-0.8434505520219152,0.0667630324117503,0.004306519065279804
TF,taskvec_a1p0,layer_6,3,0.067623412069664,0.0234960526772242,128,"triplet,pairwise,feature_listing",7,layer_7,0.7567880709637492,0.8899276653925577,0.234375,0.58203125,-0.7158977389335632,10,20,0.4867208733837115,0.5504800514741377,0.0636837121212121,0.1896306818181818,-0.7862517591565847,0.0667630324117503,0.0008603796579137041
TGd,base,layer_24,3,0.0144121422209907,0.0159291412258657,128,"triplet,pairwise,feature_listing",3,layer_3,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,10,20,0.3229568784016629,0.3889826156876304,0.0191761363636363,0.0800189393939393,-0.967289013534107,0.0144121422209907,0.0
TGd,lowLR,layer_29,3,0.0180723134562039,0.0211464124149883,128,"triplet,pairwise,feature_listing",8,layer_8,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,10,20,0.6211392833568842,0.6899302466349169,0.0729166666666666,0.3063446969696969,-0.9303763908418742,0.0144121422209907,0.0036601712352132
TGd,lowrank,layer_29,3,0.0201500581127769,0.0251142580531274,128,"triplet,pairwise,feature_listing",8,layer_8,0.8785470708437854,0.9476561546325684,0.1028645833333333,0.359375,-0.9684438789263368,10,20,0.6636738605675485,0.7466792175264069,0.0968276515151515,0.407907196969697,-0.9310713747346944,0.0144121422209907,0.0057379158917862
TGd,scrambled,layer_29,3,0.0184672621337848,0.0259213188235462,128,"triplet,pairwise,feature_listing",4,layer_4,0.6796956667687993,0.440745602051417,0.1276041666666666,0.3046875,-0.875843895599246,10,20,0.3471955904669872,0.4600809758359735,0.109375,0.2666903409090909,-0.8651859365742315,0.0144121422209907,0.0040551199127941
TGd,taskvec_a0p25,layer_29,3,0.0182914615742901,0.0216895975815231,128,"triplet,pairwise,feature_listing",11,layer_11,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,10,20,0.676997994075692,0.7808645593397544,0.2062026515151515,0.5392992424242423,-0.8716299812394109,0.0144121422209907,0.0038793193532993993
TGd,taskvec_a0p5,layer_29,3,0.0224456304078443,0.0262175390739524,128,"triplet,pairwise,feature_listing",11,layer_11,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,10,20,0.6372132719747771,0.7464240373987139,0.1577888257575757,0.4744318181818181,-0.8434505520219152,0.0144121422209907,0.0080334881868536
TGd,taskvec_a1p0,layer_29,3,0.0269256696570781,0.0292151417232806,128,"triplet,pairwise,feature_listing",7,layer_7,0.7567880709637492,0.8899276653925577,0.234375,0.58203125,-0.7158977389335632,10,20,0.4867208733837115,0.5504800514741377,0.0636837121212121,0.1896306818181818,-0.7862517591565847,0.0144121422209907,0.012513527436087399
TGv,base,layer_31,3,0.0234108626334893,0.0133781091010551,128,"triplet,pairwise,feature_listing",3,layer_3,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,10,20,0.3229568784016629,0.3889826156876304,0.0191761363636363,0.0800189393939393,-0.967289013534107,0.0234108626334893,0.0
TGv,lowLR,layer_31,3,0.0253559244022986,0.0113798972298507,128,"triplet,pairwise,feature_listing",8,layer_8,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,10,20,0.6211392833568842,0.6899302466349169,0.0729166666666666,0.3063446969696969,-0.9303763908418742,0.0234108626334893,0.0019450617688092989
TGv,lowrank,layer_31,3,0.0263220800358913,0.0121508063321904,128,"triplet,pairwise,feature_listing",8,layer_8,0.8785470708437854,0.9476561546325684,0.1028645833333333,0.359375,-0.9684438789263368,10,20,0.6636738605675485,0.7466792175264069,0.0968276515151515,0.407907196969697,-0.9310713747346944,0.0234108626334893,0.0029112174024020013
TGv,scrambled,layer_15,3,0.0288936543588273,0.0084626723220848,128,"triplet,pairwise,feature_listing",4,layer_4,0.6796956667687993,0.440745602051417,0.1276041666666666,0.3046875,-0.875843895599246,10,20,0.3471955904669872,0.4600809758359735,0.109375,0.2666903409090909,-0.8651859365742315,0.0234108626334893,0.005482791725337999
TGv,taskvec_a0p25,layer_31,3,0.0233123535608011,0.0135019970499317,128,"triplet,pairwise,feature_listing",11,layer_11,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,10,20,0.676997994075692,0.7808645593397544,0.2062026515151515,0.5392992424242423,-0.8716299812394109,0.0234108626334893,-9.85090726881993e-05
TGv,taskvec_a0p5,layer_32,3,0.0254376644364696,0.0116027963775187,128,"triplet,pairwise,feature_listing",11,layer_11,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,10,20,0.6372132719747771,0.7464240373987139,0.1577888257575757,0.4744318181818181,-0.8434505520219152,0.0234108626334893,0.0020268018029802985
TGv,taskvec_a1p0,layer_31,3,0.030637037044841,0.0112858588589982,128,"triplet,pairwise,feature_listing",7,layer_7,0.7567880709637492,0.8899276653925577,0.234375,0.58203125,-0.7158977389335632,10,20,0.4867208733837115,0.5504800514741377,0.0636837121212121,0.1896306818181818,-0.7862517591565847,0.0234108626334893,0.007226174411351701
Ventral Visual,base,layer_31,3,0.1990089330864685,0.0274511696949653,128,"triplet,pairwise,feature_listing",3,layer_3,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,10,20,0.3229568784016629,0.3889826156876304,0.0191761363636363,0.0800189393939393,-0.967289013534107,0.1990089330864685,0.0
Ventral Visual,lowLR,layer_6,3,0.2009579233552263,0.0224152904084117,128,"triplet,pairwise,feature_listing",8,layer_8,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,10,20,0.6211392833568842,0.6899302466349169,0.0729166666666666,0.3063446969696969,-0.9303763908418742,0.1990089330864685,0.0019489902687578053
Ventral Visual,lowrank,layer_6,3,0.2013312707625171,0.0232713922569594,128,"triplet,pairwise,feature_listing",8,layer_8,0.8785470708437854,0.9476561546325684,0.1028645833333333,0.359375,-0.9684438789263368,10,20,0.6636738605675485,0.7466792175264069,0.0968276515151515,0.407907196969697,-0.9310713747346944,0.1990089330864685,0.0023223376760486136
Ventral Visual,scrambled,layer_7,3,0.129325698693557,0.014256521032381,128,"triplet,pairwise,feature_listing",4,layer_4,0.6796956667687993,0.440745602051417,0.1276041666666666,0.3046875,-0.875843895599246,10,20,0.3471955904669872,0.4600809758359735,0.109375,0.2666903409090909,-0.8651859365742315,0.1990089330864685,-0.06968323439291149
Ventral Visual,taskvec_a0p25,layer_6,3,0.1967711046721744,0.0226705243375849,128,"triplet,pairwise,feature_listing",11,layer_11,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,10,20,0.676997994075692,0.7808645593397544,0.2062026515151515,0.5392992424242423,-0.8716299812394109,0.1990089330864685,-0.0022378284142940963
Ventral Visual,taskvec_a0p5,layer_6,3,0.1972905326016109,0.0246483954294921,128,"triplet,pairwise,feature_listing",11,layer_11,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,10,20,0.6372132719747771,0.7464240373987139,0.1577888257575757,0.4744318181818181,-0.8434505520219152,0.1990089330864685,-0.0017184004848576073
Ventral Visual,taskvec_a1p0,layer_7,3,0.1855683715674628,0.0244490680018404,128,"triplet,pairwise,feature_listing",7,layer_7,0.7567880709637492,0.8899276653925577,0.234375,0.58203125,-0.7158977389335632,10,20,0.4867208733837115,0.5504800514741377,0.0636837121212121,0.1896306818181818,-0.7862517591565847,0.1990089330864685,-0.01344056151900569
