region,arm,layer,layer_name,rsa_spearman_mean,rsa_spearman_se,n_subjects,n_concepts,cross_format_rdm_spearman,linear_cka,retrieval_top1,retrieval_top5,concept_minus_format_alignment,base_rsa_spearman_mean,base_cross_format_rdm_spearman,base_linear_cka,base_retrieval_top1,base_retrieval_top5,base_concept_minus_format_alignment,rsa_delta_vs_base,cross_format_rdm_spearman_delta_vs_base,linear_cka_delta_vs_base,retrieval_top1_delta_vs_base,retrieval_top5_delta_vs_base,concept_minus_format_alignment_delta_vs_base
Language,taskvec_a0p25,1,layer_1,0.014274252445647,0.012778793414154544,3,90,0.5922570902327561,0.5684826970100403,0.0234375,0.0989583333333333,-0.8157546787988394,0.013286745540611903,0.5920686348291746,0.5480239391326904,0.0143229166666666,0.09765625,-0.8184196553193033,0.0009875069050350963,0.00018845540358147783,0.020458757877349854,0.0091145833333334,0.001302083333333301,0.0026649765204638243
Language,taskvec_a0p25,2,layer_2,0.016775528773823434,0.011948044163549798,3,90,0.630605203249856,0.6255950729052225,0.0299479166666666,0.12109375,-0.8321115374565125,0.01644458914116227,0.609874863710572,0.5821682016054789,0.0182291666666666,0.0950520833333333,-0.832064030924812,0.00033093963266116536,0.02073033953928405,0.04342687129974365,0.01171875,0.0260416666666667,-4.7506531700491905e-05
Language,taskvec_a0p25,3,layer_3,0.024599170792240697,0.009296804621460805,3,90,0.6342615374964548,0.6236589550971985,0.02734375,0.140625,-0.8565507526509464,0.025653791771469134,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,-0.001054620979228437,0.006157260503617201,0.023479481538136837,0.009114583333333402,0.0182291666666667,-0.0006842738948762417
Language,taskvec_a0p25,4,layer_4,0.0252630341081933,0.009234556950428102,3,90,0.6904893118253838,0.7058045665423075,0.078125,0.2005208333333333,-0.8845165050588548,0.025424936848812234,0.5934740792485301,0.5712788005669912,0.0221354166666666,0.1315104166666666,-0.9065810632891952,-0.00016190274061893273,0.09701523257685363,0.1345257659753163,0.0559895833333334,0.06901041666666669,0.02206455823034037
Language,taskvec_a0p25,5,layer_5,0.025813190289509468,0.012300953077519132,3,90,0.6668243725984505,0.7320167819658915,0.0377604166666666,0.1510416666666666,-0.9250738373957574,0.024011887509337932,0.5516955903682028,0.5928051074345907,0.03125,0.1080729166666666,-0.9658103217370808,0.0018013027801715362,0.1151287822302477,0.1392116745313008,0.006510416666666602,0.04296875,0.040736484341323376
Language,taskvec_a0p25,6,layer_6,0.024330779812725366,0.010897989216754066,3,90,0.6586246844236733,0.7195625106493632,0.0442708333333333,0.1197916666666666,-0.920978833688423,0.022383862012621103,0.5417631934037848,0.5688189466794332,0.01953125,0.0625,-0.9618418683530764,0.0019469178001042635,0.11686149101988852,0.15074356396992994,0.0247395833333333,0.0572916666666666,0.04086303466465335
Language,taskvec_a0p25,7,layer_7,0.02224572771785657,0.01029113646036639,3,90,0.7515123734404461,0.8827781875928243,0.0950520833333333,0.3385416666666667,-0.9259527768008412,0.021376461488203935,0.5053800057563055,0.5630882879098257,0.0169270833333333,0.0755208333333333,-0.9617542009800673,0.0008692662296526342,0.2461323676841406,0.31968989968299866,0.078125,0.26302083333333337,0.03580142417922605
Language,taskvec_a0p25,8,layer_8,0.019877754386665104,0.009349747634578905,3,90,0.8230349505552205,0.9120089014371237,0.1028645833333333,0.3815104166666667,-0.9204466929659249,0.018908402815126932,0.4983549504494275,0.5576125383377075,0.0143229166666666,0.0703125,-0.9696994114201516,0.0009693515715381712,0.32468000010579295,0.35439636309941613,0.0885416666666667,0.3111979166666667,0.04925271845422674
Language,taskvec_a0p25,9,layer_9,0.019645420152524636,0.009381844046519226,3,90,0.8057748376939089,0.8900038599967957,0.0846354166666666,0.3294270833333333,-0.8730615833774209,0.018973616275416366,0.516973717743805,0.5538837810357412,0.01953125,0.0729166666666666,-0.9122839610790834,0.00067180387710827,0.28880111995010393,0.33612007896105445,0.0651041666666666,0.25651041666666674,0.03922237770166248
Language,taskvec_a0p25,10,layer_10,0.020466334301199932,0.010891597930537195,3,90,0.8046387843996405,0.8670278191566467,0.078125,0.2669270833333333,-0.91153993178159,0.019429884284288036,0.4303329732855501,0.4787539144357045,0.0091145833333333,0.0598958333333333,-0.9475824533728884,0.0010364500169118968,0.37430581111409045,0.38827390472094225,0.0690104166666667,0.20703125,0.03604252159129839
Language,taskvec_a0p25,11,layer_11,0.019609886567876468,0.011387869240664069,3,90,0.8239249870534996,0.8783366084098816,0.078125,0.2395833333333333,-0.913195832632482,0.0192241191680235,0.3943702836831013,0.4765990277131398,0.0091145833333333,0.05859375,-0.9314776781247928,0.00038576739985296885,0.4295547033703983,0.4017375806967418,0.0690104166666667,0.1809895833333333,0.01828184549231071
Language,taskvec_a0p25,12,layer_12,0.018770420761254666,0.011742090593956799,3,90,0.7175503132756392,0.776174783706665,0.0520833333333333,0.171875,-0.9316009571775794,0.016342441915879465,0.3482040690119243,0.4399723311265309,0.0130208333333333,0.0533854166666666,-0.9568232994060965,0.002427978845375201,0.36934624426371493,0.33620245258013415,0.0390625,0.1184895833333334,0.025222342228517047
Language,taskvec_a0p25,13,layer_13,0.017234619123359034,0.01211416124765659,3,90,0.5230292435374126,0.5444024304548899,0.0859375,0.2799479166666667,-0.922254029661417,0.014974382281848067,0.4050406488262516,0.5068856577078501,0.0143229166666666,0.0651041666666666,-0.9669681733939796,0.0022602368415109673,0.11798859471116102,0.037516772747039795,0.0716145833333334,0.21484375000000008,0.04471414373256255
Language,taskvec_a0p25,14,layer_14,0.018747960839879133,0.013383709083069949,3,90,0.5375889406289557,0.5961784521738688,0.078125,0.23828125,-0.9141298606991768,0.0155173999531059,0.3664868863098827,0.4428336123625437,0.015625,0.0690104166666666,-0.9680170668289064,0.0032305608867732333,0.171102054319073,0.15334483981132507,0.0625,0.1692708333333334,0.05388720612972964
Language,taskvec_a0p25,15,layer_15,0.018425874466532568,0.015462513501474198,3,90,0.5228893006851654,0.6010901927947998,0.1067708333333333,0.3815104166666667,-0.9131287317723036,0.016134946172474133,0.3140893622396858,0.3596119781335194,0.015625,0.0755208333333333,-0.9753471747972072,0.002290928294058435,0.20879993844547956,0.2414782146612804,0.0911458333333333,0.30598958333333337,0.06221844302490365
Language,taskvec_a0p25,16,layer_16,0.018668614069894136,0.015792258467809944,3,90,0.7445650299360604,0.8614101012547811,0.3515625,0.8216145833333334,-0.8409162499010563,0.01861867812324147,0.333855986140614,0.3747537831465403,0.0208333333333333,0.09375,-0.975171159952879,4.993594665266693e-05,0.4107090437954464,0.48665631810824084,0.3307291666666667,0.7278645833333334,0.13425491005182266
Language,taskvec_a0p25,17,layer_17,0.019176134395440234,0.012935394366611338,3,90,0.7645046171278219,0.8866288463274637,0.3411458333333333,0.86328125,-0.8326998502016068,0.0201764144047348,0.2830343914060867,0.3486521740754445,0.0247395833333333,0.0950520833333333,-0.9777877279557288,-0.0010002800092945678,0.4814702257217352,0.5379766722520192,0.31640625,0.7682291666666667,0.14508787775412202
Language,taskvec_a0p25,18,layer_18,0.019183730811233334,0.010789947038788392,3,90,0.7168294001758552,0.8825509548187256,0.3880208333333333,0.88671875,-0.8103955239057541,0.01964788670404397,0.2110765939847273,0.2793700347344081,0.0338541666666666,0.1106770833333333,-0.9790412085130812,-0.00046415589281063527,0.5057528061911278,0.6031809200843175,0.35416666666666674,0.7760416666666667,0.1686456846073271
Language,taskvec_a0p25,19,layer_19,0.020891477982807233,0.010518807019787624,3,90,0.6259797454781619,0.8267274101575216,0.3333333333333333,0.8671875,-0.7895768284797668,0.020525836891176468,0.227765465028962,0.2787928531567256,0.02734375,0.0963541666666666,-0.981149835512042,0.00036564109163076536,0.39821428044919993,0.5479345570007961,0.3059895833333333,0.7708333333333334,0.1915730070322752
Language,taskvec_a0p25,20,layer_20,0.0192458924175955,0.009445570615383122,3,90,0.6654775725343993,0.8689825534820557,0.375,0.9153645833333334,-0.8084919974207878,0.019825498587692333,0.2382690025015052,0.2925834059715271,0.02734375,0.1028645833333333,-0.9808133710175752,-0.0005796061700968323,0.42720857003289414,0.5763991475105286,0.34765625,0.8125000000000001,0.17232137359678734
Language,taskvec_a0p25,21,layer_21,0.021062889023307902,0.009365381082348138,3,90,0.6468502951837912,0.8568991223971049,0.3463541666666667,0.9010416666666666,-0.8233858570456505,0.021426066116334033,0.214468944188466,0.2816310773293177,0.0299479166666666,0.0963541666666666,-0.9842207627370954,-0.0003631770930261312,0.43238135099532526,0.5752680450677872,0.3164062500000001,0.8046875,0.16083490569144487
Language,taskvec_a0p25,22,layer_22,0.0235346487378551,0.010597592372607618,3,90,0.687082024361637,0.8985222379366556,0.40625,0.96484375,-0.7426416277885437,0.022832098800730064,0.2130810414140957,0.3006217926740646,0.0377604166666666,0.1080729166666666,-0.9828300280496478,0.0007025499371250375,0.47400098294754134,0.5979004452625911,0.36848958333333337,0.8567708333333334,0.2401884002611041
Language,taskvec_a0p25,23,layer_23,0.02546456786164637,0.011217241360770572,3,90,0.6250106736131826,0.900042990843455,0.4205729166666667,0.9700520833333334,-0.730144813656807,0.025279069899779235,0.1905137018586639,0.3147670328617096,0.05078125,0.15625,-0.9776886273175478,0.0001854979618671343,0.43449697175451873,0.5852759579817454,0.3697916666666667,0.8138020833333334,0.24754381366074085
Language,taskvec_a0p25,24,layer_24,0.026977031064158764,0.01139163903623448,3,90,0.591899437639027,0.9005850950876871,0.4231770833333333,0.9674479166666666,-0.7293285131454468,0.0272809488413049,0.1844586347562333,0.3155751923720042,0.046875,0.12890625,-0.9756965395063162,-0.0003039177771461364,0.40744080288279366,0.585009902715683,0.3763020833333333,0.8385416666666666,0.2463680263608694
Language,taskvec_a0p25,25,layer_25,0.02790237374765073,0.01107768927103582,3,90,0.5706567196440865,0.888932486375173,0.40234375,0.9583333333333334,-0.7083160430192947,0.027855665806043536,0.2005692135805773,0.3107900222142537,0.0481770833333333,0.16015625,-0.972365651279688,4.670794160719499e-05,0.37008750606350915,0.5781424641609192,0.3541666666666667,0.7981770833333334,0.26404960826039325
Language,taskvec_a0p25,26,layer_26,0.028423994008201933,0.01190719214414577,3,90,0.5581037128950596,0.8809094230333964,0.4036458333333333,0.9661458333333334,-0.7428634166717529,0.028347781221279938,0.2017379046933584,0.3167016059160232,0.0625,0.1861979166666666,-0.9685419462621212,7.621278692199543e-05,0.35636580820170116,0.5642078171173732,0.3411458333333333,0.7799479166666667,0.22567852959036827
Language,taskvec_a0p25,27,layer_27,0.02849899839471653,0.013745931471583714,3,90,0.525660739780842,0.8719654083251953,0.4166666666666667,0.95703125,-0.7488989233970642,0.027739382967215332,0.1946396351800003,0.3223359038432439,0.06640625,0.203125,-0.9707931969314814,0.0007596154275011993,0.3310211046008418,0.5496295044819515,0.3502604166666667,0.75390625,0.22189427353441715
Language,taskvec_a0p25,28,layer_28,0.02819584344095327,0.014917822402877048,3,90,0.5283425437851279,0.8642018834749857,0.3958333333333333,0.9479166666666666,-0.7589231431484222,0.027190954112930637,0.1855587129437886,0.3318851391474406,0.08203125,0.2682291666666667,-0.9673464857041836,0.0010048893280226318,0.34278383084133934,0.5323167443275452,0.3138020833333333,0.6796875,0.20842334255576134
Language,taskvec_a0p25,29,layer_29,0.029063300214438603,0.016264855795799876,3,90,0.5154145724409428,0.8570273121198019,0.3932291666666667,0.9661458333333334,-0.7532200664281845,0.027577286391873467,0.2091662654319675,0.365272397796313,0.1653645833333333,0.4817708333333333,-0.961080465465784,0.0014860138225651354,0.3062483070089753,0.4917549143234889,0.2278645833333334,0.48437500000000006,0.20786039903759945
Language,taskvec_a0p25,30,layer_30,0.028984431337643033,0.01645788408514611,3,90,0.5022883034391289,0.8372942209243774,0.4010416666666667,0.9635416666666666,-0.7490961253643036,0.027665678574708266,0.2551405950116396,0.3956546535094579,0.23046875,0.6171875,-0.953223180025816,0.0013187527629347669,0.2471477084274893,0.44163956741491955,0.17057291666666669,0.34635416666666663,0.20412705466151237
Language,taskvec_a0p25,31,layer_31,0.028859307630476668,0.017311282813920168,3,90,0.5074135583461431,0.8286354541778564,0.41796875,0.96875,-0.7741069793701172,0.027468206757699468,0.2738360605049983,0.425771822532018,0.25390625,0.6549479166666666,-0.9412808679044248,0.0013911008727772005,0.2335774978411448,0.40286363164583844,0.1640625,0.31380208333333337,0.1671738885343076
Language,taskvec_a0p25,32,layer_32,0.02471254168932366,0.017434895406047007,3,90,0.5573453249734149,0.8291815320650736,0.3997395833333333,0.96484375,-0.8001084849238396,0.023546228572397132,0.3078231759676846,0.5107402404149374,0.2669270833333333,0.6953125,-0.9442831128835678,0.0011663131169265296,0.24952214900573033,0.31844129165013624,0.1328125,0.26953125,0.14417462795972824
Language,taskvec_a0p5,0,embedding,0.020011388015000468,0.013869044746113,3,90,,,0.0078125,0.0390625,-4.21464712019315e-08,0.020011388015000468,,,0.0078125,0.0390625,-4.21464712019315e-08,0.0,,,0.0,0.0,0.0
Language,taskvec_a0p5,1,layer_1,0.014533962269662032,0.012388683423365842,3,90,0.6047801389936195,0.5755999088287354,0.0364583333333333,0.09765625,-0.8285676767118275,0.013286745540611903,0.5920686348291746,0.5480239391326904,0.0143229166666666,0.09765625,-0.8184196553193033,0.0012472167290501282,0.012711504164444887,0.027575969696044922,0.0221354166666667,0.0,-0.010148021392524242
Language,taskvec_a0p5,2,layer_2,0.016192896154414504,0.011318945880977248,3,90,0.6373655781116706,0.6377930839856466,0.0677083333333333,0.15625,-0.8499123770743608,0.01644458914116227,0.609874863710572,0.5821682016054789,0.0182291666666666,0.0950520833333333,-0.832064030924812,-0.00025169298674776464,0.027490714401098626,0.05562488238016772,0.0494791666666667,0.0611979166666667,-0.017848346149548888
Language,taskvec_a0p5,3,layer_3,0.0242682330898321,0.008377081048513814,3,90,0.6515317344422403,0.6469150384267172,0.0546875,0.1588541666666666,-0.8939474595244974,0.025653791771469134,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,-0.0013855586816370336,0.023427457449402778,0.04673556486765551,0.0364583333333334,0.0364583333333333,-0.03808098076842725
Language,taskvec_a0p5,4,layer_4,0.025528371303528734,0.008628412040512685,3,90,0.7528780557946778,0.79523632923762,0.140625,0.3372395833333333,-0.9010317386128008,0.025424936848812234,0.5934740792485301,0.5712788005669912,0.0221354166666666,0.1315104166666666,-0.9065810632891952,0.00010343445471650003,0.15940397654614769,0.2239575286706288,0.1184895833333334,0.2057291666666667,0.0055493246763943516
Language,taskvec_a0p5,5,layer_5,0.0270739575164959,0.00922477113050884,3,90,0.7184563381962414,0.8769384821256002,0.1861979166666666,0.5130208333333334,-0.8924719095230103,0.024011887509337932,0.5516955903682028,0.5928051074345907,0.03125,0.1080729166666666,-0.9658103217370808,0.0030620700071579687,0.16676074782803862,0.2841333746910095,0.1549479166666666,0.40494791666666674,0.07333841221407056
Language,taskvec_a0p5,6,layer_6,0.02631794001761516,0.008562064430954969,3,90,0.7086804730450013,0.863830546538035,0.10546875,0.33984375,-0.8972910549491644,0.022383862012621103,0.5417631934037848,0.5688189466794332,0.01953125,0.0625,-0.9618418683530764,0.003934078004994058,0.1669172796412165,0.2950115998586018,0.0859375,0.27734375,0.064550813403912
Language,taskvec_a0p5,7,layer_7,0.023481824012488665,0.009949499297969379,3,90,0.7826859887516998,0.9258018334706624,0.3098958333333333,0.59375,-0.83319953083992,0.021376461488203935,0.5053800057563055,0.5630882879098257,0.0169270833333333,0.0755208333333333,-0.9617542009800673,0.0021053625242847297,0.27730598299539433,0.3627135455608367,0.29296875,0.5182291666666667,0.1285546701401472
Language,taskvec_a0p5,8,layer_8,0.021986303259898435,0.009568995071107256,3,90,0.8040206500656558,0.9343201915423076,0.3046875,0.625,-0.7804051749408245,0.018908402815126932,0.4983549504494275,0.5576125383377075,0.0143229166666666,0.0703125,-0.9696994114201516,0.0030779004447715023,0.3056656996162283,0.3767076532046001,0.2903645833333334,0.5546875,0.18929423647932708
Language,taskvec_a0p5,9,layer_9,0.020733606232324366,0.008955879742051844,3,90,0.7939852921432076,0.9255687395731608,0.2916666666666667,0.58203125,-0.7748241871595383,0.018973616275416366,0.516973717743805,0.5538837810357412,0.01953125,0.0729166666666666,-0.9122839610790834,0.0017599899569080008,0.2770115743994026,0.37168495853741956,0.2721354166666667,0.5091145833333334,0.13745977391954511
Language,taskvec_a0p5,10,layer_10,0.021676110418278032,0.009685646324104664,3,90,0.8006462647920906,0.9093247652053832,0.2161458333333333,0.5130208333333334,-0.8284109123051167,0.019429884284288036,0.4303329732855501,0.4787539144357045,0.0091145833333333,0.0598958333333333,-0.9475824533728884,0.0022462261339899967,0.37031329150654047,0.4305708507696787,0.20703125,0.45312500000000006,0.11917154106777172
Language,taskvec_a0p5,11,layer_11,0.020409560029904735,0.009873474358223042,3,90,0.8064476586447115,0.901366929213206,0.2083333333333333,0.5234375,-0.8402984514832497,0.0192241191680235,0.3943702836831013,0.4765990277131398,0.0091145833333333,0.05859375,-0.9314776781247928,0.001185440861881236,0.4120773749616102,0.42476790150006627,0.19921875,0.46484375,0.0911792266415431
Language,taskvec_a0p5,12,layer_12,0.02012883591919527,0.009864995417367853,3,90,0.6476687194382872,0.7257781227429708,0.1458333333333333,0.3997395833333333,-0.9174870923161508,0.016342441915879465,0.3482040690119243,0.4399723311265309,0.0130208333333333,0.0533854166666666,-0.9568232994060965,0.0037863940033158044,0.2994646504263629,0.28580579161643993,0.1328125,0.34635416666666674,0.039336207089945674
Language,taskvec_a0p5,13,layer_13,0.017854179156607464,0.010942329605636547,3,90,0.5281842334337093,0.4951644738515218,0.05078125,0.2057291666666666,-0.8926792480051517,0.014974382281848067,0.4050406488262516,0.5068856577078501,0.0143229166666666,0.0651041666666666,-0.9669681733939796,0.0028797968747593973,0.12314358460745772,-0.01172118385632831,0.0364583333333334,0.140625,0.07428892538882781
Language,taskvec_a0p5,14,layer_14,0.020005600684021203,0.012023778146669143,3,90,0.545052257790421,0.5304479400316874,0.04296875,0.18359375,-0.8748542666435242,0.0155173999531059,0.3664868863098827,0.4428336123625437,0.015625,0.0690104166666666,-0.9680170668289064,0.0044882007309153035,0.1785653714805383,0.08761432766914368,0.02734375,0.1145833333333334,0.09316280018538226
Language,taskvec_a0p5,15,layer_15,0.020049825698094832,0.013174048849306572,3,90,0.5490719340073903,0.5634375611941019,0.0625,0.2330729166666666,-0.8904528431594372,0.016134946172474133,0.3140893622396858,0.3596119781335194,0.015625,0.0755208333333333,-0.9753471747972072,0.003914879525620699,0.23498257176770448,0.20382558306058252,0.046875,0.15755208333333331,0.08489433163777005
Language,taskvec_a0p5,16,layer_16,0.020491668804592633,0.01330967026200204,3,90,0.6118653185412118,0.7729284167289734,0.1484375,0.515625,-0.846161924302578,0.01861867812324147,0.333855986140614,0.3747537831465403,0.0208333333333333,0.09375,-0.975171159952879,0.0018729906813511644,0.27800933240059783,0.3981746335824331,0.12760416666666669,0.421875,0.12900923565030098
Language,taskvec_a0p5,17,layer_17,0.0198652680183193,0.011709015259074208,3,90,0.6591482172481832,0.82289985815684,0.1705729166666666,0.5729166666666666,-0.8341719210147858,0.0201764144047348,0.2830343914060867,0.3486521740754445,0.0247395833333333,0.0950520833333333,-0.9777877279557288,-0.000311146386415502,0.37611382584209646,0.47424768408139545,0.14583333333333331,0.4778645833333333,0.143615806940943
Language,taskvec_a0p5,18,layer_18,0.02058620137008167,0.010523550072287126,3,90,0.648631108726439,0.8456282416979471,0.2122395833333333,0.6796875,-0.7987738028168678,0.01964788670404397,0.2110765939847273,0.2793700347344081,0.0338541666666666,0.1106770833333333,-0.9790412085130812,0.0009383146660376998,0.4375545147417117,0.5662582069635391,0.17838541666666669,0.5690104166666667,0.18026740569621336
Language,taskvec_a0p5,19,layer_19,0.022752706078279467,0.010215431097277437,3,90,0.6042267913021879,0.8062962492307028,0.2447916666666666,0.671875,-0.7723598182201385,0.020525836891176468,0.227765465028962,0.2787928531567256,0.02734375,0.0963541666666666,-0.981149835512042,0.002226869187102999,0.3764613262732259,0.5275033960739772,0.2174479166666666,0.5755208333333334,0.2087900172919035
Language,taskvec_a0p5,20,layer_20,0.020522595623427467,0.009217381487421879,3,90,0.6084034877979155,0.8373918533325195,0.2330729166666666,0.7200520833333334,-0.7823057919740677,0.019825498587692333,0.2382690025015052,0.2925834059715271,0.02734375,0.1028645833333333,-0.9808133710175752,0.0006970970357351343,0.37013448529641035,0.5448084473609924,0.2057291666666666,0.6171875000000001,0.19850757904350746
Language,taskvec_a0p5,21,layer_21,0.022957755755749737,0.009123036864602028,3,90,0.5881328566074585,0.8251146078109741,0.2434895833333333,0.6888020833333334,-0.7862985655665398,0.021426066116334033,0.214468944188466,0.2816310773293177,0.0299479166666666,0.0963541666666666,-0.9842207627370954,0.0015316896394157037,0.37366391241899255,0.5434835304816564,0.21354166666666669,0.5924479166666667,0.1979221971705556
Language,taskvec_a0p5,22,layer_22,0.0256264154344,0.0100148121168341,3,90,0.6104149590811935,0.86619500319163,0.2643229166666667,0.7708333333333334,-0.7178358286619186,0.022832098800730064,0.2130810414140957,0.3006217926740646,0.0377604166666666,0.1080729166666666,-0.9828300280496478,0.0027943166336699375,0.3973339176670978,0.5655732105175655,0.22656250000000008,0.6627604166666667,0.26499419938772917
Language,taskvec_a0p5,23,layer_23,0.027435262762608766,0.0103486704760419,3,90,0.5486206750709576,0.867810328801473,0.2903645833333333,0.7799479166666666,-0.7084918171167374,0.025279069899779235,0.1905137018586639,0.3147670328617096,0.05078125,0.15625,-0.9776886273175478,0.0021561928628295313,0.3581069732122937,0.5530432959397634,0.23958333333333331,0.6236979166666666,0.26919681020081043
Language,taskvec_a0p5,24,layer_24,0.028677019678719332,0.010542985859142406,3,90,0.5183283911447746,0.8683222333590189,0.3046875,0.7877604166666666,-0.7108780145645142,0.0272809488413049,0.1844586347562333,0.3155751923720042,0.046875,0.12890625,-0.9756965395063162,0.0013960708374144322,0.33386975638854127,0.5527470409870148,0.2578125,0.6588541666666666,0.264818524941802
Language,taskvec_a0p5,25,layer_25,0.029388186388079735,0.010225953929687013,3,90,0.5088230284107794,0.8622262080510458,0.3203125,0.7877604166666666,-0.6865167170763016,0.027855665806043536,0.2005692135805773,0.3107900222142537,0.0481770833333333,0.16015625,-0.972365651279688,0.0015325205820361995,0.3082538148302021,0.551436185836792,0.2721354166666667,0.6276041666666666,0.2858489342033864
Language,taskvec_a0p5,26,layer_26,0.029028060588584897,0.010684813297357097,3,90,0.4687667762297831,0.8593797087669373,0.3359375,0.79296875,-0.7510530948638916,0.028347781221279938,0.2017379046933584,0.3167016059160232,0.0625,0.1861979166666666,-0.9685419462621212,0.0006802793673049597,0.2670288715364247,0.542678102850914,0.2734375,0.6067708333333334,0.2174888513982296
Language,taskvec_a0p5,27,layer_27,0.02984536298554033,0.012716349189411558,3,90,0.4597932214663965,0.8485170801480612,0.3333333333333333,0.796875,-0.7488212585449219,0.027739382967215332,0.1946396351800003,0.3223359038432439,0.06640625,0.203125,-0.9707931969314814,0.002105980018324998,0.2651535862863962,0.5261811763048172,0.2669270833333333,0.59375,0.2219719383865595
Language,taskvec_a0p5,28,layer_28,0.03103011368871003,0.013373363287001696,3,90,0.4437585275238307,0.8348309000333151,0.3372395833333333,0.8125,-0.7592996060848236,0.027190954112930637,0.1855587129437886,0.3318851391474406,0.08203125,0.2682291666666667,-0.9673464857041836,0.0038391595757793946,0.25819981458004215,0.5029457608858745,0.2552083333333333,0.5442708333333333,0.20804687961935997
Language,taskvec_a0p5,29,layer_29,0.031872948346552465,0.014577321153072502,3,90,0.451233912674664,0.8264179825782776,0.3333333333333333,0.8294270833333334,-0.7494609653949738,0.027577286391873467,0.2091662654319675,0.365272397796313,0.1653645833333333,0.4817708333333333,-0.961080465465784,0.004295661954678998,0.2420676472426965,0.4611455847819646,0.16796875000000003,0.34765625000000006,0.2116195000708102
Language,taskvec_a0p5,30,layer_30,0.031876002442063435,0.015179111888264192,3,90,0.429554650555658,0.8005057374636332,0.3294270833333333,0.8177083333333334,-0.75993213057518,0.027665678574708266,0.2551405950116396,0.3956546535094579,0.23046875,0.6171875,-0.953223180025816,0.004210323867355169,0.1744140555440184,0.4048510839541753,0.09895833333333331,0.20052083333333337,0.1932910494506359
Language,taskvec_a0p5,31,layer_31,0.0315557566579909,0.015971607961467127,3,90,0.4429573024528173,0.7812724709510803,0.3229166666666667,0.8190104166666666,-0.7879890650510788,0.027468206757699468,0.2738360605049983,0.425771822532018,0.25390625,0.6549479166666666,-0.9412808679044248,0.0040875499002914345,0.16912124194781897,0.3555006484190623,0.06901041666666669,0.1640625,0.15329180285334598
Language,taskvec_a0p5,32,layer_32,0.026956726550033134,0.016471422208148723,3,90,0.4755552673277144,0.7728622357050577,0.28515625,0.78515625,-0.8180100470781326,0.023546228572397132,0.3078231759676846,0.5107402404149374,0.2669270833333333,0.6953125,-0.9442831128835678,0.003410497977636002,0.1677320913600298,0.26212199529012037,0.018229166666666685,0.08984375,0.12627306580543518
Language,taskvec_a1p0,0,embedding,0.020011388015000468,0.013869044746113,3,90,,,0.0078125,0.0390625,-4.21464712019315e-08,0.020011388015000468,,,0.0078125,0.0390625,-4.21464712019315e-08,0.0,,,0.0,0.0,0.0
Language,taskvec_a1p0,1,layer_1,0.01265220257518323,0.011190335348234033,3,90,0.5788670642989148,0.4070771435896556,0.0208333333333333,0.1028645833333333,-0.8486036509275436,0.013286745540611903,0.5920686348291746,0.5480239391326904,0.0143229166666666,0.09765625,-0.8184196553193033,-0.0006345429654286729,-0.013201570530259832,-0.14094679554303485,0.006510416666666701,0.005208333333333301,-0.030183995608240366
Language,taskvec_a1p0,2,layer_2,0.012247467765875533,0.011902958976122608,3,90,0.6110365403330726,0.4792669018109639,0.0403645833333333,0.15625,-0.8556735091842711,0.01644458914116227,0.609874863710572,0.5821682016054789,0.0182291666666666,0.0950520833333333,-0.832064030924812,-0.0041971213752867356,0.0011616766225006625,-0.10290129979451501,0.022135416666666703,0.0611979166666667,-0.023609478259459138
Language,taskvec_a1p0,3,layer_3,0.022391053947090633,0.008746963453736307,3,90,0.6480721916498803,0.5585693120956421,0.0559895833333333,0.1575520833333333,-0.94500325107947,0.025653791771469134,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,-0.003262737824378501,0.01996791465704273,-0.04161016146341956,0.0377604166666667,0.035156249999999986,-0.0891367723233999
Language,taskvec_a1p0,4,layer_4,0.024740063293469065,0.009927178916781744,3,90,0.6892873253542983,0.8032231330871582,0.2955729166666667,0.5533854166666666,-0.9215526413172485,0.025424936848812234,0.5934740792485301,0.5712788005669912,0.0221354166666666,0.1315104166666666,-0.9065810632891952,-0.0006848735553431698,0.09581324610576814,0.231944332520167,0.2734375000000001,0.421875,-0.014971578028053267
Language,taskvec_a1p0,5,layer_5,0.025927227061480696,0.007304107206898258,3,90,0.6578670625988314,0.8561680515607198,0.2317708333333333,0.6080729166666666,-0.630520261824131,0.024011887509337932,0.5516955903682028,0.5928051074345907,0.03125,0.1080729166666666,-0.9658103217370808,0.001915339552142764,0.10617147223062862,0.26336294412612915,0.2005208333333333,0.5,0.3352900599129498
Language,taskvec_a1p0,6,layer_6,0.0280570200460028,0.006383826702347029,3,90,0.5716374222087728,0.7350889245669047,0.203125,0.5481770833333334,-0.6939822882413864,0.022383862012621103,0.5417631934037848,0.5688189466794332,0.01953125,0.0625,-0.9618418683530764,0.005673158033381698,0.029874228804988023,0.16626997788747144,0.18359375,0.48567708333333337,0.26785958011169
