region,arm,layer,layer_name,rsa_spearman_mean,rsa_spearman_se,n_subjects,n_concepts,cross_format_rdm_spearman,linear_cka,retrieval_top1,retrieval_top5,concept_minus_format_alignment,base_rsa_spearman_mean,base_cross_format_rdm_spearman,base_linear_cka,base_retrieval_top1,base_retrieval_top5,base_concept_minus_format_alignment,rsa_delta_vs_base,cross_format_rdm_spearman_delta_vs_base,linear_cka_delta_vs_base,retrieval_top1_delta_vs_base,retrieval_top5_delta_vs_base,concept_minus_format_alignment_delta_vs_base
ATL (Semantic),base,12,layer_12,0.034495500080829904,0.013927249103351611,3,90,0.3482040690119243,0.4399723311265309,0.0130208333333333,0.0533854166666666,-0.9568232994060965,0.034495500080829904,0.3482040690119243,0.4399723311265309,0.0130208333333333,0.0533854166666666,-0.9568232994060965,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,13,layer_13,0.03365401983766566,0.015003358398527445,3,90,0.4050406488262516,0.5068856577078501,0.0143229166666666,0.0651041666666666,-0.9669681733939796,0.03365401983766566,0.4050406488262516,0.5068856577078501,0.0143229166666666,0.0651041666666666,-0.9669681733939796,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,14,layer_14,0.03539402725903867,0.015974092249055362,3,90,0.3664868863098827,0.4428336123625437,0.015625,0.0690104166666666,-0.9680170668289064,0.03539402725903867,0.3664868863098827,0.4428336123625437,0.015625,0.0690104166666666,-0.9680170668289064,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,15,layer_15,0.03558488740042247,0.018133773470605723,3,90,0.3140893622396858,0.3596119781335194,0.015625,0.0755208333333333,-0.9753471747972072,0.03558488740042247,0.3140893622396858,0.3596119781335194,0.015625,0.0755208333333333,-0.9753471747972072,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,16,layer_16,0.0356451246694533,0.019521047902239103,3,90,0.333855986140614,0.3747537831465403,0.0208333333333333,0.09375,-0.975171159952879,0.0356451246694533,0.333855986140614,0.3747537831465403,0.0208333333333333,0.09375,-0.975171159952879,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,17,layer_17,0.03657174169327283,0.01927886310341392,3,90,0.2830343914060867,0.3486521740754445,0.0247395833333333,0.0950520833333333,-0.9777877279557288,0.03657174169327283,0.2830343914060867,0.3486521740754445,0.0247395833333333,0.0950520833333333,-0.9777877279557288,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,18,layer_18,0.03643270242135987,0.01873768439078296,3,90,0.2110765939847273,0.2793700347344081,0.0338541666666666,0.1106770833333333,-0.9790412085130812,0.03643270242135987,0.2110765939847273,0.2793700347344081,0.0338541666666666,0.1106770833333333,-0.9790412085130812,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,19,layer_19,0.0388003023420683,0.01956715497793597,3,90,0.227765465028962,0.2787928531567256,0.02734375,0.0963541666666666,-0.981149835512042,0.0388003023420683,0.227765465028962,0.2787928531567256,0.02734375,0.0963541666666666,-0.981149835512042,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,20,layer_20,0.03919421329093333,0.018728306722936513,3,90,0.2382690025015052,0.2925834059715271,0.02734375,0.1028645833333333,-0.9808133710175752,0.03919421329093333,0.2382690025015052,0.2925834059715271,0.02734375,0.1028645833333333,-0.9808133710175752,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,21,layer_21,0.04181685020539092,0.017282246374522563,3,90,0.214468944188466,0.2816310773293177,0.0299479166666666,0.0963541666666666,-0.9842207627370954,0.04181685020539092,0.214468944188466,0.2816310773293177,0.0299479166666666,0.0963541666666666,-0.9842207627370954,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,22,layer_22,0.04257907085126927,0.016367388533716793,3,90,0.2130810414140957,0.3006217926740646,0.0377604166666666,0.1080729166666666,-0.9828300280496478,0.04257907085126927,0.2130810414140957,0.3006217926740646,0.0377604166666666,0.1080729166666666,-0.9828300280496478,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,23,layer_23,0.0443025832054648,0.017926439769163246,3,90,0.1905137018586639,0.3147670328617096,0.05078125,0.15625,-0.9776886273175478,0.0443025832054648,0.1905137018586639,0.3147670328617096,0.05078125,0.15625,-0.9776886273175478,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,24,layer_24,0.0476046409606743,0.017611760690266254,3,90,0.1844586347562333,0.3155751923720042,0.046875,0.12890625,-0.9756965395063162,0.0476046409606743,0.1844586347562333,0.3155751923720042,0.046875,0.12890625,-0.9756965395063162,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,25,layer_25,0.04750668375343716,0.018082546733120108,3,90,0.2005692135805773,0.3107900222142537,0.0481770833333333,0.16015625,-0.972365651279688,0.04750668375343716,0.2005692135805773,0.3107900222142537,0.0481770833333333,0.16015625,-0.972365651279688,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,26,layer_26,0.04704829557999237,0.018701573261495838,3,90,0.2017379046933584,0.3167016059160232,0.0625,0.1861979166666666,-0.9685419462621212,0.04704829557999237,0.2017379046933584,0.3167016059160232,0.0625,0.1861979166666666,-0.9685419462621212,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,27,layer_27,0.04662080801130647,0.01950033211237661,3,90,0.1946396351800003,0.3223359038432439,0.06640625,0.203125,-0.9707931969314814,0.04662080801130647,0.1946396351800003,0.3223359038432439,0.06640625,0.203125,-0.9707931969314814,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,28,layer_28,0.04645582745174926,0.019667792566873142,3,90,0.1855587129437886,0.3318851391474406,0.08203125,0.2682291666666667,-0.9673464857041836,0.04645582745174926,0.1855587129437886,0.3318851391474406,0.08203125,0.2682291666666667,-0.9673464857041836,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,29,layer_29,0.0480644557776051,0.020590879557776318,3,90,0.2091662654319675,0.365272397796313,0.1653645833333333,0.4817708333333333,-0.961080465465784,0.0480644557776051,0.2091662654319675,0.365272397796313,0.1653645833333333,0.4817708333333333,-0.961080465465784,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,30,layer_30,0.04810456449682996,0.020702035182535227,3,90,0.2551405950116396,0.3956546535094579,0.23046875,0.6171875,-0.953223180025816,0.04810456449682996,0.2551405950116396,0.3956546535094579,0.23046875,0.6171875,-0.953223180025816,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,31,layer_31,0.04808819570553371,0.020816715545156655,3,90,0.2738360605049983,0.425771822532018,0.25390625,0.6549479166666666,-0.9412808679044248,0.04808819570553371,0.2738360605049983,0.425771822532018,0.25390625,0.6549479166666666,-0.9412808679044248,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),base,32,layer_32,0.040358338124049035,0.019735791340957393,3,90,0.3078231759676846,0.5107402404149374,0.2669270833333333,0.6953125,-0.9442831128835678,0.040358338124049035,0.3078231759676846,0.5107402404149374,0.2669270833333333,0.6953125,-0.9442831128835678,0.0,0.0,0.0,0.0,0.0,0.0
ATL (Semantic),lowLR,0,embedding,0.028579971461428533,0.018463286768371084,3,90,,,0.0078125,0.0390625,-4.21464712019315e-08,0.028579971461428533,,,0.0078125,0.0390625,-4.21464712019315e-08,0.0,,,0.0,0.0,0.0
ATL (Semantic),lowLR,1,layer_1,0.027571361761649333,0.013378356628854417,3,90,0.6069492826724385,0.5685487190882365,0.02734375,0.0989583333333333,-0.828542509349063,0.026386228619395668,0.5920686348291746,0.5480239391326904,0.0143229166666666,0.09765625,-0.8184196553193033,0.0011851331422536651,0.014880647843263928,0.020524779955546024,0.0130208333333334,0.001302083333333301,-0.010122854029759765
ATL (Semantic),lowLR,2,layer_2,0.030095933935118935,0.011660082501647386,3,90,0.6267675153571894,0.5954404175281525,0.0182291666666666,0.0950520833333333,-0.8503894766326994,0.02935835663766233,0.609874863710572,0.5821682016054789,0.0182291666666666,0.0950520833333333,-0.832064030924812,0.0007375772974566042,0.016892651646617463,0.01327221592267358,0.0,0.0,-0.01832544570788741
ATL (Semantic),lowLR,3,layer_3,0.03895194348615336,0.017303865755782504,3,90,0.6152918949239438,0.5918161869049072,0.0325520833333333,0.109375,-0.8917611422948539,0.0392310838557199,0.6281042769928376,0.6001794735590616,0.0182291666666666,0.1223958333333333,-0.8558664787560701,-0.00027914036956653426,-0.01281238206889379,-0.008363286654154423,0.014322916666666703,-0.013020833333333301,-0.03589466353878379
ATL (Semantic),lowLR,4,layer_4,0.04212523857214123,0.01692003738244607,3,90,0.6777115354864911,0.6986841758092245,0.0546875,0.1692708333333333,-0.9285115711390972,0.041369388818439934,0.5934740792485301,0.5712788005669912,0.0221354166666666,0.1315104166666666,-0.9065810632891952,0.0007558497537012987,0.08423745623796097,0.12740537524223328,0.0325520833333334,0.037760416666666685,-0.021930507849902026
ATL (Semantic),lowLR,5,layer_5,0.038628715648579066,0.02061364532711544,3,90,0.7091509019815879,0.7550230423609415,0.0546875,0.1809895833333333,-0.9662848834414036,0.037604578837672965,0.5516955903682028,0.5928051074345907,0.03125,0.1080729166666666,-0.9658103217370808,0.001024136810906101,0.1574553116133851,0.16221793492635084,0.0234375,0.07291666666666669,-0.00047456170432280675
ATL (Semantic),lowLR,6,layer_6,0.04091142349485167,0.022328710468684617,3,90,0.7029050672104914,0.7549180785814921,0.0182291666666666,0.09375,-0.9692003952804952,0.04000452568274987,0.5417631934037848,0.5688189466794332,0.01953125,0.0625,-0.9618418683530764,0.0009068978121017993,0.16114187380670664,0.18609913190205885,-0.0013020833333334016,0.03125,-0.007358526927418785
ATL (Semantic),lowLR,7,layer_7,0.039684076039094,0.022099378664975165,3,90,0.8502872562614741,0.9343505104382832,0.0885416666666666,0.2942708333333333,-0.951423208694905,0.038961597613507336,0.5053800057563055,0.5630882879098257,0.0169270833333333,0.0755208333333333,-0.9617542009800673,0.0007224784255866618,0.34490725050516857,0.37126222252845753,0.0716145833333333,0.21875,0.01033099228516221
ATL (Semantic),lowLR,8,layer_8,0.04071273294124406,0.021080489925016654,3,90,0.8734227105916541,0.9529805580774944,0.0455729166666666,0.2317708333333333,-0.9655651575885712,0.037329591562287434,0.4983549504494275,0.5576125383377075,0.0143229166666666,0.0703125,-0.9696994114201516,0.003383141378956629,0.3750677601422266,0.39536801973978686,0.03125,0.1614583333333333,0.004134253831580392
ATL (Semantic),lowLR,9,layer_9,0.04059983694857223,0.021587532043344248,3,90,0.8689361402266096,0.9444090127944946,0.05078125,0.24609375,-0.9587516291067004,0.03795267455563523,0.516973717743805,0.5538837810357412,0.01953125,0.0729166666666666,-0.9122839610790834,0.002647162392936997,0.3519624224828046,0.3905252317587534,0.03125,0.1731770833333334,-0.04646766802761704
ATL (Semantic),lowLR,10,layer_10,0.04175622532918047,0.021632031799352806,3,90,0.8692299093396407,0.9369755387306212,0.0859375,0.33203125,-0.9529604176059364,0.037996623854915035,0.4303329732855501,0.4787539144357045,0.0091145833333333,0.0598958333333333,-0.9475824533728884,0.003759601474265434,0.43889693605409064,0.45822162429491675,0.0768229166666667,0.2721354166666667,-0.005377964233048038
ATL (Semantic),lowLR,11,layer_11,0.04093999098458696,0.02149279345567989,3,90,0.8713441943626536,0.930173893769582,0.06640625,0.2447916666666666,-0.9532208759337664,0.03668792409669853,0.3943702836831013,0.4765990277131398,0.0091145833333333,0.05859375,-0.9314776781247928,0.004252066887888435,0.47697391067955236,0.45357486605644226,0.0572916666666667,0.1861979166666666,-0.021743197808973602
