region,arm,layer,layer_name,model,mean_test_pearson_r,mean_test_spearman_r,mean_test_r2_vs_train_mean,n_subjects,n_test_pairs
ATL (Semantic),base,4,layer_4,mean_repr,-0.0028295660185791347,0.003577245970907604,-0.0013837821486713715,3,765
ATL (Semantic),base,4,layer_4,mean_repr_plus_single_formats,-0.019878568982373643,-0.007111909509382654,-0.004326368778856837,3,765
ATL (Semantic),base,4,layer_4,single_feature_listing,-0.006600179647786056,0.001140460467447177,-0.0011713067736746445,3,765
ATL (Semantic),base,4,layer_4,single_pairwise,-0.012631032639377022,0.019410334272094595,-0.002199430043935635,3,765
ATL (Semantic),base,4,layer_4,single_triplet,0.0059254347947617055,0.008025939723968272,-0.0008615340342725819,3,765
ATL (Semantic),base,5,layer_5,all_single_formats,-0.014502332897621895,-0.00020089508880528095,-0.003354612401696396,3,765
ATL (Semantic),base,5,layer_5,mean_rdm,-0.0010639491656863193,0.010420151729623179,-0.001873796020989582,3,765
ATL (Semantic),base,5,layer_5,mean_repr,-0.005201239698045915,0.007711851845299794,-0.0023009149979705454,3,765
ATL (Semantic),base,5,layer_5,mean_repr_plus_single_formats,-0.015199571314264602,-0.0004706493481430145,-0.003776867006202463,3,765
ATL (Semantic),base,5,layer_5,single_feature_listing,0.011695614584545716,0.012596072927642298,-0.0003454298201317855,3,765
ATL (Semantic),base,5,layer_5,single_pairwise,-0.017515224433537317,0.013149716026281741,-0.002839630325234266,3,765
ATL (Semantic),base,5,layer_5,single_triplet,-0.004891669532161539,-0.0015798654248607251,-0.001757644957780376,3,765
ATL (Semantic),base,6,layer_6,all_single_formats,-0.009915000195025473,0.006880636688669971,-0.003008036574867997,3,765
ATL (Semantic),base,6,layer_6,mean_rdm,0.0011785036982493748,0.016406191017501234,-0.0021268391720152455,3,765
ATL (Semantic),base,6,layer_6,mean_repr,-0.006119160585636121,0.011554125657845417,-0.0027322585384358757,3,765
ATL (Semantic),base,6,layer_6,mean_repr_plus_single_formats,-0.013747680381666459,0.007209198663129628,-0.0034395748852675823,3,765
ATL (Semantic),base,6,layer_6,single_feature_listing,0.014222852591486881,0.017167653540895438,-0.00030997542218754354,3,765
ATL (Semantic),base,6,layer_6,single_pairwise,-0.005680718630960615,0.021455023668273735,-0.002119374362327786,3,765
ATL (Semantic),base,6,layer_6,single_triplet,-0.012494455157539214,0.001446578658803481,-0.002421221713643377,3,765
ATL (Semantic),base,7,layer_7,all_single_formats,0.0032457027866447763,0.007939988611924386,-0.0019202798406986095,3,765
ATL (Semantic),base,7,layer_7,mean_rdm,0.002746514756132449,0.013356588380571154,-0.0020273973861565744,3,765
ATL (Semantic),base,7,layer_7,mean_repr,-0.0034818017766813773,0.00827695807042076,-0.002320059715789524,3,765
ATL (Semantic),base,7,layer_7,mean_repr_plus_single_formats,-0.0015103376501082455,0.00943050776646922,-0.0023716800109327973,3,765
ATL (Semantic),base,7,layer_7,single_feature_listing,0.01305671448993811,0.00728022001340373,-0.0003914153868026145,3,765
ATL (Semantic),base,7,layer_7,single_pairwise,0.007767971366478066,0.022021219917892566,-0.0013158009183726893,3,765
ATL (Semantic),base,7,layer_7,single_triplet,-0.008964874641542664,0.0026516811528242076,-0.0020969505258051266,3,765
ATL (Semantic),base,8,layer_8,all_single_formats,0.012155465364527844,0.018673352626766945,-0.0015763688835591279,3,765
ATL (Semantic),base,8,layer_8,mean_rdm,0.004778102423498526,0.01331259427706761,-0.002037899578286743,3,765
ATL (Semantic),base,8,layer_8,mean_repr,-0.001335568881048018,0.006404814191475668,-0.0024878974176427335,3,765
ATL (Semantic),base,8,layer_8,mean_repr_plus_single_formats,-0.0012884065820624052,0.007472654010410092,-0.002811240830518017,3,765
ATL (Semantic),base,8,layer_8,single_feature_listing,0.012067030537968418,0.006394584043524497,-0.0010526991703566264,3,765
ATL (Semantic),base,8,layer_8,single_pairwise,0.01316016237548521,0.025068499551794434,-0.0009710251483998622,3,765
ATL (Semantic),base,8,layer_8,single_triplet,0.0015402826298284435,0.0036701214189009727,-0.0014166717128449118,3,765
ATL (Semantic),base,9,layer_9,all_single_formats,0.006528561619386117,0.013333376219543086,-0.002270493412554586,3,765
ATL (Semantic),base,9,layer_9,mean_rdm,0.002273921730924665,0.016737352968427082,-0.002311460136348975,3,765
ATL (Semantic),base,9,layer_9,mean_repr,-0.003908305244145904,0.008540082836501059,-0.002621625885721013,3,765
ATL (Semantic),base,9,layer_9,mean_repr_plus_single_formats,-0.001858220682586983,0.0041975503218297325,-0.002936721737645328,3,765
ATL (Semantic),base,9,layer_9,single_feature_listing,0.006007117961115287,0.0041962637355371845,-0.001697299929985611,3,765
ATL (Semantic),base,9,layer_9,single_pairwise,0.00752940801780285,0.019041226960165587,-0.0010929509218205273,3,765
ATL (Semantic),base,9,layer_9,single_triplet,0.004817716126809917,0.0119657081866826,-0.001646930532413604,3,765
ATL (Semantic),base,10,layer_10,all_single_formats,0.010460739567489169,0.01949865306030185,-0.003053741244586017,3,765
ATL (Semantic),base,10,layer_10,mean_rdm,0.007262945400405914,0.016185800572513027,-0.002593253678123871,3,765
ATL (Semantic),base,10,layer_10,mean_repr,-0.0038264345016521747,0.008141392974470465,-0.003016164614480177,3,765
ATL (Semantic),base,10,layer_10,mean_repr_plus_single_formats,-0.007335095277332012,-0.0021478932730210273,-0.004274552501383459,3,765
