subject,region,arm,layer,layer_name,model,predictors,n_test_pairs,test_pearson_r,test_spearman_r,test_r2_vs_train_mean,mean_standardized_beta
01,Ventral Visual,base,11,layer_11,single_triplet,single_triplet,765,0.016637709257413928,0.04486087847575977,-0.002664556378513705,[0.003687]
01,Ventral Visual,base,11,layer_11,single_pairwise,single_pairwise,765,0.04363339801564477,0.0720861701890987,-0.0005167077322296709,[0.004768]
01,Ventral Visual,base,11,layer_11,single_feature_listing,single_feature_listing,765,0.06116755738551727,0.08375352437531544,-0.00022490397072227886,[0.006922]
01,Ventral Visual,base,11,layer_11,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.05051595440028852,0.0740192392897722,-0.005473700652113944,"[0.005153, -0.000289, 9.5e-05, 0.002671]"
01,Ventral Visual,base,12,layer_12,mean_repr,mean_repr,765,0.061971877225901154,0.09313826004750184,-0.001059674717852399,[0.007157]
01,Ventral Visual,base,12,layer_12,mean_rdm,mean_rdm,765,0.0550443999231945,0.07347793491106337,-0.0018289258358223925,[0.006839]
01,Ventral Visual,base,12,layer_12,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.03999929886624862,0.05594353279977527,-0.007252363585737109,"[0.002245, 0.002071, 0.004991]"
01,Ventral Visual,base,12,layer_12,single_triplet,single_triplet,765,0.011977676012144722,0.04245496210869349,-0.003741431697638742,[0.003815]
01,Ventral Visual,base,12,layer_12,single_pairwise,single_pairwise,765,0.043881240476900105,0.07154191738346946,-0.0006723149234098003,[0.004818]
01,Ventral Visual,base,12,layer_12,single_feature_listing,single_feature_listing,765,0.0493364915474408,0.07166725233146858,-0.00177744675799274,[0.006215]
01,Ventral Visual,base,12,layer_12,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.045101320584812116,0.07140283204446872,-0.006595155075760362,"[0.007126, -0.000921, -0.000181, 0.000934]"
01,Ventral Visual,base,13,layer_13,mean_repr,mean_repr,765,0.09561255982608247,0.12438249888830902,0.004763509072924332,[0.009221]
01,Ventral Visual,base,13,layer_13,mean_rdm,mean_rdm,765,0.08668385568621154,0.10646316624061897,0.0037559333043878373,[0.008517]
01,Ventral Visual,base,13,layer_13,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.06705834389249579,0.08526585295444439,-0.0037714449110810566,"[0.004563, 0.000629, 0.005742]"
01,Ventral Visual,base,13,layer_13,single_triplet,single_triplet,765,0.06317410560025317,0.08093437257341114,0.0011373127128654348,[0.00673]
01,Ventral Visual,base,13,layer_13,single_pairwise,single_pairwise,765,0.031813620155253824,0.06467878362915437,-0.0025837120873659636,[0.004928]
01,Ventral Visual,base,13,layer_13,single_feature_listing,single_feature_listing,765,0.07622810775252845,0.10125535977107342,0.0021382663965473503,[0.007519]
01,Ventral Visual,base,13,layer_13,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.07697552104942157,0.10784383415581042,-0.0022084203059946628,"[0.01253, -0.002183, -0.002361, -8e-05]"
01,Ventral Visual,base,14,layer_14,mean_repr,mean_repr,765,0.07348522248048378,0.10297043290680317,0.00046611252922801327,[0.008227]
01,Ventral Visual,base,14,layer_14,mean_rdm,mean_rdm,765,0.05871513557475825,0.08809462734966171,-0.002103280514635708,[0.007506]
01,Ventral Visual,base,14,layer_14,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.07722027722422846,0.10212399314571152,0.0009189239289161266,"[0.004797, -0.000288, 0.005496]"
01,Ventral Visual,base,14,layer_14,single_triplet,single_triplet,765,0.06199372882197608,0.06521161798143724,0.0015259471116040313,[0.006557]
01,Ventral Visual,base,14,layer_14,single_pairwise,single_pairwise,765,-0.0357824502866763,0.011800891121830878,-0.01093903433017629,[0.00286]
01,Ventral Visual,base,14,layer_14,single_feature_listing,single_feature_listing,765,0.0800399986253783,0.10990473096542487,0.0038289003866274207,[0.006986]
01,Ventral Visual,base,14,layer_14,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.08433742242663374,0.11539285242345951,0.0020202557380991637,"[0.010721, -0.000585, -0.004172, 0.000802]"
01,Ventral Visual,base,15,layer_15,mean_repr,mean_repr,765,0.0683136582549205,0.09880628915544455,-0.0008989276141810887,[0.008044]
01,Ventral Visual,base,15,layer_15,mean_rdm,mean_rdm,765,0.05740936018730988,0.09278007978443245,-0.0033669592702343376,[0.007677]
01,Ventral Visual,base,15,layer_15,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.07388851588579398,0.10956038150500039,-0.000747599752186412,"[0.004491, -9.1e-05, 0.005952]"
01,Ventral Visual,base,15,layer_15,single_triplet,single_triplet,765,0.038313633803772444,0.05806645379024301,-0.0034315024322142396,[0.006091]
01,Ventral Visual,base,15,layer_15,single_pairwise,single_pairwise,765,-0.03887285838739549,0.003061083632665675,-0.009977608905479274,[0.002681]
01,Ventral Visual,base,15,layer_15,single_feature_listing,single_feature_listing,765,0.09129342772699914,0.12643251332219899,0.006722235655782005,[0.007146]
01,Ventral Visual,base,15,layer_15,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.07607239630635045,0.10522970524039998,-0.00027509843942663537,"[0.007537, 0.000685, -0.002723, 0.002205]"
01,Ventral Visual,base,16,layer_16,mean_repr,mean_repr,765,0.08698324676819237,0.1047932040367717,0.0034784053120046066,[0.008564]
01,Ventral Visual,base,16,layer_16,mean_rdm,mean_rdm,765,0.06389356650782788,0.09161864081271512,-0.0014717079825488089,[0.007769]
01,Ventral Visual,base,16,layer_16,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.10500025709876137,0.13378186947957316,0.008073620001653126,"[0.004051, -0.000739, 0.006747]"
01,Ventral Visual,base,16,layer_16,single_triplet,single_triplet,765,0.051201863919238394,0.07516312171937248,-0.0011593280390882477,[0.006499]
01,Ventral Visual,base,16,layer_16,single_pairwise,single_pairwise,765,-0.044483888885173656,-0.004633506513209086,-0.009005981950672703,[0.002174]
01,Ventral Visual,base,16,layer_16,single_feature_listing,single_feature_listing,765,0.1142319010381957,0.15081131327491695,0.012000983631053286,[0.00813]
01,Ventral Visual,base,16,layer_16,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.11023715577508805,0.13282137920442327,0.008859458347174831,"[0.010485, -0.002107, -0.00354, 0.00232]"
01,Ventral Visual,base,17,layer_17,mean_repr,mean_repr,765,0.08215136667534301,0.09597201996460279,0.0023581112288988404,[0.008409]
01,Ventral Visual,base,17,layer_17,mean_rdm,mean_rdm,765,0.06713178010341143,0.09131433635064622,-0.0003408167928702355,[0.007738]
01,Ventral Visual,base,17,layer_17,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.10609461263663239,0.13696584890705835,0.008518245677105907,"[0.004323, -0.000567, 0.006571]"
01,Ventral Visual,base,17,layer_17,single_triplet,single_triplet,765,0.0508207180991118,0.0727976524088782,-0.0007868245718909428,[0.006254]
01,Ventral Visual,base,17,layer_17,single_pairwise,single_pairwise,765,-0.04625891834960727,-0.013167889057663994,-0.007861213648561627,[0.00182]
01,Ventral Visual,base,17,layer_17,single_feature_listing,single_feature_listing,765,0.1139454123630166,0.1659042838766882,0.012213304814096992,[0.00778]
01,Ventral Visual,base,17,layer_17,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.1064195770411878,0.1269052801769485,0.007712869484317264,"[0.011003, -0.002636, -0.00349, 0.001888]"
01,Ventral Visual,base,18,layer_18,mean_repr,mean_repr,765,0.06765729054308216,0.10046083912766232,-0.0006980439913746306,[0.007853]
01,Ventral Visual,base,18,layer_18,mean_rdm,mean_rdm,765,0.04787498125109571,0.08901421490226098,-0.004066536203733762,[0.007106]
01,Ventral Visual,base,18,layer_18,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.09572491812452341,0.15210958605962308,0.00403192677112274,"[0.004232, -0.000537, 0.006864]"
01,Ventral Visual,base,18,layer_18,single_triplet,single_triplet,765,0.029009418132641428,0.05647891352076215,-0.004197395359642364,[0.005483]
01,Ventral Visual,base,18,layer_18,single_pairwise,single_pairwise,765,-0.048818449434795866,-0.0212771352440748,-0.005951051296958942,[0.001376]
01,Ventral Visual,base,18,layer_18,single_feature_listing,single_feature_listing,765,0.10672915693084482,0.17501921168177467,0.0097363652108583,[0.007558]
01,Ventral Visual,base,18,layer_18,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.11514939672171573,0.14571375116831417,0.009809753266711518,"[0.018226, -0.009662, -0.005147, 0.000526]"
01,Ventral Visual,base,19,layer_19,mean_repr,mean_repr,765,0.07277090277287013,0.10556411046093829,0.0004963243818248975,[0.007895]
01,Ventral Visual,base,19,layer_19,mean_rdm,mean_rdm,765,0.05278880892744699,0.09321301607187514,-0.0026645793530655215,[0.006995]
01,Ventral Visual,base,19,layer_19,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.09004163154228553,0.15383926731054948,0.0012623986175926971,"[0.004307, -0.000723, 0.006511]"
01,Ventral Visual,base,19,layer_19,single_triplet,single_triplet,765,0.03404752857671843,0.06674305772778676,-0.0035304382135599166,[0.00556]
01,Ventral Visual,base,19,layer_19,single_pairwise,single_pairwise,765,-0.047594993669595596,-0.02345500419078681,-0.005700571765318685,[0.001348]
01,Ventral Visual,base,19,layer_19,single_feature_listing,single_feature_listing,765,0.09865041474901866,0.17897495525762147,0.006770293975587038,[0.007269]
01,Ventral Visual,base,19,layer_19,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.11466430239013749,0.15056300212045504,0.008877293783743356,"[0.021984, -0.012008, -0.006146, -0.001416]"
01,Ventral Visual,base,20,layer_20,mean_repr,mean_repr,765,0.08641523616874236,0.1162195377241843,0.003291129834619877,[0.008528]
01,Ventral Visual,base,20,layer_20,mean_rdm,mean_rdm,765,0.06580850947085495,0.10833595341271035,-0.0006136821840803108,[0.007684]
01,Ventral Visual,base,20,layer_20,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.10767447021837714,0.1683689543511142,0.005427795622766962,"[0.004342, -0.001002, 0.007437]"
01,Ventral Visual,base,20,layer_20,single_triplet,single_triplet,765,0.041100430279391253,0.07485833478744389,-0.0023543543834829705,[0.005864]
01,Ventral Visual,base,20,layer_20,single_pairwise,single_pairwise,765,-0.04769534841962261,-0.029979229672539666,-0.005432671600459571,[0.001277]
01,Ventral Visual,base,20,layer_20,single_feature_listing,single_feature_listing,765,0.11258476980870272,0.19051700129972018,0.00928755551309457,[0.00821]
01,Ventral Visual,base,20,layer_20,mean_repr_plus_single_formats,"mean_repr,single_triplet,single_pairwise,single_feature_listing",765,0.12567939599046593,0.1598478397278012,0.011727698128178532,"[0.0177, -0.007717, -0.005633, -7e-05]"
01,Ventral Visual,base,21,layer_21,mean_repr,mean_repr,765,0.07824200694615387,0.10332427094113518,0.002798058587131891,[0.007705]
01,Ventral Visual,base,21,layer_21,mean_rdm,mean_rdm,765,0.060446373085553715,0.09981776041243667,-0.00017790065651412945,[0.006933]
01,Ventral Visual,base,21,layer_21,all_single_formats,"single_triplet,single_pairwise,single_feature_listing",765,0.09144921105122739,0.15423438332176748,-0.00013709525956828728,"[0.004089, -0.000812, 0.006811]"
01,Ventral Visual,base,21,layer_21,single_triplet,single_triplet,765,0.04372791671218834,0.07216585812759345,-0.000516586020414378,[0.005224]
01,Ventral Visual,base,21,layer_21,single_pairwise,single_pairwise,765,-0.047652671393808285,-0.03767741153848113,-0.00467005713175439,[0.001112]
01,Ventral Visual,base,21,layer_21,single_feature_listing,single_feature_listing,765,0.09050206633543073,0.1787463449557642,0.001512329064326301,[0.007345]
