subset,kind,subject,story,relative_path,size_bytes,size_gb,size_gib,evidence
highdata,hf5,UTS01,myfathershands,derivatives/preprocessed_data/UTS01/myfathershands.hf5,110333408,0.1103,0.1028,annex_symlink
highdata,hf5,UTS02,myfathershands,derivatives/preprocessed_data/UTS02/myfathershands.hf5,128183408,0.1282,0.1194,annex_symlink
highdata,hf5,UTS03,myfathershands,derivatives/preprocessed_data/UTS03/myfathershands.hf5,129958208,0.1300,0.1210,annex_symlink
highdata,wav,,myfirstdaywiththeyankees,stimuli/myfirstdaywiththeyankees.wav,129986852,0.1300,0.1211,annex_symlink
highdata,textgrid,,myfirstdaywiththeyankees,derivatives/TextGrids/myfirstdaywiththeyankees.TextGrid,1437249,0.0014,0.0013,annex_symlink
highdata,hf5,UTS01,myfirstdaywiththeyankees,derivatives/preprocessed_data/UTS01/myfirstdaywiththeyankees.hf5,232346912,0.2323,0.2164,annex_symlink
highdata,hf5,UTS02,myfirstdaywiththeyankees,derivatives/preprocessed_data/UTS02/myfirstdaywiththeyankees.hf5,269936912,0.2699,0.2514,annex_symlink
highdata,hf5,UTS03,myfirstdaywiththeyankees,derivatives/preprocessed_data/UTS03/myfirstdaywiththeyankees.hf5,273674432,0.2737,0.2549,annex_symlink
highdata,wav,,naked,stimuli/naked.wav,152593688,0.1526,0.1421,annex_symlink
highdata,textgrid,,naked,derivatives/TextGrids/naked.TextGrid,1693425,0.0017,0.0016,annex_symlink
highdata,hf5,UTS01,naked,derivatives/preprocessed_data/UTS01/naked.hf5,273883424,0.2739,0.2551,annex_symlink
highdata,hf5,UTS02,naked,derivatives/preprocessed_data/UTS02/naked.hf5,318193424,0.3182,0.2963,annex_symlink
highdata,hf5,UTS03,naked,derivatives/preprocessed_data/UTS03/naked.hf5,322599104,0.3226,0.3004,annex_symlink
highdata,wav,,notontheusualtour,stimuli/notontheusualtour.wav,90130142,0.0901,0.0839,annex_symlink
highdata,textgrid,,notontheusualtour,derivatives/TextGrids/notontheusualtour.TextGrid,787532,0.0008,0.0007,annex_symlink
highdata,hf5,UTS01,notontheusualtour,derivatives/preprocessed_data/UTS01/notontheusualtour.hf5,159009008,0.1590,0.1481,annex_symlink
highdata,hf5,UTS02,notontheusualtour,derivatives/preprocessed_data/UTS02/notontheusualtour.hf5,184734008,0.1847,0.1720,annex_symlink
highdata,hf5,UTS03,notontheusualtour,derivatives/preprocessed_data/UTS03/notontheusualtour.hf5,187291808,0.1873,0.1744,annex_symlink
highdata,wav,,odetostepfather,stimuli/odetostepfather.wav,146078060,0.1461,0.1360,annex_symlink
highdata,textgrid,,odetostepfather,derivatives/TextGrids/odetostepfather.TextGrid,1397379,0.0014,0.0013,annex_symlink
highdata,hf5,UTS01,odetostepfather,derivatives/preprocessed_data/UTS01/odetostepfather.hf5,262201280,0.2622,0.2442,annex_symlink
highdata,hf5,UTS02,odetostepfather,derivatives/preprocessed_data/UTS02/odetostepfather.hf5,304621280,0.3046,0.2837,annex_symlink
highdata,hf5,UTS03,odetostepfather,derivatives/preprocessed_data/UTS03/odetostepfather.hf5,308839040,0.3088,0.2876,annex_symlink
highdata,wav,,onlyonewaytofindout,stimuli/onlyonewaytofindout.wav,138309276,0.1383,0.1288,annex_symlink
highdata,textgrid,,onlyonewaytofindout,derivatives/TextGrids/onlyonewaytofindout.TextGrid,1045336,0.0010,0.0010,annex_symlink
highdata,hf5,UTS01,onlyonewaytofindout,derivatives/preprocessed_data/UTS01/onlyonewaytofindout.hf5,247923104,0.2479,0.2309,annex_symlink
highdata,hf5,UTS02,onlyonewaytofindout,derivatives/preprocessed_data/UTS02/onlyonewaytofindout.hf5,288033104,0.2880,0.2683,annex_symlink
highdata,hf5,UTS03,onlyonewaytofindout,derivatives/preprocessed_data/UTS03/onlyonewaytofindout.hf5,292021184,0.2920,0.2720,annex_symlink
highdata,wav,,penpal,stimuli/penpal.wav,93670716,0.0937,0.0872,annex_symlink
highdata,textgrid,,penpal,derivatives/TextGrids/penpal.TextGrid,879660,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,penpal,derivatives/preprocessed_data/UTS01/penpal.hf5,165499088,0.1655,0.1541,annex_symlink
highdata,hf5,UTS02,penpal,derivatives/preprocessed_data/UTS02/penpal.hf5,192274088,0.1923,0.1791,annex_symlink
highdata,hf5,UTS03,penpal,derivatives/preprocessed_data/UTS03/penpal.hf5,194936288,0.1949,0.1815,annex_symlink
highdata,wav,,quietfire,stimuli/quietfire.wav,164147508,0.1641,0.1529,annex_symlink
highdata,textgrid,,quietfire,derivatives/TextGrids/quietfire.TextGrid,1090011,0.0011,0.0010,annex_symlink
highdata,hf5,UTS01,quietfire,derivatives/preprocessed_data/UTS01/quietfire.hf5,295300688,0.2953,0.2750,annex_symlink
highdata,hf5,UTS02,quietfire,derivatives/preprocessed_data/UTS02/quietfire.hf5,343075688,0.3431,0.3195,annex_symlink
highdata,hf5,UTS03,quietfire,derivatives/preprocessed_data/UTS03/quietfire.hf5,347825888,0.3478,0.3239,annex_symlink
highdata,wav,,reachingoutbetweenthebars,stimuli/reachingoutbetweenthebars.wav,108191552,0.1082,0.1008,annex_symlink
highdata,textgrid,,reachingoutbetweenthebars,derivatives/TextGrids/reachingoutbetweenthebars.TextGrid,880816,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,reachingoutbetweenthebars,derivatives/preprocessed_data/UTS01/reachingoutbetweenthebars.hf5,192108416,0.1921,0.1789,annex_symlink
highdata,hf5,UTS02,reachingoutbetweenthebars,derivatives/preprocessed_data/UTS02/reachingoutbetweenthebars.hf5,223188416,0.2232,0.2079,annex_symlink
highdata,hf5,UTS03,reachingoutbetweenthebars,derivatives/preprocessed_data/UTS03/reachingoutbetweenthebars.hf5,226278656,0.2263,0.2107,annex_symlink
highdata,wav,,shoppinginchina,stimuli/shoppinginchina.wav,122536220,0.1225,0.1141,annex_symlink
highdata,textgrid,,shoppinginchina,derivatives/TextGrids/shoppinginchina.TextGrid,981318,0.0010,0.0009,annex_symlink
highdata,hf5,UTS01,shoppinginchina,derivatives/preprocessed_data/UTS01/shoppinginchina.hf5,218717744,0.2187,0.2037,annex_symlink
highdata,hf5,UTS02,shoppinginchina,derivatives/preprocessed_data/UTS02/shoppinginchina.hf5,254102744,0.2541,0.2367,annex_symlink
highdata,hf5,UTS03,shoppinginchina,derivatives/preprocessed_data/UTS03/shoppinginchina.hf5,257621024,0.2576,0.2399,annex_symlink
highdata,wav,,singlewomanseekingmanwich,stimuli/singlewomanseekingmanwich.wav,108470962,0.1085,0.1010,annex_symlink
highdata,textgrid,,singlewomanseekingmanwich,derivatives/TextGrids/singlewomanseekingmanwich.TextGrid,835201,0.0008,0.0008,annex_symlink
highdata,hf5,UTS01,singlewomanseekingmanwich,derivatives/preprocessed_data/UTS01/singlewomanseekingmanwich.hf5,192757424,0.1928,0.1795,annex_symlink
highdata,hf5,UTS02,singlewomanseekingmanwich,derivatives/preprocessed_data/UTS02/singlewomanseekingmanwich.hf5,223942424,0.2239,0.2086,annex_symlink
highdata,hf5,UTS03,singlewomanseekingmanwich,derivatives/preprocessed_data/UTS03/singlewomanseekingmanwich.hf5,227043104,0.2270,0.2115,annex_symlink
highdata,wav,,sloth,stimuli/sloth.wav,157878044,0.1579,0.1470,annex_symlink
highdata,textgrid,,sloth,derivatives/TextGrids/sloth.TextGrid,1384516,0.0014,0.0013,annex_symlink
highdata,hf5,UTS01,sloth,derivatives/preprocessed_data/UTS01/sloth.hf5,283618544,0.2836,0.2641,annex_symlink
highdata,hf5,UTS02,sloth,derivatives/preprocessed_data/UTS02/sloth.hf5,329503544,0.3295,0.3069,annex_symlink
highdata,hf5,UTS03,sloth,derivatives/preprocessed_data/UTS03/sloth.hf5,334065824,0.3341,0.3111,annex_symlink
highdata,wav,,souls,stimuli/souls.wav,128772044,0.1288,0.1199,annex_symlink
highdata,textgrid,,souls,derivatives/TextGrids/souls.TextGrid,1112605,0.0011,0.0010,annex_symlink
highdata,hf5,UTS01,souls,derivatives/preprocessed_data/UTS01/souls.hf5,230399888,0.2304,0.2146,annex_symlink
highdata,hf5,UTS02,souls,derivatives/preprocessed_data/UTS02/souls.hf5,267674888,0.2677,0.2493,annex_symlink
highdata,hf5,UTS03,souls,derivatives/preprocessed_data/UTS03/souls.hf5,271381088,0.2714,0.2527,annex_symlink
highdata,wav,,stagefright,stimuli/stagefright.wav,107076016,0.1071,0.0997,annex_symlink
highdata,textgrid,,stagefright,derivatives/TextGrids/stagefright.TextGrid,1090110,0.0011,0.0010,annex_symlink
highdata,hf5,UTS01,stagefright,derivatives/preprocessed_data/UTS01/stagefright.hf5,190161392,0.1902,0.1771,annex_symlink
highdata,hf5,UTS02,stagefright,derivatives/preprocessed_data/UTS02/stagefright.hf5,220926392,0.2209,0.2058,annex_symlink
highdata,hf5,UTS03,stagefright,derivatives/preprocessed_data/UTS03/stagefright.hf5,223985312,0.2240,0.2086,annex_symlink
highdata,wav,,stumblinginthedark,stimuli/stumblinginthedark.wav,176247178,0.1762,0.1641,annex_symlink
highdata,textgrid,,stumblinginthedark,derivatives/TextGrids/stumblinginthedark.TextGrid,1462308,0.0015,0.0014,annex_symlink
highdata,hf5,UTS01,stumblinginthedark,derivatives/preprocessed_data/UTS01/stumblinginthedark.hf5,317366960,0.3174,0.2956,annex_symlink
highdata,hf5,UTS02,stumblinginthedark,derivatives/preprocessed_data/UTS02/stumblinginthedark.hf5,368711960,0.3687,0.3434,annex_symlink
highdata,hf5,UTS03,stumblinginthedark,derivatives/preprocessed_data/UTS03/stumblinginthedark.hf5,373817120,0.3738,0.3481,annex_symlink
highdata,wav,,superheroesjustforeachother,stimuli/superheroesjustforeachother.wav,118199798,0.1182,0.1101,annex_symlink
highdata,textgrid,,superheroesjustforeachother,derivatives/TextGrids/superheroesjustforeachother.TextGrid,850889,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,superheroesjustforeachother,derivatives/preprocessed_data/UTS01/superheroesjustforeachother.hf5,210929648,0.2109,0.1964,annex_symlink
highdata,hf5,UTS02,superheroesjustforeachother,derivatives/preprocessed_data/UTS02/superheroesjustforeachother.hf5,245054648,0.2451,0.2282,annex_symlink
highdata,hf5,UTS03,superheroesjustforeachother,derivatives/preprocessed_data/UTS03/superheroesjustforeachother.hf5,248447648,0.2484,0.2314,annex_symlink
highdata,wav,,sweetaspie,stimuli/sweetaspie.wav,59255932,0.0593,0.0552,annex_symlink
highdata,textgrid,,sweetaspie,derivatives/TextGrids/sweetaspie.TextGrid,386762,0.0004,0.0004,annex_symlink
highdata,hf5,UTS01,sweetaspie,derivatives/preprocessed_data/UTS01/sweetaspie.hf5,101896304,0.1019,0.0949,annex_symlink
highdata,hf5,UTS02,sweetaspie,derivatives/preprocessed_data/UTS02/sweetaspie.hf5,118381304,0.1184,0.1103,annex_symlink
highdata,hf5,UTS03,sweetaspie,derivatives/preprocessed_data/UTS03/sweetaspie.hf5,120020384,0.1200,0.1118,annex_symlink
highdata,wav,,swimmingwithastronauts,stimuli/swimmingwithastronauts.wav,139574872,0.1396,0.1300,annex_symlink
highdata,textgrid,,swimmingwithastronauts,derivatives/TextGrids/swimmingwithastronauts.TextGrid,1169848,0.0012,0.0011,annex_symlink
highdata,hf5,UTS01,swimmingwithastronauts,derivatives/preprocessed_data/UTS01/swimmingwithastronauts.hf5,249870128,0.2499,0.2327,annex_symlink
highdata,hf5,UTS02,swimmingwithastronauts,derivatives/preprocessed_data/UTS02/swimmingwithastronauts.hf5,290295128,0.2903,0.2704,annex_symlink
highdata,hf5,UTS03,swimmingwithastronauts,derivatives/preprocessed_data/UTS03/swimmingwithastronauts.hf5,294314528,0.2943,0.2741,annex_symlink
highdata,wav,,thatthingonmyarm,stimuli/thatthingonmyarm.wav,156780840,0.1568,0.1460,annex_symlink
highdata,textgrid,,thatthingonmyarm,derivatives/TextGrids/thatthingonmyarm.TextGrid,1137714,0.0011,0.0011,annex_symlink
highdata,hf5,UTS01,thatthingonmyarm,derivatives/preprocessed_data/UTS01/thatthingonmyarm.hf5,281671520,0.2817,0.2623,annex_symlink
highdata,hf5,UTS02,thatthingonmyarm,derivatives/preprocessed_data/UTS02/thatthingonmyarm.hf5,327241520,0.3272,0.3048,annex_symlink
highdata,hf5,UTS03,thatthingonmyarm,derivatives/preprocessed_data/UTS03/thatthingonmyarm.hf5,331772480,0.3318,0.3090,annex_symlink
highdata,wav,,theadvancedbeginner,stimuli/theadvancedbeginner.wav,115748528,0.1157,0.1078,annex_symlink
highdata,textgrid,,theadvancedbeginner,derivatives/TextGrids/theadvancedbeginner.TextGrid,866518,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,theadvancedbeginner,derivatives/preprocessed_data/UTS01/theadvancedbeginner.hf5,206386592,0.2064,0.1922,annex_symlink
highdata,hf5,UTS02,theadvancedbeginner,derivatives/preprocessed_data/UTS02/theadvancedbeginner.hf5,239776592,0.2398,0.2233,annex_symlink
highdata,hf5,UTS03,theadvancedbeginner,derivatives/preprocessed_data/UTS03/theadvancedbeginner.hf5,243096512,0.2431,0.2264,annex_symlink
highdata,wav,,theclosetthatateeverything,stimuli/theclosetthatateeverything.wav,114544822,0.1145,0.1067,annex_symlink
highdata,textgrid,,theclosetthatateeverything,derivatives/TextGrids/theclosetthatateeverything.TextGrid,1042425,0.0010,0.0010,annex_symlink
highdata,hf5,UTS01,theclosetthatateeverything,derivatives/preprocessed_data/UTS01/theclosetthatateeverything.hf5,203790560,0.2038,0.1898,annex_symlink
highdata,hf5,UTS02,theclosetthatateeverything,derivatives/preprocessed_data/UTS02/theclosetthatateeverything.hf5,236760560,0.2368,0.2205,annex_symlink
highdata,hf5,UTS03,theclosetthatateeverything,derivatives/preprocessed_data/UTS03/theclosetthatateeverything.hf5,240038720,0.2400,0.2236,annex_symlink
highdata,wav,,thecurse,stimuli/thecurse.wav,147393264,0.1474,0.1373,annex_symlink
highdata,textgrid,,thecurse,derivatives/TextGrids/thecurse.TextGrid,1128756,0.0011,0.0011,annex_symlink
highdata,hf5,UTS01,thecurse,derivatives/preprocessed_data/UTS01/thecurse.hf5,264148304,0.2641,0.2460,annex_symlink
highdata,hf5,UTS02,thecurse,derivatives/preprocessed_data/UTS02/thecurse.hf5,306883304,0.3069,0.2858,annex_symlink
highdata,hf5,UTS03,thecurse,derivatives/preprocessed_data/UTS03/thecurse.hf5,311132384,0.3111,0.2898,annex_symlink
highdata,wav,,thefreedomridersandme,stimuli/thefreedomridersandme.wav,121435654,0.1214,0.1131,annex_symlink
highdata,textgrid,,thefreedomridersandme,derivatives/TextGrids/thefreedomridersandme.TextGrid,871170,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,thefreedomridersandme,derivatives/preprocessed_data/UTS01/thefreedomridersandme.hf5,216770720,0.2168,0.2019,annex_symlink
highdata,hf5,UTS02,thefreedomridersandme,derivatives/preprocessed_data/UTS02/thefreedomridersandme.hf5,251840720,0.2518,0.2345,annex_symlink
highdata,hf5,UTS03,thefreedomridersandme,derivatives/preprocessed_data/UTS03/thefreedomridersandme.hf5,255327680,0.2553,0.2378,annex_symlink
highdata,wav,,theinterview,stimuli/theinterview.wav,40782276,0.0408,0.0380,annex_symlink
highdata,textgrid,,theinterview,derivatives/TextGrids/theinterview.TextGrid,578419,0.0006,0.0005,annex_symlink
highdata,hf5,UTS01,theinterview,derivatives/preprocessed_data/UTS01/theinterview.hf5,143432816,0.1434,0.1336,annex_symlink
highdata,hf5,UTS02,theinterview,derivatives/preprocessed_data/UTS02/theinterview.hf5,166637816,0.1666,0.1552,annex_symlink
highdata,hf5,UTS03,theinterview,derivatives/preprocessed_data/UTS03/theinterview.hf5,168945056,0.1689,0.1573,annex_symlink
highdata,wav,,thepostmanalwayscalls,stimuli/thepostmanalwayscalls.wav,163947974,0.1639,0.1527,annex_symlink
highdata,textgrid,,thepostmanalwayscalls,derivatives/TextGrids/thepostmanalwayscalls.TextGrid,1213306,0.0012,0.0011,annex_symlink
highdata,hf5,UTS01,thepostmanalwayscalls,derivatives/preprocessed_data/UTS01/thepostmanalwayscalls.hf5,294651680,0.2947,0.2744,annex_symlink
highdata,hf5,UTS02,thepostmanalwayscalls,derivatives/preprocessed_data/UTS02/thepostmanalwayscalls.hf5,342321680,0.3423,0.3188,annex_symlink
highdata,hf5,UTS03,thepostmanalwayscalls,derivatives/preprocessed_data/UTS03/thepostmanalwayscalls.hf5,347061440,0.3471,0.3232,annex_symlink
highdata,wav,,theshower,stimuli/theshower.wav,71055730,0.0711,0.0662,annex_symlink
highdata,textgrid,,theshower,derivatives/TextGrids/theshower.TextGrid,810036,0.0008,0.0008,annex_symlink
highdata,hf5,UTS01,theshower,derivatives/preprocessed_data/UTS01/theshower.hf5,254413184,0.2544,0.2369,annex_symlink
highdata,hf5,UTS02,theshower,derivatives/preprocessed_data/UTS02/theshower.hf5,295573184,0.2956,0.2753,annex_symlink
highdata,hf5,UTS03,theshower,derivatives/preprocessed_data/UTS03/theshower.hf5,299665664,0.2997,0.2791,annex_symlink
highdata,wav,,thetiniestbouquet,stimuli/thetiniestbouquet.wav,64050236,0.0641,0.0597,annex_symlink
highdata,textgrid,,thetiniestbouquet,derivatives/TextGrids/thetiniestbouquet.TextGrid,518171,0.0005,0.0005,annex_symlink
highdata,hf5,UTS01,thetiniestbouquet,derivatives/preprocessed_data/UTS01/thetiniestbouquet.hf5,110982416,0.1110,0.1034,annex_symlink
highdata,hf5,UTS02,thetiniestbouquet,derivatives/preprocessed_data/UTS02/thetiniestbouquet.hf5,128937416,0.1289,0.1201,annex_symlink
highdata,hf5,UTS03,thetiniestbouquet,derivatives/preprocessed_data/UTS03/thetiniestbouquet.hf5,130722656,0.1307,0.1217,annex_symlink
highdata,wav,,thetriangleshirtwaistconnection,stimuli/thetriangleshirtwaistconnection.wav,75080954,0.0751,0.0699,annex_symlink
highdata,textgrid,,thetriangleshirtwaistconnection,derivatives/TextGrids/thetriangleshirtwaistconnection.TextGrid,777577,0.0008,0.0007,annex_symlink
highdata,hf5,UTS01,thetriangleshirtwaistconnection,derivatives/preprocessed_data/UTS01/thetriangleshirtwaistconnection.hf5,131101664,0.1311,0.1221,annex_symlink
highdata,hf5,UTS02,thetriangleshirtwaistconnection,derivatives/preprocessed_data/UTS02/thetriangleshirtwaistconnection.hf5,152311664,0.1523,0.1419,annex_symlink
highdata,hf5,UTS03,thetriangleshirtwaistconnection,derivatives/preprocessed_data/UTS03/thetriangleshirtwaistconnection.hf5,154420544,0.1544,0.1438,annex_symlink
highdata,wav,,threemonths,stimuli/threemonths.wav,64093316,0.0641,0.0597,annex_symlink
highdata,textgrid,,threemonths,derivatives/TextGrids/threemonths.TextGrid,1078237,0.0011,0.0010,annex_symlink
highdata,hf5,UTS01,threemonths,derivatives/preprocessed_data/UTS01/threemonths.hf5,229101872,0.2291,0.2134,annex_symlink
highdata,hf5,UTS02,threemonths,derivatives/preprocessed_data/UTS02/threemonths.hf5,266166872,0.2662,0.2479,annex_symlink
highdata,hf5,UTS03,threemonths,derivatives/preprocessed_data/UTS03/threemonths.hf5,269852192,0.2699,0.2513,annex_symlink
highdata,wav,,thumbsup,stimuli/thumbsup.wav,149824424,0.1498,0.1395,annex_symlink
highdata,textgrid,,thumbsup,derivatives/TextGrids/thumbsup.TextGrid,1661681,0.0017,0.0015,annex_symlink
highdata,hf5,UTS01,thumbsup,derivatives/preprocessed_data/UTS01/thumbsup.hf5,268691360,0.2687,0.2502,annex_symlink
highdata,hf5,UTS02,thumbsup,derivatives/preprocessed_data/UTS02/thumbsup.hf5,312161360,0.3122,0.2907,annex_symlink
highdata,hf5,UTS03,thumbsup,derivatives/preprocessed_data/UTS03/thumbsup.hf5,316483520,0.3165,0.2947,annex_symlink
highdata,wav,,tildeath,stimuli/tildeath.wav,117734404,0.1177,0.1096,annex_symlink
highdata,textgrid,,tildeath,derivatives/TextGrids/tildeath.TextGrid,1248864,0.0012,0.0012,annex_symlink
highdata,hf5,UTS01,tildeath,derivatives/preprocessed_data/UTS01/tildeath.hf5,209631632,0.2096,0.1952,annex_symlink
highdata,hf5,UTS02,tildeath,derivatives/preprocessed_data/UTS02/tildeath.hf5,243546632,0.2435,0.2268,annex_symlink
highdata,hf5,UTS03,tildeath,derivatives/preprocessed_data/UTS03/tildeath.hf5,246918752,0.2469,0.2300,annex_symlink
highdata,wav,,treasureisland,stimuli/treasureisland.wav,142814026,0.1428,0.1330,annex_symlink
highdata,textgrid,,treasureisland,derivatives/TextGrids/treasureisland.TextGrid,972739,0.0010,0.0009,annex_symlink
highdata,hf5,UTS01,treasureisland,derivatives/preprocessed_data/UTS01/treasureisland.hf5,255711200,0.2557,0.2381,annex_symlink
highdata,hf5,UTS02,treasureisland,derivatives/preprocessed_data/UTS02/treasureisland.hf5,297081200,0.2971,0.2767,annex_symlink
highdata,hf5,UTS03,treasureisland,derivatives/preprocessed_data/UTS03/treasureisland.hf5,301194560,0.3012,0.2805,annex_symlink
highdata,wav,,undertheinfluence,stimuli/undertheinfluence.wav,110734852,0.1107,0.1031,annex_symlink
highdata,textgrid,,undertheinfluence,derivatives/TextGrids/undertheinfluence.TextGrid,956309,0.0010,0.0009,annex_symlink
highdata,hf5,UTS01,undertheinfluence,derivatives/preprocessed_data/UTS01/undertheinfluence.hf5,197300480,0.1973,0.1838,annex_symlink
highdata,hf5,UTS02,undertheinfluence,derivatives/preprocessed_data/UTS02/undertheinfluence.hf5,229220480,0.2292,0.2135,annex_symlink
highdata,hf5,UTS03,undertheinfluence,derivatives/preprocessed_data/UTS03/undertheinfluence.hf5,232394240,0.2324,0.2164,annex_symlink
highdata,wav,,vixenandtheussr,stimuli/vixenandtheussr.wav,141782052,0.1418,0.1320,annex_symlink
highdata,textgrid,,vixenandtheussr,derivatives/TextGrids/vixenandtheussr.TextGrid,1168364,0.0012,0.0011,annex_symlink
highdata,hf5,UTS01,vixenandtheussr,derivatives/preprocessed_data/UTS01/vixenandtheussr.hf5,253764176,0.2538,0.2363,annex_symlink
highdata,hf5,UTS02,vixenandtheussr,derivatives/preprocessed_data/UTS02/vixenandtheussr.hf5,294819176,0.2948,0.2746,annex_symlink
highdata,hf5,UTS03,vixenandtheussr,derivatives/preprocessed_data/UTS03/vixenandtheussr.hf5,298901216,0.2989,0.2784,annex_symlink
highdata,wav,,waitingtogo,stimuli/waitingtogo.wav,126900018,0.1269,0.1182,annex_symlink
highdata,textgrid,,waitingtogo,derivatives/TextGrids/waitingtogo.TextGrid,924973,0.0009,0.0009,annex_symlink
highdata,hf5,UTS01,waitingtogo,derivatives/preprocessed_data/UTS01/waitingtogo.hf5,226505840,0.2265,0.2110,annex_symlink
highdata,hf5,UTS02,waitingtogo,derivatives/preprocessed_data/UTS02/waitingtogo.hf5,263150840,0.2632,0.2451,annex_symlink
highdata,hf5,UTS03,waitingtogo,derivatives/preprocessed_data/UTS03/waitingtogo.hf5,266794400,0.2668,0.2485,annex_symlink
highdata,wav,,whenmothersbullyback,stimuli/whenmothersbullyback.wav,112107386,0.1121,0.1044,annex_symlink
highdata,textgrid,,whenmothersbullyback,derivatives/TextGrids/whenmothersbullyback.TextGrid,905666,0.0009,0.0008,annex_symlink
highdata,hf5,UTS01,whenmothersbullyback,derivatives/preprocessed_data/UTS01/whenmothersbullyback.hf5,199247504,0.1992,0.1856,annex_symlink
highdata,hf5,UTS02,whenmothersbullyback,derivatives/preprocessed_data/UTS02/whenmothersbullyback.hf5,231482504,0.2315,0.2156,annex_symlink
highdata,hf5,UTS03,whenmothersbullyback,derivatives/preprocessed_data/UTS03/whenmothersbullyback.hf5,234687584,0.2347,0.2186,annex_symlink
highdata,wav,,wheretheressmoke,stimuli/wheretheressmoke.wav,106181968,0.1062,0.0989,annex_symlink
highdata,textgrid,,wheretheressmoke,derivatives/TextGrids/wheretheressmoke.TextGrid,998492,0.0010,0.0009,annex_symlink
highdata,hf5,UTS01,wheretheressmoke,derivatives/preprocessed_data/UTS01/wheretheressmoke.hf5,2077476776,2.0775,1.9348,annex_symlink
highdata,hf5,UTS02,wheretheressmoke,derivatives/preprocessed_data/UTS02/wheretheressmoke.hf5,2413581776,2.4136,2.2478,annex_symlink
highdata,hf5,UTS03,wheretheressmoke,derivatives/preprocessed_data/UTS03/wheretheressmoke.hf5,2447000216,2.4470,2.2789,annex_symlink
highdata,wav,,wildwomenanddancingqueens,stimuli/wildwomenanddancingqueens.wav,70550884,0.0706,0.0657,annex_symlink
highdata,textgrid,,wildwomenanddancingqueens,derivatives/TextGrids/wildwomenanddancingqueens.TextGrid,652159,0.0007,0.0006,annex_symlink
highdata,hf5,UTS01,wildwomenanddancingqueens,derivatives/preprocessed_data/UTS01/wildwomenanddancingqueens.hf5,122664560,0.1227,0.1142,annex_symlink
highdata,hf5,UTS02,wildwomenanddancingqueens,derivatives/preprocessed_data/UTS02/wildwomenanddancingqueens.hf5,142509560,0.1425,0.1327,annex_symlink
highdata,hf5,UTS03,wildwomenanddancingqueens,derivatives/preprocessed_data/UTS03/wildwomenanddancingqueens.hf5,144482720,0.1445,0.1346,annex_symlink
